sex_s,gap,raw_log_mult,smoothed_log_mult,gauged_log_mult
male,30,-4.958099369806297,-4.958103371403225,-4.958592324013579
male,31,-4.827783894657763,-4.827981939774577,-4.828470892384931
male,32,-5.531872984585132,-5.531280203698404,-5.531769156308758
male,33,-4.994618151706466,-4.9947579786223315,-4.9952469312326855
male,34,-4.945284133326736,-4.945138099238693,-4.945627051849047
male,35,-4.5047271844622365,-4.50501803837664,-4.505506990986994
male,36,-5.26493004445116,-5.264509069657742,-5.264998022268096
male,37,-5.323500635234069,-5.3230865252921316,-5.3235754779024855
male,38,-4.463067269834327,-4.463487940598208,-4.463976893208562
male,39,-5.62733532559645,-5.626339506109136,-5.62682845871949
male,40,-5.270768044046602,-5.270840805484272,-5.271329758094626
male,41,-5.110280296167467,-5.110320218102761,-5.110809170713115
male,42,-5.036370528543469,-5.036292420065291,-5.036781372675645
male,43,-4.694559691515258,-4.694887759746087,-4.695376712356441
male,44,-6.309006011537756,-6.307296601742057,-6.307785554352411
male,45,-6.568853238031293,-6.566944071616669,-6.567433024227023
male,46,-4.437587139438699,-4.438059686328633,-4.438548638938987
male,47,-4.739882270015303,-4.7397492340206,-4.740238186630954
male,48,-4.974122115686934,-4.973905902145072,-4.974394854755426
male,49,-4.654019005370766,-4.654349004607052,-4.654837957217406
male,50,-9.210340371976182,-9.210340371976182,-9.210829324586536
male,51,-9.210340371976182,-9.210340371976182,-9.210829324586536
male,52,-9.210340371976182,-9.210340371976182,-9.210829324586536
female,-52,-9.210340371976182,-9.210340371976182,-9.21129654744293
female,-51,-9.210340371976182,-9.210340371976182,-9.21129654744293
female,-50,-9.210340371976182,-9.210340371976182,-9.21129654744293
female,-49,-8.970462376862896,-8.970384447016563,-8.97134062248331
female,-48,-8.390223323845369,-8.390333747514834,-8.391289922981581
female,-47,-8.373079568324723,-8.37259641925153,-8.373552594718277
female,-46,-7.567574494816169,-7.568047070950109,-7.569003246416856
female,-45,-9.283499710208732,-9.210340371976182,-9.21129654744293
female,-44,-9.035789988115416,-9.034570071675807,-9.035526247142554
female,-43,-7.5394944372556605,-7.5398355133682875,-7.540791688835035
female,-42,-7.882778377687129,-7.882517933405882,-7.88347410887263
female,-41,-7.566883292564043,-7.566997869758369,-7.567954045225116
female,-40,-7.656571377565315,-7.656583982743605,-7.657540158210352
female,-39,-7.7834037356998635,-7.78271528361002,-7.783671459076768
female,-38,-6.744737226597275,-6.745076970800483,-6.74603314626723
female,-37,-7.2287163207832315,-7.228429339048376,-7.229385514515124
female,-36,-7.005897793247152,-7.005672871807801,-7.006629047274548
female,-35,-6.404870737926016,-6.405131669627642,-6.406087845094389
female,-34,-6.811300032549728,-6.811051682625281,-6.812007858092028
female,-33,-6.589719316856281,-6.589914896921235,-6.590871072387983
female,-32,-7.066501388320418,-7.065852744598872,-7.066808920065619
female,-31,-6.232810555849495,-6.233045849847841,-6.234002025314588
female,-30,-6.396093025317051,-6.39598546492054,-6.396941640387287
female,-29,-6.262085447698662,-6.261957930738513,-6.26291410620526
female,-28,-5.865476008323271,-5.865613001051514,-5.8665691765182615
female,-27,-5.958910021935787,-5.958827590394654,-5.959783765861402
female,-26,-5.8233443337331625,-5.8233207596849175,-5.824276935151665
female,-25,-5.651850835679602,-5.651918526343061,-5.652874701809808
female,-24,-5.7019158822138865,-5.701616578802953,-5.7025727542697
female,-23,-5.101432832461432,-5.101550841815243,-5.10250701728199
female,-22,-5.018886675348865,-5.018844321481489,-5.019800496948236
female,-21,-4.837877968393825,-4.837847276626727,-4.838803452093474
female,-20,-4.616669409981357,-4.616622860950913,-4.61757903641766
female,-19,-4.334066700163161,-4.334094693343462,-4.335050868810209
female,-18,-4.190110633391007,-4.190079371243287,-4.191035546710034
female,-17,-3.9905286395527617,-3.990461658396131,-3.991417833862878
female,-16,-3.6733301886636087,-3.6733299554056007,-3.6742861308723476
female,-15,-3.4371335475590317,-3.4370943433228027,-3.4380505187895496
female,-14,-3.1573511327524675,-3.157318928488451,-3.158275103955198
female,-13,-2.866935591469327,-2.866898190891883,-2.86785436635863
female,-12,-2.558014264255989,-2.5580097890808946,-2.5589659645476415
female,-11,-2.311979528581099,-2.3118794843100026,-2.3128356597767494
female,-10,-1.8939473181563917,-1.8939759079142635,-1.8949320833810104
female,-9,-1.6632657954112096,-1.6632277116672312,-1.664183887133978
female,-8,-1.3823621742738874,-1.3823064413996993,-1.3832626168664461
female,-7,-1.0321227428602457,-1.0321032244237385,-1.0330593998904853
female,-6,-0.7219044705391816,-0.7218560953458584,-0.7228122708126052
female,-5,-0.3685645445159267,-0.3685320853356039,-0.36948826080235075
female,-4,-0.025096304907569603,-0.025041321510634835,-0.02599749697738171
female,-3,0.36271330780594185,0.362804517124678,0.3618483416579311
female,-2,0.8451248182753653,0.8452714196404875,0.8443152441737406
female,-1,1.4650980628690973,1.4652054757084665,1.4642493002417196
female,0,2.0665385717840916,2.066383185523404,2.065427010056657
female,1,2.06953254290299,2.0694870841848076,2.068530908718061
female,2,1.9180393028560427,1.9180411612670285,1.9170849858002816
female,3,1.7247113772555125,1.7247222958986081,1.7237661204318613
female,4,1.4991032544907288,1.4991333314576014,1.4981771559908545
female,5,1.2939626499263048,1.2939765002464567,1.2930203247797099
female,6,1.06077850092387,1.0608084947422523,1.0598523192755054
female,7,0.8431477148070149,0.84317149923888,0.8422153237721332
female,8,0.6284337102435673,0.6284563251085655,0.6275001496418187
female,9,0.4144239386133946,0.4144654886481024,0.41350931318135553
female,10,0.27232568478786995,0.27230358842061153,0.27134741295386466
female,11,0.0022182823585818108,0.0022654987246106735,0.0013093232578638004
female,12,-0.21121918778932477,-0.2111960952657138,-0.21215227073246068
female,13,-0.4198967135245103,-0.41987181485507064,-0.4208279903218175
female,14,-0.6138520385872996,-0.6138297786385942,-0.6147859541053411
female,15,-0.7939777181427734,-0.7939621522422143,-0.7949183277089612
female,16,-0.9773764054063214,-0.9773576980914636,-0.9783138735582104
female,17,-1.1547296903187094,-1.1547200670684845,-1.1556762425352314
female,18,-1.3575088181277337,-1.3574805876553244,-1.3584367631220713
female,19,-1.5315293436718005,-1.5315114633598739,-1.5324676388266207
female,20,-1.6993839313441843,-1.6993909142943664,-1.7003470897611133
female,21,-1.9545390216727903,-1.9544779843403293,-1.9554341598070761
female,22,-2.0960317638867534,-2.0960075589554057,-2.0969637344221526
female,23,-2.195287998801407,-2.1953147461164573,-2.196270921583204
female,24,-2.4223106405936354,-2.4222629968476084,-2.4232191723143552
female,25,-2.570492937194389,-2.5704482474427355,-2.5714044229094823
female,26,-2.611911192120043,-2.61196792693643,-2.612924102403177
female,27,-2.8758077799590906,-2.875696178152327,-2.876652353619074
female,28,-2.8682647910888237,-2.8683138512735904,-2.8692700267403373
female,29,-3.0329633879790467,-3.0329356292635823,-3.033891804730329
female,30,-3.164930705144114,-3.1649432647774027,-3.1658994402441496
female,31,-3.403879671409801,-3.4038250901154905,-3.4047812655822374
female,32,-3.566806394819686,-3.566678712527377,-3.567634887994124
female,33,-3.380367758057308,-3.3804754276679705,-3.3814316031347174
female,34,-3.542177674165554,-3.5422373125195312,-3.543193487986278
female,35,-4.100485473135276,-4.10002713715742,-4.100983312624168
female,36,-3.6346870228987656,-3.6349654734914267,-3.6359216489581736
female,37,-4.268151457169073,-4.267821845948295,-4.268778021415042
female,38,-4.3197975485452975,-4.319662976105749,-4.3206191515724965
female,39,-3.98233512208535,-3.9824877437029076,-3.9834439191696545
female,40,-4.133428377827916,-4.133312312593896,-4.134268488060643
female,41,-3.9662494308047944,-3.9664641584568527,-3.9674203339235996
female,42,-4.800511941180774,-4.799849890591612,-4.800806066058359
female,43,-4.434125990325777,-4.434069667714488,-4.4350258431812355
female,44,-3.8838455849873506,-3.884032898429671,-3.884989073896418
female,45,-3.8895866134453474,-3.8895834521067507,-3.8905396275734976
female,46,-3.889528306697833,-3.889597953824096,-3.8905541292908428
female,47,-4.269386689145854,-4.269121883333774,-4.270078058800522
female,48,-4.132491065073837,-4.132453326789907,-4.133409502256654
female,49,-3.682417705081834,-3.6827997934719705,-3.6837559689387174
female,50,-9.210340371976182,-9.210340371976182,-9.21129654744293
female,51,-9.210340371976182,-9.210340371976182,-9.21129654744293
female,52,-9.210340371976182,-9.210340371976182,-9.21129654744293
