cbsa,theta_hat_age,se_age,theta_tilde_age,prior_share_age,n_eff_age,theta_hat_edu,se_edu,theta_tilde_edu,prior_share_edu,n_eff_edu,theta_hat_race,se_race,theta_tilde_race,prior_share_race,n_eff_race,couple_sides_n_alloc,couple_sides_kish
10180,0.9192247554759571,0.04463950589165907,0.9429675695789056,0.3046298934196647,424.9899646881148,1.119841874658848,0.10570524629413372,1.0177696518041703,0.6678821355406682,428.672924609872,0.8949376155366527,0.05431807267656784,0.8981475720913135,0.16435073824682647,529.5214458556957,1130.261204762789,699.3211344744847
10420,1.046546514146965,0.02642442760636207,1.0399748359243883,0.13307871199705337,1441.876239993571,0.9766204345606123,0.05226356667686289,0.9734537523391912,0.32957934196822664,1307.569893387419,1.0618000192829065,0.0378447690057147,1.0489600272667499,0.08715048867570607,1887.7973491099588,3638.4638486480962,2735.578805662848
10500,0.9236017794225272,0.05534276690838732,0.9532031465338683,0.4023956242607159,271.0467626726247,1.0465577521233762,0.10968786315821223,0.9921421425237775,0.6840809379435077,333.88998331838593,1.26684669268645,0.09301896999553433,1.1379497572337423,0.3657917260252123,303.9824482492492,555.9353663316227,452.96973279393995
10540,1.014228224521864,0.052044181091043154,1.0078596345805828,0.37322663838110487,349.041127584116,1.2855009465800364,0.12250574655986757,1.0530665557089205,0.7298040472636383,338.75158914770947,0.8000279848818002,0.06934020823325728,0.8278040852031564,0.24271158984987778,636.1912173488831,863.734273505695,661.0233202670279
10580,1.036553698857125,0.02012628420594843,1.0333328377528845,0.08177041948992302,2424.8892256658673,0.8517760446118907,0.03909603229623173,0.8766375044401631,0.2157436098354363,2107.3210653226915,0.9650804149308437,0.026911405597956458,0.9627496061895505,0.046052798239784525,2780.944509990418,5750.213242292782,3692.571810671769
10740,0.9183030706790521,0.02612878724340763,0.9285948192463451,0.1305040038135594,1215.532646094402,0.9440759764121122,0.051361494552708026,0.9514598617613076,0.32193145333039136,1322.5783243067258,0.6656016532249339,0.024955685340869217,0.6755213903176677,0.039859576360118595,1786.6807223193832,4027.686584102642,2648.4182573185158
10780,0.8810167651756245,0.03736346813809902,0.9082925582047421,0.23483681148961957,560.4327413553544,0.9018782197980526,0.08246790740418182,0.9377254400936288,0.5503614426980418,735.3248185080439,0.9868865044265466,0.046675727903641676,0.977703276127891,0.12680907486726056,836.6299503215266,1009.2678451803439,801.0821535247088
10900,0.9521336647049966,0.02188959684742204,0.9564251595473134,0.0953009846503333,1754.904657602553,0.830729929294014,0.04171968261359564,0.863237692884624,0.23853262935164807,2001.1066457029892,0.9803250743551332,0.03506243986890522,0.9753369885542739,0.07574194180734965,1459.423188009727,3977.24259310568,2739.5931093375225
11020,0.9926933026227732,0.050013492551552644,0.9942797344885227,0.3548015066559774,357.9033416285665,0.9342280991733315,0.09162841454996203,0.9539561827456315,0.6017580205259907,525.4885813558052,0.8431834295202689,0.16994287128350039,0.890098960026863,0.6581373197564961,318.154582156865,915.3771498986296,743.054227458971
11100,0.9541627190209426,0.03702295889604826,0.9641203533848804,0.23156262891472953,642.0792018275463,1.0721488983641638,0.10505057101354011,1.0022203348934389,0.665120279069995,422.1802374868491,0.8531981505425476,0.05531750415651078,0.8635786329254274,0.16942028121520733,467.84446647087333,1353.5339482348822,903.6431459406394
11180,1.3178318126569395,0.07459998039195738,1.1413835429334485,0.5502535851408737,247.27721101341447,1.2132319211436857,0.13696835253454526,1.0232728667642164,0.771502128478283,242.44552390396962,0.7982393189327188,0.12069058909863603,0.8554980706105342,0.49263556219860677,202.8891467563989,632.1036240299297,436.3302402204452
11200,1.0375124683114025,0.03980370982241475,1.0270893971738166,0.2583303157102939,541.240671379895,0.8948924519054202,0.07099586357639791,0.9291967956935664,0.47565825195059175,620.0072576617622,0.8263664319362353,0.08134153323154708,0.8533309837240934,0.3060595002784782,454.90914305837117,1029.2832715937143,748.7264292630418
11260,0.9009978672080163,0.0347913500649322,0.9212100877713552,0.21017887113275183,676.9461041352814,0.8524656624413677,0.06434605467317682,0.901376063877822,0.4269916055634381,914.8661937266501,0.7324494877547698,0.031247736239749368,0.7435726481887028,0.06110979809096139,992.7261767780341,1545.5802565182912,1066.2602420582157
11460,1.203506665759405,0.03929946696053768,1.1512040910232768,0.25347512560991603,784.1568246698274,0.9898485508433958,0.07430243007653661,0.9784669031455299,0.49840002017127516,668.5112021710497,0.8639863958736809,0.04268005673598005,0.8694525036179235,0.10827758958090199,883.8118272004355,1760.2041413788581,1451.006879238183
11500,0.9014486250859817,0.04997743370067993,0.9353772062685167,0.3544713659513698,308.610405838094,1.072554317875588,0.136963949442331,0.9911295301113613,0.771490794003677,301.21827905667624,1.2843250133433304,0.10730153599550414,1.1237242346186371,0.434224846610691,325.88651776314964,501.8349164892737,416.769691109713
