sex_s,gap,raw_log_mult,smoothed_log_mult,gauged_log_mult
female,19,-1.561519639631646,-1.5614995554992104,-1.5625883832827054
female,20,-1.7087013498792618,-1.7087309989893575,-1.7098198267728526
female,21,-2.010991725429845,-2.0109032735216847,-2.0119921013051796
female,22,-2.121565356872748,-2.1215598643612936,-2.1226486921447885
female,23,-2.236749360109856,-2.236767886210082,-2.237856713993577
female,24,-2.446200602178527,-2.4461572243010985,-2.4472460520845933
female,25,-2.570830866238681,-2.5708131790102673,-2.571902006793762
female,26,-2.6645414236975893,-2.6645803750676396,-2.6656692028511344
female,27,-2.9252142670237093,-2.9251225897418665,-2.9262114175253613
female,28,-2.966857809186884,-2.966901677112254,-2.9679905048957487
female,29,-3.1729452652936385,-3.17288023855141,-3.1739690663349047
female,30,-3.225802924268872,-3.2258499697322276,-3.2269387975157224
female,31,-3.4643216612789347,-3.4643029816670117,-3.4653918094505065
female,32,-3.7517288434534843,-3.751542774692886,-3.752631602476381
female,33,-3.558515991140107,-3.5586400573978256,-3.5597288851813205
female,34,-3.777888874105551,-3.777922668380438,-3.7790114961639327
female,35,-4.298351617282241,-4.297879980118495,-4.29896880790199
female,36,-3.7510210837135083,-3.751345996141015,-3.75243482392451
female,37,-4.579684066254148,-4.579192779156997,-4.580281606940492
female,38,-4.563135285551272,-4.563032254171059,-4.564121081954554
female,39,-4.244015661226778,-4.244155920991367,-4.245244748774862
female,40,-4.373391712465816,-4.373315574179103,-4.3744044019625985
female,41,-4.2992725232958415,-4.299444169432856,-4.300532997216351
female,42,-5.037061383068324,-5.036565342925993,-5.037654170709488
female,43,-4.869093422192363,-4.8688617781006345,-4.86995060588413
female,44,-4.108481147256169,-4.1087418537843625,-4.109830681567858
female,45,-4.23927791931365,-4.239221676817439,-4.240310504600934
female,46,-4.26800758067376,-4.2680460780489,-4.269134905832395
female,47,-4.533546993877867,-4.5333338823357,-4.534422710119196
female,48,-4.277340945345913,-4.277361119020254,-4.278449946803749
female,49,-3.849700828569363,-3.8500742622735187,-3.8511630900570135
female,50,-9.210340371976182,-9.210340371976182,-9.211429199759676
female,51,-9.210340371976182,-9.210340371976182,-9.211429199759676
female,52,-9.210340371976182,-9.210340371976182,-9.211429199759676
