sex_s,gap,raw_log_mult,smoothed_log_mult,gauged_log_mult
male,-52,-9.210340371976182,-9.210340371976182,-9.211668953461485
male,-51,-9.210340371976182,-9.210340371976182,-9.211668953461485
male,-50,-9.210340371976182,-9.210340371976182,-9.211668953461485
male,-49,-5.828809417826848,-5.828937966716133,-5.830266548201436
male,-48,-5.591060539998523,-5.591209795345567,-5.592538376830871
male,-47,-5.8476139561984875,-5.847478073534326,-5.848806655019629
male,-46,-5.716703519849108,-5.716818043241273,-5.718146624726576
male,-45,-5.942802499273926,-5.942507600593592,-5.943836182078895
male,-44,-5.489576274972766,-5.489799970937139,-5.491128552422443
male,-43,-5.862157532028,-5.861937487056421,-5.863266068541725
male,-42,-5.656447754168313,-5.656330135517128,-5.657658717002431
male,-41,-5.278312772700991,-5.27831683843263,-5.279645419917934
male,-40,-5.061922188291443,-5.061949917105312,-5.063278498590615
male,-39,-4.981737651094573,-4.981844654521254,-4.983173236006557
male,-38,-5.241936823553853,-5.241824854712283,-5.243153436197587
male,-37,-5.187635706680784,-5.187215876363138,-5.188544457848441
male,-36,-4.399606098556592,-4.399912970364363,-4.401241551849666
male,-35,-4.880644098910534,-4.88004523464249,-4.881373816127794
male,-34,-4.126239235498319,-4.126359618413964,-4.127688199899268
male,-33,-4.010806296100442,-4.010918922942133,-4.012247504427436
male,-32,-4.257060032555184,-4.2568324720246835,-4.258161053509987
male,-31,-3.9256496173363686,-3.9256254404671242,-3.926954021952428
male,-30,-3.651611551774599,-3.6516815978600152,-3.653010179345319
male,-29,-3.637249091878741,-3.63714579015363,-3.638474371638934
male,-28,-3.3716782795535014,-3.3717520943713613,-3.373080675856665
male,-27,-3.371417355028517,-3.371292243802576,-3.3726208252878798
male,-26,-3.0697562891642707,-3.069812557028662,-3.071141138513966
male,-25,-2.9989703032258865,-2.9989530790605086,-3.0002816605458125
male,-24,-2.8951753476173128,-2.8951420641695407,-2.8964706456548446
male,-23,-2.72769241017785,-2.727700301627102,-2.729028883112406
male,-22,-2.6180253381217113,-2.6180171489380246,-2.6193457304233285
male,-21,-2.5079649400658686,-2.5078828720219724,-2.5092114535072763
male,-20,-2.2249340976570746,-2.2249536887162193,-2.2262822702015233
male,-19,-2.0696168495538143,-2.0696114229052323,-2.070940004390536
male,-18,-1.9328272927734962,-1.932794186803623,-1.9341227682889266
male,-17,-1.740843029180083,-1.7408287808711183,-1.742157362356422
male,-16,-1.556993724164135,-1.5569919285651699,-1.5583205100504736
male,-15,-1.4078857895739745,-1.4078689287562185,-1.4091975102415222
male,-14,-1.244195697358872,-1.244164597373045,-1.2454931788583488
male,-13,-1.0351688995462986,-1.0351516639485956,-1.0364802454338993
male,-12,-0.8287975491739635,-0.8287729872403922,-0.830101568725696
male,-11,-0.6052833008361416,-0.6052449325520581,-0.6065735140373619
male,-10,-0.33776239344980924,-0.33777904271073783,-0.33910762419604157
male,-9,-0.17224300927477149,-0.17220560762849715,-0.17353418911380092
male,-8,0.060200106565163565,0.060217787495181044,0.058889206009877286
male,-7,0.29117006568914594,0.29120057332770044,0.2898719918423967
male,-6,0.5531824470671306,0.5532109379056733,0.5518823564203695
male,-5,0.831357205529114,0.8313723076059629,0.8300437261206591
male,-4,1.0903829249237882,1.0904215997624076,1.089093018277104
male,-3,1.394150067916236,1.3941598552287056,1.3928312737434019
male,-2,1.659848792625212,1.659865653552454,1.6585370720671504
male,-1,1.920720460583113,1.9206807777080301,1.9193521962227265
male,0,2.0354511949327274,2.0352837432442477,2.0339551617589438
male,1,1.5196345629347996,1.5197356920190017,1.518407110533698
male,2,0.984150478089836,0.9842905722769221,0.9829619907916183
male,3,0.586496175600121,0.5865789317925508,0.585250350307247
male,4,0.2751190605399438,0.27517665248017603,0.2738480709948723
male,5,0.03664721414190366,0.036662473323671195,0.03533389183836744
male,6,-0.23636738373177768,-0.23632480476226908,-0.23765338624757285
male,7,-0.4613485028487905,-0.46134339572015975,-0.4626719772054635
male,8,-0.7496425512780883,-0.749585822632311,-0.7509144041176148
male,9,-0.9456318980931252,-0.9456072730694765,-0.9469358545547802
male,10,-1.1104186933025166,-1.1104575277782247,-1.1117861092635284
male,11,-1.4757437842691865,-1.4756488117138877,-1.4769773931991914
male,12,-1.6638600789340636,-1.6638644636611395,-1.6651930451464432
male,13,-1.924615139120549,-1.9245819594334093,-1.925910540918713
male,14,-2.159917780925958,-2.1598964354397823,-2.161225016925086
male,15,-2.397443966791814,-2.39740644903274,-2.398735030518044
male,16,-2.5778449682796953,-2.5778384377623578,-2.5791670192476617
male,17,-2.7841392943566605,-2.7841215323785593,-2.785450113863863
male,18,-2.98913010476271,-2.989111710357002,-2.990440291842306
male,19,-3.190329677396235,-3.190320521640569,-3.1916491031258727
male,20,-3.421054569599562,-3.4210286781303507,-3.4223572596156546
male,21,-3.6366885824882615,-3.6366704296266725,-3.6379990111119764
male,22,-3.8580148532935197,-3.8579143791351567,-3.8592429606204606
male,23,-3.8128583226814543,-3.8130252065207553,-3.814353788006059
male,24,-4.441217301991004,-4.440805500935861,-4.442134082421164
male,25,-4.15042537795543,-4.150571624460077,-4.15190020594538
male,26,-4.352076216103623,-4.352079558930864,-4.3534081404161675
male,27,-4.64212768656952,-4.64202306668855,-4.643351648173853
male,28,-4.68340033133084,-4.683492152936587,-4.684820734421891
male,29,-5.09077626525764,-5.090526963460559,-5.0918555449458625
male,30,-4.886416257336284,-4.886450791761635,-4.887779373246938
male,31,-4.79333274618907,-4.7935217177904,-4.794850299275703
male,32,-5.491847356115198,-5.4913109883883475,-5.492639569873651
male,33,-5.048161927801561,-5.048269533970387,-5.049598115455691
male,34,-4.979778590729304,-4.979693869923186,-4.9810224514084895
male,35,-4.675482384188906,-4.67572158292566,-4.677050164410963
male,36,-5.316037009394001,-5.315728298667534,-5.317056880152838
male,37,-5.405168718512611,-5.404786413864151,-5.406114995349454
male,38,-4.625684614939839,-4.626124343842538,-4.627452925327842
male,39,-6.253418966570791,-6.251418353146183,-6.252746934631486
male,40,-5.355755450519577,-5.35595739707085,-5.3572859785561535
male,41,-5.2512169388071674,-5.251305608671952,-5.252634190157256
male,42,-5.447688558213,-5.4474439666064605,-5.448772548091764
male,43,-4.9900474236321894,-4.99040560481077,-4.991734186296074
male,44,-6.534872439871672,-6.533315630448391,-6.534644211933695
male,45,-6.6968216120435216,-6.694832824935311,-6.6961614064206145
male,46,-4.508359262437372,-4.508850216153999,-4.510178797639303
male,47,-4.927654172886574,-4.927458695275238,-4.928787276760541
male,48,-5.287106230807744,-5.286800087227888,-5.288128668713192
male,49,-4.966882160950473,-4.967212100108949,-4.968540681594252
male,50,-9.210340371976182,-9.210340371976182,-9.211668953461485
male,51,-9.210340371976182,-9.210340371976182,-9.211668953461485
male,52,-9.210340371976182,-9.210340371976182,-9.211668953461485
female,-52,-9.210340371976182,-9.210340371976182,-9.211429199759676
female,-51,-9.210340371976182,-9.210340371976182,-9.211429199759676
female,-50,-9.210340371976182,-9.210340371976182,-9.211429199759676
female,-49,-7.59251208380433,-7.592432468671719,-7.593521296455214
female,-48,-7.0010827650078395,-7.001139280195236,-7.002228107978731
female,-47,-6.852878371948979,-6.852326240448379,-6.853415068231874
female,-46,-5.939909536509191,-5.94040441050821,-5.941493238291705
female,-45,-7.787888446205142,-7.786260201599663,-7.787349029383158
female,-44,-7.615294280200739,-7.6142856500848985,-7.615374477868394
female,-43,-6.276446582024772,-6.2768135049283575,-6.277902332711853
female,-42,-6.775303066114832,-6.7747822423854585,-6.775871070168954
female,-41,-6.142123065662399,-6.142302090327175,-6.14339091811067
female,-40,-6.245548659525417,-6.245678912933954,-6.246767740717449
female,-39,-6.84613805968674,-6.844794833827923,-6.845883661611419
female,-38,-5.455842362795665,-5.456208207043405,-5.4572970348269
female,-37,-5.914686595788497,-5.914418080750717,-5.915506908534212
female,-36,-5.6992959205640945,-5.6991662105158225,-5.700255038299318
female,-35,-5.2742592409911815,-5.274481151769751,-5.2755699795532465
female,-34,-5.657266315710918,-5.657051313916383,-5.658140141699878
female,-33,-5.482314808169433,-5.482484407210495,-5.48357323499399
female,-32,-5.889622841462853,-5.8890482433099045,-5.8901370710934
female,-31,-5.113937581354926,-5.114188999535148,-5.115277827318644
female,-30,-5.371826310412441,-5.371709754120825,-5.372798581904321
female,-29,-5.308315604471355,-5.308211223693935,-5.309300051477431
female,-28,-5.00800024084589,-5.0080905154513315,-5.009179343234827
female,-27,-5.030736868602763,-5.030696642514974,-5.03178547029847
female,-26,-4.942215534989072,-4.942145177943321,-4.943234005726817
female,-25,-4.699748942417481,-4.69987834227621,-4.700967170059705
female,-24,-4.89011071147118,-4.889748130446101,-4.890836958229596
female,-23,-4.2800605683036075,-4.280233139711248,-4.281321967494743
female,-22,-4.359384757182324,-4.359247445698941,-4.360336273482436
female,-21,-4.085119348393025,-4.085140061248041,-4.086228889031537
female,-20,-3.937819691592989,-3.937751901458676,-3.938840729242171
female,-19,-3.6620931463619537,-3.662129765275507,-3.663218593059002
female,-18,-3.5530345388922253,-3.5530042019746286,-3.5540930297581235
female,-17,-3.387000187682848,-3.3869595512697566,-3.3880483790532514
female,-16,-3.1585478724555935,-3.1585537667713894,-3.1596425945548843
female,-15,-3.0003961286697667,-3.00035247928213,-3.0014413070656247
female,-14,-2.768454314284314,-2.768435882018082,-2.7695247098015767
female,-13,-2.5482606866434456,-2.54821819356711,-2.549307021350605
female,-12,-2.279205063999877,-2.279219259822803,-2.280308087606298
female,-11,-2.1120400440533387,-2.1119297554569965,-2.1130185832404913
female,-10,-1.7271936770028007,-1.7272379902077697,-1.7283268179912648
female,-9,-1.5635562400789647,-1.563519311992908,-1.5646081397764031
female,-8,-1.3357302982140176,-1.3356771497089208,-1.3367659774924159
female,-7,-1.029535108591814,-1.0295255342595773,-1.0306143620430723
female,-6,-0.7740640192097784,-0.7740122191354843,-0.7751010469189793
female,-5,-0.44998516747548717,-0.44996689799337575,-0.45105572577687075
female,-4,-0.1589508841468746,-0.1588897427621998,-0.15997857054569478
female,-3,0.21078546403160262,0.21087256039106356,0.20978373260756858
female,-2,0.6752429522021073,0.6753900651150452,0.6743012373315502
female,-1,1.2900457525112374,1.2901509940332632,1.289062166249768
female,0,1.8890445735560681,1.888876793991116,1.887787966207621
female,1,1.854333208632421,1.8542932318415661,1.853204404058071
female,2,1.674294818379912,1.6743077891996025,1.6732189614161075
female,3,1.4791493520611154,1.4791599638933663,1.4780711361098713
female,4,1.2502746857052602,1.2503080776542508,1.2492192498707557
female,5,1.0533067570269443,1.05332227302556,1.052233445242065
female,6,0.8415997722207251,0.8416224737412682,0.8405336459577732
female,7,0.6337678567036664,0.6337944501931669,0.632705622409672
female,8,0.4478437902229404,0.4478593456721821,0.4467705178886871
female,9,0.25626218641822907,0.25629712819600015,0.25520830041250514
female,10,0.12731353743063584,0.12729227637473473,0.12620344859123975
female,11,-0.11477530398178042,-0.11474111891248057,-0.11582994669597556
female,12,-0.3249807734926142,-0.324954727801028,-0.326043555584523
female,13,-0.5124765003943659,-0.5124614001183898,-0.5135502279018848
female,14,-0.7042378441590935,-0.7042173513286573,-0.7053061791121522
female,15,-0.8820301684254773,-0.8820073416587888,-0.8830961694422838
female,16,-1.0298994556883683,-1.029892531392642,-1.030981359176137
female,17,-1.1910179235364513,-1.191016166779383,-1.192104994562878
female,18,-1.390819338299903,-1.3907936782930772,-1.3918825060765723
