subject,page_title,file_title,source_url,image_url,author,license,license_url,retrieved,sha256,file,alt
"Burlington, Vermont","Burlington,_Vermont",File:View_of_the_Burlington_Marketplace_2017-10-01.jpg,https://commons.wikimedia.org/wiki/File:View_of_the_Burlington_Marketplace_2017-10-01.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/View_of_the_Burlington_Marketplace_2017-10-01.jpg/1920px-View_of_the_Burlington_Marketplace_2017-10-01.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Carol M. Highsmith,Public domain,,2026-09-18,e5716dd502333d6aca1080c0378726737dd5789aef23d981c7b6afe60d60a1a8,hero.jpg,"View of Church Street, a blocks-long pedestrians-only shopping and entertainment street in downtown Burlington, Vermont."
