cbsa,theta_hat_age,se_age,theta_tilde_age,prior_share_age,theta_hat_edu,se_edu,theta_tilde_edu,prior_share_edu,theta_hat_race,se_race,theta_tilde_race,prior_share_race
10180,0.9191137538133555,0.0446307680303371,0.9428784052995539,0.30445281107669825,1.1633896420292116,0.1161189115459116,1.0287143447808993,0.6898729116638582,0.8440757502249165,0.05703441246976511,0.8566584444295894,0.179743805878822
10420,1.0468316749425317,0.026440106892455708,1.0402186029158678,0.13316431580278917,0.987633791979269,0.05703011657230634,0.9808377135244117,0.34920277653237536,1.040164570374943,0.03797235073550021,1.02900182982119,0.08853322413065685
10500,0.9224996345478923,0.055345026546143004,0.9525404212141472,0.40230835547238997,1.1255013153417175,0.1189441695755214,1.0153607432648677,0.7000643120908252,1.255304330866478,0.09419158810129007,1.1276571853887596,0.3740848782597952
10540,1.0143019659774946,0.05207038606297529,1.0079058616132486,0.37335816222667434,1.3169038871822987,0.13437533247297784,1.0558163663896345,0.7486771410069702,0.7461290762563073,0.07308495381218337,0.7905702111672459,0.26460905511178007
10580,1.0370306724210765,0.020136657644249652,1.0337695501357338,0.08181442908031944,0.841720656570794,0.04230023977316908,0.8705409050632653,0.2279155440374348,0.9668588681402067,0.02738704907587644,0.9643203506692678,0.04809654219994594
10740,0.918191721391641,0.02613069914563597,0.9284961196034222,0.1304701659053661,0.9109831059466529,0.05553324234190646,0.9302679534890397,0.3372125946093145,0.6803443182984144,0.025777715476618966,0.6903587230853903,0.04284513665431151
10780,0.8809711160398475,0.037365796929216794,0.9082523724838311,0.2347793299045902,0.9886292230855045,0.09069196022587071,0.9768516191219553,0.5757212932604598,0.9639582753087494,0.04715103502551759,0.9574611457324146,0.13025773089905365
10900,0.9526990562877131,0.021900414374321737,0.9569393306869698,0.09534785933680162,0.8152836848152617,0.04561400012940332,0.8543529416066281,0.2555409963543787,0.9610704069052074,0.036466924478270754,0.9572068761729886,0.08221823861902776
11020,0.9928582240800178,0.05004300382600928,0.9943890168426534,0.35496982684130846,0.9780503707258489,0.10140212848609496,0.9718356570978602,0.629129425026928,0.8074053095483745,0.16731043561329706,0.8771130639412009,0.6534656797516525
11100,0.9536052037535158,0.03701343178676119,0.963685905953764,0.23139197356280836,1.065680599202516,0.11421204773745423,0.9991072890031405,0.6827436341995269,0.8195399342720314,0.05758791239840195,0.8368036893484597,0.18260927989032544
