cbsa,theta_hat_age,se_age,theta_tilde_age,prior_share_age,theta_hat_edu,se_edu,theta_tilde_edu,prior_share_edu,theta_hat_race,se_race,theta_tilde_race,prior_share_race
10180,0.8231384889545301,0.0405346057291333,0.8738630179951504,0.2882270149545462,1.1416426456350737,0.11721371130438912,1.0194049188605316,0.6883741802139632,0.8417473173827682,0.05698648245869373,0.8547621808480412,0.17887374598384756
10420,1.0371170631744944,0.02771937592020411,1.0310683050826563,0.1592178196495276,0.9806841053383963,0.057862992289061756,0.9748695385854342,0.349937872097353,1.0390081159912032,0.03788782819470823,1.0280726348192837,0.08783466500568272
10500,0.9080573873464614,0.056267864880114815,0.9479727721150706,0.4382972235352297,1.1196752045386298,0.12020631195836468,1.0108924137241435,0.6990863092436631,1.2557260633348042,0.09444317661235087,1.1279931009137485,0.37434339189162724
10540,0.9939525560910657,0.05362872676580715,0.9960987563872267,0.41480101691112836,1.3126440570505236,0.13554939452938233,1.052223032077967,0.7470998090330643,0.7439257588077408,0.0736794466033855,0.7894617014922998,0.26694519957384394
10580,1.0423243558448256,0.02157012578360715,1.037880481267316,0.10287282042004806,0.8393713490943934,0.04313520012728592,0.8680852204224093,0.23026958824805582,0.9678949130956762,0.027398958925173328,0.9653353607628211,0.04794287700239799
10740,0.9227206606357765,0.0275783260188903,0.9347818520587446,0.15785671776786767,0.9038601800742447,0.0564330942313207,0.924249045564939,0.3386408766196656,0.6825409506415372,0.025817596086013292,0.692468752146305,0.04279844238440323
10780,0.853457458942866,0.03684856642563934,0.889981998222375,0.2507362783529801,0.9573760956108984,0.09143140972328997,0.9612132514064382,0.5733934091920666,0.9626157155719113,0.04705858362463406,0.9563935519953569,0.12933647408481572
10900,0.9835338835006255,0.0241463677497897,0.9854929814967808,0.125641834453938,0.8055075369086837,0.0462001055385835,0.8460193486976306,0.255497388230114,0.9614134118126781,0.036528799034266174,0.957559853434838,0.08215484327194059
11020,0.9793098640248695,0.05223894237880932,0.9872784439988139,0.4021135676601699,0.9641535204933749,0.10251663374482793,0.9640998627805742,0.6282185173254932,0.8032058358730442,0.1674930699940735,0.8758859095844,0.6530015349937288
11100,0.9133039167850587,0.03693115432933758,0.9348950512471874,0.25157840177048363,1.0568087017313026,0.11554495335780923,0.9935420666176921,0.6821892395234869,0.8203891225079173,0.057537908639035976,0.8374923009182013,0.18172010811581743
11180,1.2053973827439641,0.07447272967544796,1.0862747857276642,0.5775059254090479,1.2174384887453666,0.1512106714079141,1.018251067377164,0.7861511703880434,0.8194339584976846,0.12477059770176512,0.8680003590395424,0.5108305143374593
11200,1.0201168669576153,0.042842680456971476,1.0135790173766006,0.3114705883234278,0.8740332809752944,0.07862494792704014,0.9189136116563308,0.4984774466327779,0.8336356988142228,0.08400214795310194,0.8596173662185518,0.3212703100154916
