cbsa,theta_hat_age,se_age,theta_tilde_age,prior_share_age,theta_hat_edu,se_edu,theta_tilde_edu,prior_share_edu,theta_hat_race,se_race,theta_tilde_race,prior_share_race
10180,0.8230837776637477,0.04052338564713474,0.8736821270217572,0.28759846026536984,1.1335145060807605,0.11709013894923737,1.016586049820511,0.690276407228812,0.8417283277402827,0.05678561594793146,0.8547189941006399,0.1782808270091751
10420,1.0367997441079464,0.027718521261214803,1.030797189212585,0.15887357070251926,0.9878363337909396,0.05807292820468462,0.9794387384722454,0.3540973176470959,1.0387076931709813,0.0378482864351425,1.0277969972347065,0.08790933453538528
10500,0.9081404741885131,0.05626871662740848,0.9479162273731938,0.4376862962329461,1.137257071915562,0.12006616739940708,1.0159050672049768,0.7009047052704985,1.2552528954883209,0.09430733113939248,1.1277184645249032,0.374376457352358
10540,0.9937202221743135,0.05362653952603193,0.9959143216176712,0.41417155214330836,1.3107532178043717,0.13496899160047174,1.051626486154437,0.7475548817543797,0.7448933603875222,0.07341167370325409,0.7900529161286035,0.26611205242209435
10580,1.0420113394145698,0.021571804194809932,1.0375978128211814,0.10265553896637485,0.844857483964799,0.04333564106307491,0.8727509074002511,0.2338809343226393,0.9677906703828064,0.0273658930476293,0.9652388304784429,0.04797049464847417
10740,0.9226098840825221,0.027582031879204272,0.9346486142926873,0.1575587106590328,0.901890669627537,0.05646146131062833,0.9231318764249332,0.3413329765591592,0.6832208835368682,0.025725495297207027,0.6930842708723335,0.04262967200038405
10780,0.8532387717215587,0.03684094892026277,0.8897107920363375,0.25018704490392146,0.9502486058840748,0.09146877306461765,0.95824288669408,0.5762795626934173,0.9626578704883008,0.046999144106632945,0.9564388771220792,0.12939191282920617
10900,0.9832515284526308,0.024148090988254132,0.9852283294829407,0.12538176946528093,0.8055622048254009,0.04636678760502844,0.8466247246257408,0.25897373323447753,0.9611813304824814,0.03641625091944053,0.9573650650574344,0.08191750395572005
11020,0.9791318638905369,0.05224394452954914,0.9871171698302955,0.40155576697313805,0.9563823104969965,0.10293829534386874,0.9612784119557842,0.6326920467150869,0.8036305295045854,0.16720667402657954,0.8760801377044773,0.652910279378258
11100,0.9132261155185962,0.036930839401026275,0.9347686166318362,0.2511024843164019,1.0568283807557972,0.11566111790953029,0.9933235789629581,0.6850014171755155,0.8199270055687824,0.057322641561140426,0.8370670909726002,0.1810553898172014
11180,1.2055161606551832,0.07446938594587584,1.0863932481974659,0.5768709393370325,1.192878085875322,0.15008258113461914,1.013193720086284,0.7854805183413581,0.8207822849798644,0.12450158812699527,0.8686741004215004,0.5105064847345209
11200,1.020085455850332,0.042852396627814766,1.0135327932357843,0.3110292722762883,0.8630117236520666,0.07815565879689908,0.9133875346622371,0.4982321719429705,0.8341421136076442,0.08379879214027038,0.8599570713491388,0.32087193516253704
11260,0.8908776363851255,0.03574541475521333,0.9167266506942802,0.2390325411654804,0.8604578861355047,0.07119621053517847,0.9072877603064228,0.45175133176773064,0.7091621768921967,0.031508050418373394,0.7220249756249026,0.06261327229310214
11460,1.1515424507936323,0.0411545386408774,1.1067043459542727,0.2939728098407749,0.9665625206154587,0.08141490489625296,0.9652961356296527,0.5186514558368779,0.891571563720614,0.04329886953316422,0.8941504255557846,0.1120120454604197
11500,0.9097650784475789,0.05216798668066827,0.9455426222544993,0.4008566860501153,1.1288148585080577,0.15187205654945693,0.9987975088399307,0.7894478809399104,1.2573891137700992,0.10926506329717883,1.104689574612849,0.44545507794182143
11540,1.1277114225450982,0.035654230388705195,1.09706887735827,0.23810458353590438,1.1079823593112037,0.0991160361367338,1.0195168100348442,0.6149354269182032,1.1259752266765608,0.0787309958352132,1.063763303537943,0.29431237765738993
11700,0.9938264638649246,0.02895115603347477,0.9947134012714153,0.1708500664849273,1.0658715237314136,0.06296096117551198,1.025998189596293,0.39187285841164066,0.933440323237744,0.05303552653817097,0.9304413219228502,0.15913465338775803
12020,0.9139409167391518,0.03908623325592307,0.937169610173423,0.273031837632819,0.9966236448021469,0.09979866155677396,0.9765310342446291,0.6181806823919478,1.2977161202059724,0.05478141391596468,1.2333535540343972,0.1679951906885186
12060,1.0134956068406875,0.009569803637129937,1.013176827456874,0.02201846157520235,1.0122162519015847,0.019215651756544397,1.0094928814109372,0.05662432174496465,1.052057175686858,0.010502065783751588,1.0510446001739229,0.007366192583256538
12100,0.9829508808450822,0.033506561685732225,0.9864261728274981,0.21630129517247523,0.8098935716278186,0.0742370857256481,0.8827721996332596,0.47254050608887926,0.9384484271972084,0.04444646588192145,0.9356498426160622,0.11732244128921644
12220,1.0014921734291737,0.0473597461165283,1.000612720807596,0.35542208718350116,1.1574090408193312,0.08858052139185138,1.0490635640521424,0.5605384716849842,1.2186564324595428,0.06770278764306352,1.1469863036033527,0.2357090912666135
12260,1.0040943856514122,0.0289156311509049,1.0032288124862085,0.1705024819503796,0.9812599120077861,0.06358061521943531,0.9744634017259204,0.39655048935759446,1.0678105925358692,0.03838110861952284,1.0539940174107412,0.09017713149936729
12420,1.0275398124911244,0.013955350464287544,1.0262366408029973,0.0456900073879121,0.8286361690037426,0.02933142268366148,0.845259395854853,0.12269452789800919,0.8288735460682486,0.017948746523907783,0.83069218897539,0.02121581549797674
12540,0.9112633585972865,0.018489351135312696,0.9180666133911157,0.07752605928676953,0.9291291204665062,0.06449727473852829,0.9432455175946406,0.403421159532857,0.9241476364747936,0.030653578164800927,0.9235795915987699,0.059462479726422574
12580,1.0592673097277925,0.013944405366350563,1.0565186278569074,0.0456216350589678,0.9554410289642591,0.027649629901808147,0.9564004821022832,0.11053857505351534,0.9900075456208688,0.016255304737029838,0.9886902380780382,0.017467932405544003
12620,0.9375527472181021,0.042628042276880614,0.9565321681086363,0.30878401534969846,1.0332203644110363,0.11975178620869957,0.9848642163588862,0.6998042803357281,0.7076560925959886,0.15590703765776853,0.836073351245803,0.6205574574493484
12700,1.0509126311028623,0.05596230893388101,1.0283383520374865,0.43500039728514944,0.8351921435999505,0.09971938875863413,0.9148449952400209,0.6178054875809628,1.1948430652609736,0.06930886442429718,1.1263893274236454,0.24426091852081167
12940,1.0008793805655098,0.02571921805113992,1.0006189963322771,0.13987146913338505,0.9966655665956603,0.05717084568953827,0.9853735450898814,0.3469692376702181,1.1388170005548452,0.04176332257585626,1.115267424140546,0.10502777834612682
12980,0.9651357253190201,0.04590305195695172,0.9766976508476601,0.3412403480263465,1.0471380517572073,0.10878244523402547,0.9925159073127582,0.6579616261866411,0.7777685904768925,0.06778577592604115,0.8100801651089091,0.23615075354008636
13020,0.95121955893873,0.048744337254901966,0.9688443337434985,0.3687328294526626,1.0364055196652993,0.12012500069812164,0.9857259983046553,0.7011100621272124,1.0495766145766916,0.09672268644231577,0.9974336189828321,0.38629598987676345
13140,0.9290334234951866,0.031463679500052306,0.9427318113101595,0.1957349856100005,1.1441413831021507,0.09448715294807562,1.037559998267001,0.5920512108433492,1.0205167612387127,0.047900296948886235,1.0063516439401878,0.13373143489814648
13220,0.8848862457916348,0.05879348387058259,0.9373178635378066,0.4593963993257075,0.5474612637146183,0.14022501885658814,0.8648307180668944,0.7616996655469538,0.618920051619637,0.13232807431502452,0.7788502392329697,0.5408993334271572
13380,1.0295713987675918,0.040848196496794095,1.020683935644695,0.2908809061774815,0.8639447060283587,0.09214162504001062,0.9220323129889172,0.5798547905927314,0.6520051510085226,0.053372962458123174,0.6942398701845449,0.16083933665324684
13460,1.0305104326926637,0.04191831913486509,1.0210102507382992,0.3016634794933053,1.0498514415255542,0.08934575910532964,1.0014332108556514,0.5647718048430775,0.6839012582121297,0.06616579088342461,0.7363922779118861,0.227535871888886
13740,0.9300608677750425,0.05347132137032633,0.9585239140739823,0.4127656487245013,0.9325545355363192,0.1314575264522534,0.9558339239789428,0.7374760591345825,0.7168717695833255,0.07437901678739614,0.7705053783069471,0.2712564747178791
13780,0.9240718788579845,0.027437790995522845,0.9357763150581248,0.1561717903478596,0.9459077810152147,0.06877018193271646,0.9538239412908174,0.43464216801083666,0.8679416924205916,0.055906630619692206,0.8760479170632662,0.1737558956593554
13820,1.0132553605791774,0.021275707390303423,1.0118296520925365,0.1001370203873818,1.1258032646138156,0.045092327850267,1.0856379711336708,0.24842088907065965,1.1383325363127035,0.027909188288033293,1.1271907636880445,0.04979832560419264
13900,0.8416776283292916,0.061862862425207506,0.9179492159663702,0.4847560196301422,0.8732006049403928,0.14060672473786973,0.9425441089906553,0.7626851114410074,0.6842065921942377,0.11236592962899457,0.790028270130893,0.45931930529555137
13980,0.9995542269954306,0.03859026088479206,0.9994104646651621,0.2679918593617632,1.1714214099771691,0.0953337069413203,1.0477971600220313,0.5963526565438797,0.9830896142105261,0.08862550798257826,0.9594073499377603,0.345751851839593
14010,1.096390964887211,0.046535190244351085,1.0625619712677365,0.347415924429342,0.8716950521679154,0.08662722632609665,0.9224853374508569,0.5495250890382531,1.1051809975053584,0.0701142560577752,1.057810469776852,0.24855151375087003
14020,1.0257300458274887,0.04718743512863022,1.0162804832175247,0.35375374442925644,0.9821961858466552,0.10056222386306929,0.9709574339303001,0.6217721907094602,0.8771348430536052,0.0978789316165033,0.8918170377287445,0.39194539166839026
14260,1.0420289121052548,0.02670561858828272,1.035612730328079,0.149174924584143,0.8620565061814065,0.054070967517690874,0.8949371368506942,0.3221559558267211,0.7307078473624631,0.03339177884929311,0.7435405219658798,0.06978573305395251
14460,1.1291922688369254,0.010259530583647024,1.125908776281073,0.02522377993173839,0.9319829012663982,0.02058609292321386,0.9340541911170558,0.06445000525814208,1.0360682584276315,0.014245262562407419,1.0344320528077122,0.013469637582954474
