sex_s,cohort,gap,raw_log_mult,smoothed_log_mult,gauged_log_mult
male,18-19,-52,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,18-19,-51,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,18-19,-50,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,18-19,-49,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,18-19,-48,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,18-19,-47,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,18-19,-46,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,18-19,-45,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,18-19,-44,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,18-19,-43,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,18-19,-42,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,18-19,-41,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,18-19,-40,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,18-19,-39,-9.210340371976182,1.50868034917373,1.47155932201123
male,18-19,-38,-9.210340371976182,1.5086803491737717,1.4715593220112717
male,18-19,-37,-9.210340371976182,1.5086803491737717,1.4715593220112717
male,18-19,-36,-9.210340371976182,1.5086803491737721,1.4715593220112722
male,18-19,-35,-9.210340371976182,1.508680349173773,1.471559322011273
male,18-19,-34,-9.210340371976182,1.508680349173775,1.471559322011275
male,18-19,-33,-9.210340371976182,1.508680349173781,1.471559322011281
male,18-19,-32,-9.210340371976182,1.508680349173798,1.471559322011298
male,18-19,-31,-9.210340371976182,1.5086803491738427,1.4715593220113428
male,18-19,-30,-9.210340371976182,1.5086803491739658,1.4715593220114658
male,18-19,-29,-9.210340371976182,1.5086803491742997,1.4715593220117997
male,18-19,-28,-9.210340371976182,1.5086803491752074,1.4715593220127074
male,18-19,-27,-9.210340371976182,1.5086803491776748,1.4715593220151748
male,18-19,-26,-9.210340371976182,1.5086803491843823,1.4715593220218823
male,18-19,-25,-9.210340371976182,1.5086803492026142,1.4715593220401142
male,18-19,-24,-9.210340371976182,1.5086803492521739,1.4715593220896739
male,18-19,-23,-9.210340371976182,1.5086803493868912,1.4715593222243912
male,18-19,-22,-9.210340371976182,1.5086803497530907,1.4715593225905907
male,18-19,-21,-9.210340371976182,1.5086803507485245,1.4715593235860245
male,18-19,-20,-9.210340371976182,1.5086803534543942,1.4715593262918942
male,18-19,-19,-9.210340371976182,1.5086803608097101,1.4715593336472101
male,18-19,-18,-9.210340371976182,1.5086803808035318,1.4715593536410319
male,18-19,-17,-9.210340371976182,1.508680435152368,1.471559407989868
male,18-19,-16,-9.210340371976182,1.5086805828877838,1.4715595557252839
male,18-19,-15,-9.210340371976182,1.5086809844739983,1.4715599573114984
male,18-19,-14,-9.210340371976182,1.5086820760964244,1.4715610489339244
male,18-19,-13,-9.210340371976182,1.5086850434184373,1.4715640162559374
male,18-19,-12,-9.210340371976182,1.5086931093222133,1.4715720821597134
male,18-19,-11,-9.210340371976182,1.508715033881547,1.471594006719047
male,18-19,-10,-9.210340371976182,1.5087746248042122,1.4716535976417122
male,18-19,-9,-9.210340371976182,1.5089365638646324,1.4718155367021324
male,18-19,-8,-9.210340371976182,1.5093764212684089,1.4722553941059089
male,18-19,-7,-9.210340371976182,1.51056958120018,1.47344855403768
male,18-19,-6,-9.210340371976182,1.5137945892458335,1.4766735620833336
male,18-19,-5,-9.210340371976182,1.5224277392146346,1.4853067120521346
male,18-19,-4,-9.210340371976182,1.5449513077232817,1.5078302805607817
male,18-19,-3,-9.210340371976182,1.5999394476845386,1.5628184205220386
male,18-19,-2,-9.210340371976182,1.7143048017200542,1.6771837745575542
male,18-19,-1,1.508668092757414,1.8814803153489297,1.8443592881864297
male,18-19,0,2.2418059788413833,1.9817836947554903,1.9446626675929903
male,18-19,1,1.9605177139231251,1.8225991894603581,1.7854781622978582
male,18-19,2,0.912926703137747,1.3197444852832119,1.2826234581207119
male,18-19,3,0.2633476057781471,0.5888459995937845,0.5517249724312845
male,18-19,4,-0.9709793070736116,-0.09844929824847401,-0.13557032541097402
male,18-19,5,-0.15224331717565998,-0.4495446139356697,-0.4866656410981697
male,18-19,6,-0.9583101544948529,-0.731304448447371,-0.768425475609871
male,18-19,7,-1.1849063378407787,-1.146049456046359,-1.183170483208859
male,18-19,8,-2.035372231585531,-1.510182244392663,-1.547303271555163
male,18-19,9,-1.31296755201855,-1.7495027274266346,-1.7866237545891346
male,18-19,10,-9.210340371976182,-1.9324417856131784,-1.9695628127756784
male,18-19,11,-1.4875430778649883,-1.7184757027283863,-1.7555967298908863
male,18-19,12,-1.3498388037040336,-1.4958851738160694,-1.5330062009785694
male,18-19,13,-1.4678763570169022,-1.5415155510652427,-1.5786365782277427
male,18-19,14,-1.7291730275003936,-1.844862091639684,-1.881983118802184
male,18-19,15,-3.4108054877179677,-2.331775667106376,-2.368896694268876
male,18-19,16,-2.3970765868125423,-2.626780799941669,-2.6639018271041692
male,18-19,17,-2.8769380525716857,-2.720754681408893,-2.7578757085713934
male,18-19,18,-2.990607796560762,-2.636675118038833,-2.673796145201333
male,18-19,19,-2.253721008347503,-2.3698423782044578,-2.406963405366958
male,18-19,20,-1.939495169392725,-2.234410154420618,-2.2715311815831183
male,18-19,21,-9.210340371976182,-1.972587708143816,-2.009708735306316
male,18-19,22,-0.8798149077227868,-1.7083992931622578,-1.7455203203247578
male,18-19,23,-9.210340371976182,-1.890008356224225,-1.927129383386725
male,18-19,24,-1.884463249084043,-1.891080420699507,-1.928201447862007
male,18-19,25,-1.4645591243615503,-1.643456436226458,-1.680577463388958
male,18-19,26,-1.4457428279406117,-1.630349641085429,-1.667470668247929
male,18-19,27,-2.3439647232282845,-1.739954257267582,-1.777075284430082
male,18-19,28,-1.396056256767895,-1.7543850891697563,-1.7915061163322563
male,18-19,29,-2.202769087177945,-1.8163713282220202,-1.8534923553845202
male,18-19,30,-1.6743694739998765,-1.9109340208946997,-1.9480550480571996
male,18-19,31,-2.012007796153672,-2.173757706164298,-2.210878733326798
male,18-19,32,-5.211053820933028,-2.481330297135173,-2.5184513242976734
male,18-19,33,-2.0226709109679772,-2.2291963770800454,-2.2663174042425456
male,18-19,34,-2.4496833680100045,-1.7310352314480995,-1.7681562586105994
male,18-19,35,-0.8191884367881035,-1.5349360363422198,-1.5720570635047197
male,18-19,36,-3.749776855317716,-1.8499724329980267,-1.8870934601605267
male,18-19,37,-2.585391788325842,-1.954625061012709,-1.991746088175209
male,18-19,38,-1.1085337138511642,-1.8334275202865704,-1.8705485474490704
male,18-19,39,-7.449019649894677,-2.1695246863251083,-2.2066457134876085
male,18-19,40,-2.1007601109673795,-2.593019951884995,-2.630140979047495
male,18-19,41,-3.3370165703775623,-3.065317983890399,-3.102439011052899
male,18-19,42,-9.210340371976182,-3.6843494209318974,-3.7214704480943976
male,18-19,43,-3.1912777974598927,-3.900063326512836,-3.9371843536753364
male,18-19,44,-9.210340371976182,-4.110709379822513,-4.147830406985013
male,18-19,45,-3.7073218654534674,-4.166123601682352,-4.2032446288448515
male,18-19,46,-9.210340371976182,-3.7624829469518946,-3.7996039741143948
male,18-19,47,-2.7823041672110693,-3.3041048097732135,-3.3412258369357137
male,18-19,48,-3.094520441660255,-3.399961669518934,-3.437082696681434
male,18-19,49,-9.210340371976182,-4.224148661334801,-4.2612696884973005
male,18-19,50,-9.210340371976182,-5.8307491539167575,-5.867870181079257
male,18-19,51,-9.210340371976182,-8.156402847155087,-8.193523874317588
male,18-19,52,-9.210340371976182,-9.210340371976182,-9.247461399138682
male,20-21,-52,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-51,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-50,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-49,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-48,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-47,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-46,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-45,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-44,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-43,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-42,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-41,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-40,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-39,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-38,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-37,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-36,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-35,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-34,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-33,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-32,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-31,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-30,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-29,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-28,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-27,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-26,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-25,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-24,-9.210340371976182,-9.210340371976182,-9.220156632480904
male,20-21,-23,-9.210340371976182,-9.210340371976182,-9.220156632480904
