sex_s,race_s,race_c,edu_s,edu_c,multiplier,log,sides_alloc
male,nh_white,nh_twoplus,graduate,some_college,0.7964,-0.22764,282.0
male,nh_white,nh_twoplus,graduate,bachelors,1.013,0.01293,730.5
male,nh_white,nh_twoplus,graduate,graduate,1.0217,0.02151,930.4
male,nh_white,nh_other,hs_or_less,hs_or_less,0.8056,-0.21618,50.2
male,nh_white,nh_other,hs_or_less,some_college,0.6977,-0.36,23.5
male,nh_white,nh_other,hs_or_less,bachelors,1.2678,0.23728,37.9
male,nh_white,nh_other,hs_or_less,graduate,1.0744,0.07173,13.7
male,nh_white,nh_other,some_college,hs_or_less,0.847,-0.16601,27.4
male,nh_white,nh_other,some_college,some_college,0.9333,-0.06906,70.5
male,nh_white,nh_other,some_college,bachelors,1.0252,0.02488,40.3
male,nh_white,nh_other,some_college,graduate,1.0175,0.01739,18.1
male,nh_white,nh_other,bachelors,hs_or_less,1.0476,0.04649,20.0
male,nh_white,nh_other,bachelors,some_college,0.9324,-0.07003,32.8
male,nh_white,nh_other,bachelors,bachelors,1.1313,0.12333,85.0
male,nh_white,nh_other,bachelors,graduate,0.9548,-0.04626,33.0
male,nh_white,nh_other,graduate,hs_or_less,1.188,0.17229,12.5
male,nh_white,nh_other,graduate,some_college,1.0235,0.02322,13.8
male,nh_white,nh_other,graduate,bachelors,1.1685,0.1557,38.0
male,nh_white,nh_other,graduate,graduate,1.0567,0.05515,41.9
male,nh_black,hispanic,hs_or_less,hs_or_less,0.6007,-0.50972,1146.2
male,nh_black,hispanic,hs_or_less,some_college,1.0171,0.01693,826.7
male,nh_black,hispanic,hs_or_less,bachelors,0.8988,-0.10672,229.8
male,nh_black,hispanic,hs_or_less,graduate,1.2423,0.21696,112.9
male,nh_black,hispanic,some_college,hs_or_less,0.7488,-0.28925,641.7
male,nh_black,hispanic,some_college,some_college,1.0627,0.06078,1121.7
male,nh_black,hispanic,some_college,bachelors,1.1343,0.12599,407.4
male,nh_black,hispanic,some_college,graduate,1.2028,0.18465,146.1
male,nh_black,hispanic,bachelors,hs_or_less,0.8114,-0.20902,193.6
male,nh_black,hispanic,bachelors,some_college,0.9736,-0.0268,306.9
male,nh_black,hispanic,bachelors,bachelors,1.02,0.01984,414.8
male,nh_black,hispanic,bachelors,graduate,1.43,0.35768,231.1
male,nh_black,hispanic,graduate,hs_or_less,1.0427,0.04181,81.5
male,nh_black,hispanic,graduate,some_college,1.0628,0.06089,104.6
male,nh_black,hispanic,graduate,bachelors,0.8848,-0.12236,125.6
male,nh_black,hispanic,graduate,graduate,1.1901,0.17406,181.7
male,nh_black,nh_white,hs_or_less,hs_or_less,1.2033,0.18507,2293.8
male,nh_black,nh_white,hs_or_less,some_college,1.1045,0.09943,1648.6
