cbsa,slug,status,page_title,file_title,source_url,image_url,author,license,license_url,retrieved,sha256,file
35620,new-york-new-york,ok,New_York_City,File:View_of_Empire_State_Building_from_Rockefeller_Center_New_York_City_dllu_(cropped).jpg,https://commons.wikimedia.org/wiki/File:View_of_Empire_State_Building_from_Rockefeller_Center_New_York_City_dllu_(cropped).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7a/View_of_Empire_State_Building_from_Rockefeller_Center_New_York_City_dllu_%28cropped%29.jpg/1920px-View_of_Empire_State_Building_from_Rockefeller_Center_New_York_City_dllu_%28cropped%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Dllu,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,d42cc6de360922e08b960603cb176205c3998cc326ffce1bfb0428bb10bfba93,new-york-new-york.jpg
31080,los-angeles-california,ok,Los_Angeles,File:Hollywood_sign_(8485145044).jpg,https://commons.wikimedia.org/wiki/File:Hollywood_sign_(8485145044).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2f/Hollywood_sign_%288485145044%29.jpg/1920px-Hollywood_sign_%288485145044%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Gnaphron,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,2026-09-17,575630f77c7bbdc3ce126a7093d8caf772487a9c93eb0a9e0c1ac60e2eed6d88,los-angeles-california.jpg
16980,chicago-illinois,ok,Chicago,File:Chicago_River_ferry_b.jpg,https://commons.wikimedia.org/wiki/File:Chicago_River_ferry_b.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/Chicago_River_ferry_b.jpg/1920px-Chicago_River_ferry_b.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"File:Chicago River ferry.jpg: John Picken
derivative work: Georgfotoart",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,2026-09-17,e155f22c74cf49a6111c1284376e472ce06df06dc41d733595949a362cd2c44d,chicago-illinois.jpg
19100,dallas-texas,ok,Dallas,File:Dallas_Texas_skyline_from_Reunion_Tower_September_2025_(cropped).png,https://commons.wikimedia.org/wiki/File:Dallas_Texas_skyline_from_Reunion_Tower_September_2025_(cropped).png,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/Dallas_Texas_skyline_from_Reunion_Tower_September_2025_%28cropped%29.png/1920px-Dallas_Texas_skyline_from_Reunion_Tower_September_2025_%28cropped%29.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,IcedCowboyCoffee,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,2026-09-17,9a754a78584c87bed747fa30f92710961bd2b45879cbdf6719499bacd9d98cbe,dallas-texas.png
26420,houston-texas,ok,Houston,File:Texas_medical_center.jpg,https://commons.wikimedia.org/wiki/File:Texas_medical_center.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a3/Texas_medical_center.jpg/1920px-Texas_medical_center.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Katie Haugland Brown,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,2026-09-17,8814fb1039cb33581f4f3906e24d5ee8391c4dcf5a67b119ebbd8de8ddadee11,houston-texas.jpg
47900,washington-district-of-columbia,ok,"Washington,_D.C.",File:12-07-13-washington-by-RalfR-08.jpg,https://commons.wikimedia.org/wiki/File:12-07-13-washington-by-RalfR-08.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/12-07-13-washington-by-RalfR-08.jpg/1920px-12-07-13-washington-by-RalfR-08.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ralf Roletschek (talk) - Infos über Fahrräder auf fahrradmonteur.de  Wikis in der Ausbildung,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,2026-09-17,118ccedc45a0461b2c97c9faa62a9035e14ab26386cb26d08ece6ee90c7ed4a1,washington-district-of-columbia.jpg
37980,philadelphia-pennsylvania,ok,Philadelphia,File:Philadelphia_skyline_20240528_(cropped_2-1).jpg,https://commons.wikimedia.org/wiki/File:Philadelphia_skyline_20240528_(cropped_2-1).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/19/Philadelphia_skyline_20240528_%28cropped_2-1%29.jpg/1920px-Philadelphia_skyline_20240528_%28cropped_2-1%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,颐园居,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,043ce1237b389b8abf147c54392395e730c19be91a6b9b0e3945ad260cd300b1,philadelphia-pennsylvania.jpg
12060,atlanta-georgia,ok,Atlanta,File:A2ATL20250614-0721_(cropped).jpg,https://commons.wikimedia.org/wiki/File:A2ATL20250614-0721_(cropped).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/A2ATL20250614-0721_%28cropped%29.jpg/1920px-A2ATL20250614-0721_%28cropped%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,AtlChampion,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,24c5130823ac6b8e0b688a01c1b336069321385036a814426ec83bf6cc55d1bd,atlanta-georgia.jpg
33100,miami-florida,ok,Miami,File:Villa_Vizcaya_20110228.jpg,https://commons.wikimedia.org/wiki/File:Villa_Vizcaya_20110228.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/Villa_Vizcaya_20110228.jpg/1920px-Villa_Vizcaya_20110228.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Averette,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,2026-09-17,6b7c813e6a546dbc1d91c75258a6798d61a17d6936b157b4f5a5495e7305b668,miami-florida.jpg
38060,phoenix-arizona,ok,"Phoenix,_Arizona",File:Downtown_Phoenix_Aerial_Looking_Northeast.jpg,https://commons.wikimedia.org/wiki/File:Downtown_Phoenix_Aerial_Looking_Northeast.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/Downtown_Phoenix_Aerial_Looking_Northeast.jpg/1920px-Downtown_Phoenix_Aerial_Looking_Northeast.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,DPPed,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,2026-09-17,bf78f9db12d11b5d9ebfe8d1124fa2ead1b28c13a653809e5be7439a10733666,phoenix-arizona.jpg
14460,boston-massachusetts,ok,Boston,File:ISH_WC_Boston4.jpg,https://commons.wikimedia.org/wiki/File:ISH_WC_Boston4.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/ISH_WC_Boston4.jpg/1920px-ISH_WC_Boston4.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ian Howard,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,2026-09-17,4727d2722170721fcbe622e3879b72bf819acf72441c28941f89a31257427b30,boston-massachusetts.jpg
40140,riverside-california,ok,"Riverside,_California",File:Mission_Inn's_main_interior_courtyard.jpg,https://commons.wikimedia.org/wiki/File:Mission_Inn%27s_main_interior_courtyard.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ee/Mission_Inn%27s_main_interior_courtyard.jpg/1920px-Mission_Inn%27s_main_interior_courtyard.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Aaron Guzman,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,8543437406cf0c4d310603e8bb070fe3506c15f239f3b9231f5846cc5a14544a,riverside-california.jpg
41860,san-francisco-california,ok,San_Francisco,File:Zeppelin-ride-020100925-195_(5029394846).jpg,https://commons.wikimedia.org/wiki/File:Zeppelin-ride-020100925-195_(5029394846).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9f/Zeppelin-ride-020100925-195_%285029394846%29.jpg/1920px-Zeppelin-ride-020100925-195_%285029394846%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"Craig Howell from San Carlos, CA, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,2026-09-17,6e6f64a58ff68200ca668ba2e5e29332285ed3d02a7caa16d81f2ff620743fd5,san-francisco-california.jpg
19820,detroit-michigan,ok,Detroit,File:Detroit_Skyline_from_Windsor_2025-09-01.jpg,https://commons.wikimedia.org/wiki/File:Detroit_Skyline_from_Windsor_2025-09-01.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/Detroit_Skyline_from_Windsor_2025-09-01.jpg/1920px-Detroit_Skyline_from_Windsor_2025-09-01.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,TheWxResearcher,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,2026-09-17,3b78a63ae148d091ff7dc40642fa87b7eb60002fa42c9f8fa15b20abbed22dc0,detroit-michigan.jpg
42660,seattle-washington,ok,Seattle,File:Seattle_Center_as_night_falls.jpg,https://commons.wikimedia.org/wiki/File:Seattle_Center_as_night_falls.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/Seattle_Center_as_night_falls.jpg/1920px-Seattle_Center_as_night_falls.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Jeffery Hayes,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,2026-09-17,19ce68fe16098657cbecfefedfc974340009f1741f48ab6f87ae009b0a4b38f5,seattle-washington.jpg
33460,minneapolis-minnesota,ok,Minneapolis,File:Minneapolis_Skyline_looking_south.jpg,https://commons.wikimedia.org/wiki/File:Minneapolis_Skyline_looking_south.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/Minneapolis_Skyline_looking_south.jpg/1920px-Minneapolis_Skyline_looking_south.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,BpA9543,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,ed57190d8eaa395b0b1118109b215e1f571182486cbb3e62f05de80a2e47c922,minneapolis-minnesota.jpg
45300,tampa-florida,ok,"Tampa,_Florida","File:Downtown_Tampa,_Florida.jpg","https://commons.wikimedia.org/wiki/File:Downtown_Tampa,_Florida.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bf/Downtown_Tampa%2C_Florida.jpg/1920px-Downtown_Tampa%2C_Florida.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Clément Bardot,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,6de6829dee46e26457344e72e67dc850ba2ff0e6af38095fa37944140b71613d,tampa-florida.jpg
41740,san-diego-california,ok,San_Diego,File:La_Jolla_Shores_view_(cropped).jpg,https://commons.wikimedia.org/wiki/File:La_Jolla_Shores_view_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/e/ea/La_Jolla_Shores_view_%28cropped%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Dirk Hansen,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,2026-09-17,c5e3b09f72155e05a00ffbb0a7c1df048eac70150bb82f0bf60ec30ec1fb5b8f,san-diego-california.jpg
19740,denver-colorado,ok,Denver,"File:Denver,_Colorado_skyline_(cropped_3x5).jpg","https://commons.wikimedia.org/wiki/File:Denver,_Colorado_skyline_(cropped_3x5).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/Denver%2C_Colorado_skyline_%28cropped_3x5%29.jpg/1920px-Denver%2C_Colorado_skyline_%28cropped_3x5%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Quintin Soloviev,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,2026-09-17,8cc2d38e3038fa2726c8d03b2b03914492daa136f5d4cb3bed6dc214d06deffa,denver-colorado.jpg
12580,baltimore-maryland,ok,Baltimore,File:Fell's_Point_Aerial_2022.jpg,https://commons.wikimedia.org/wiki/File:Fell%27s_Point_Aerial_2022.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/26/Fell%27s_Point_Aerial_2022.jpg/1920px-Fell%27s_Point_Aerial_2022.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Matthew Binebrink,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,d03e6608a42fb9656a29c6d3c003219edc10a7133f8a549926923668009c5f38,baltimore-maryland.jpg
41180,st-louis-missouri,ok,St._Louis,File:Runner_Fountain_and_Old_Courthouse_and_Arch_(5618845531).jpg,https://commons.wikimedia.org/wiki/File:Runner_Fountain_and_Old_Courthouse_and_Arch_(5618845531).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/Runner_Fountain_and_Old_Courthouse_and_Arch_%285618845531%29.jpg/1920px-Runner_Fountain_and_Old_Courthouse_and_Arch_%285618845531%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"Jefferson National Expansion Memorial, NPS from St. Louis, MO, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,2026-09-17,6e98ad241effd7b165ca900c32d1d8f1db5f93c969caa4169139cfd5a26c7a04,st-louis-missouri.jpg
36740,orlando-florida,ok,"Orlando,_Florida","File:Orlando,_Florida_(cropped).jpg","https://commons.wikimedia.org/wiki/File:Orlando,_Florida_(cropped).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e8/Orlando%2C_Florida_%28cropped%29.jpg/1920px-Orlando%2C_Florida_%28cropped%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Quintin Soloviev,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,2026-09-17,4e750a41867224ed15cdbb051bf230917e904aa51a33426e74cb53f611671e41,orlando-florida.jpg
16740,charlotte-north-carolina,ok,"Charlotte,_North_Carolina",File:Uptown_Charlotte_2018_taking_by_DJI_Phantom_4_pro.jpg,https://commons.wikimedia.org/wiki/File:Uptown_Charlotte_2018_taking_by_DJI_Phantom_4_pro.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7d/Uptown_Charlotte_2018_taking_by_DJI_Phantom_4_pro.jpg/1920px-Uptown_Charlotte_2018_taking_by_DJI_Phantom_4_pro.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Precisionviews,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,f1fd7e820ab747b864b04348dd4f0e2a8538cf6583003da3adba45f73a52cc89,charlotte-north-carolina.jpg
41700,san-antonio-texas,ok,San_Antonio,File:San_Antonio_Botanical_Garden_Overlook_View.jpg,https://commons.wikimedia.org/wiki/File:San_Antonio_Botanical_Garden_Overlook_View.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/San_Antonio_Botanical_Garden_Overlook_View.jpg/1920px-San_Antonio_Botanical_Garden_Overlook_View.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Jouaienttoi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,81a333cccd6257957a1e7e1bdd549d95583a547c110b47e3beea032016caed17,san-antonio-texas.jpg
38900,portland-oregon,ok,"Portland,_Oregon","File:Portland_Oregon_Aerial,_June_2025.jpg","https://commons.wikimedia.org/wiki/File:Portland_Oregon_Aerial,_June_2025.jpg",https://upload.wikimedia.org/wikipedia/commons/4/4d/Portland_Oregon_Aerial%2C_June_2025.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Spicypepper999,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,2026-09-17,838645e06868fc5b9ef173ab9290837895d477a04dcad8c29044b5c6e5c01c7b,portland-oregon.jpg
38300,pittsburgh-pennsylvania,ok,Pittsburgh,File:Ascending_the_Duquesne_Incline.jpg,https://commons.wikimedia.org/wiki/File:Ascending_the_Duquesne_Incline.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/Ascending_the_Duquesne_Incline.jpg/1920px-Ascending_the_Duquesne_Incline.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Dllu,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,f999053f50a406ee5db6f621d95e4b536321dd646bfb07a316561abdbd3c441c,pittsburgh-pennsylvania.jpg
12420,austin-texas,ok,"Austin,_Texas","File:Skyline_of_Austin,_Texas_(cropped).jpg","https://commons.wikimedia.org/wiki/File:Skyline_of_Austin,_Texas_(cropped).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/Skyline_of_Austin%2C_Texas_%28cropped%29.jpg/1920px-Skyline_of_Austin%2C_Texas_%28cropped%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Quintin Soloviev,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,2026-09-17,41b695b8f8f945a85487af669a59fa475ef4772fd053400eec09b8f9b77d03c4,austin-texas.jpg
40900,sacramento-california,ok,"Sacramento,_California","File:Sacramento,_CA_skyline_(cropped).jpg","https://commons.wikimedia.org/wiki/File:Sacramento,_CA_skyline_(cropped).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/Sacramento%2C_CA_skyline_%28cropped%29.jpg/1920px-Sacramento%2C_CA_skyline_%28cropped%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Quintin Soloviev,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,2026-09-17,58d2fbed3f17b162494dd80537615782abd7cf16565934a7c2c0910d91f3e917,sacramento-california.jpg
29820,las-vegas-nevada,ok,Las_Vegas,File:Las_Vegas_from_above_(40064746644).jpg,https://commons.wikimedia.org/wiki/File:Las_Vegas_from_above_(40064746644).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/da/Las_Vegas_from_above_%2840064746644%29.jpg/1920px-Las_Vegas_from_above_%2840064746644%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Mike McBey,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,2026-09-17,b9c2cca1a79fba1a9a24ee37f887b9ad318912393946d729e4029cc10c87e009,las-vegas-nevada.jpg
17140,cincinnati-ohio,ok,Cincinnati,File:Downtown_Cincinnati_viewed_from_Devou_Park_(cropped).jpg,https://commons.wikimedia.org/wiki/File:Downtown_Cincinnati_viewed_from_Devou_Park_(cropped).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/Downtown_Cincinnati_viewed_from_Devou_Park_%28cropped%29.jpg/1920px-Downtown_Cincinnati_viewed_from_Devou_Park_%28cropped%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,EEJCC,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,6a9bd270d30ad7b88f2f221e90b74e685d224000d2e1e9df502805dc96464fd1,cincinnati-ohio.jpg
28140,kansas-city-missouri,ok,"Kansas_City,_Missouri",File:Kansas_City_-_Downtown_-_panoramio_(15).jpg,https://commons.wikimedia.org/wiki/File:Kansas_City_-_Downtown_-_panoramio_(15).jpg,https://upload.wikimedia.org/wikipedia/commons/7/79/Kansas_City_-_Downtown_-_panoramio_%2815%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Stephen Edmonds,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,2026-09-17,5ec37ede254054c216f0551baca6579008f8f4c8eccef1805f8c08614da3500d,kansas-city-missouri.jpg
18140,columbus-ohio,ok,"Columbus,_Ohio",File:Downtown_Columbus_View_from_Main_St_Bridge_-_edit1.jpg,https://commons.wikimedia.org/wiki/File:Downtown_Columbus_View_from_Main_St_Bridge_-_edit1.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/Downtown_Columbus_View_from_Main_St_Bridge_-_edit1.jpg/1920px-Downtown_Columbus_View_from_Main_St_Bridge_-_edit1.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Paul Wasneski,Public domain,,2026-09-17,ff6767a1ec98274bd732c1754e5a1b23745bdf77123f7ab5a8d7efaf25d9fbaa,columbus-ohio.jpg
17410,cleveland-ohio,ok,Cleveland,"File:Cleveland_skyline_from_Lakewood_Park,_January_2026.jpg","https://commons.wikimedia.org/wiki/File:Cleveland_skyline_from_Lakewood_Park,_January_2026.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/Cleveland_skyline_from_Lakewood_Park%2C_January_2026.jpg/1920px-Cleveland_skyline_from_Lakewood_Park%2C_January_2026.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Erik Drost,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,2026-09-17,0a3ade19c939b0eb792ebd74bdb4a21420f0bc989eaba35ca456dfd2ed697ac9,cleveland-ohio.jpg
26900,indianapolis-indiana,ok,Indianapolis,File:Indianapolis-1872529_1920_(cropped).jpg,https://commons.wikimedia.org/wiki/File:Indianapolis-1872529_1920_(cropped).jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/Indianapolis-1872529_1920_%28cropped%29.jpg/1920px-Indianapolis-1872529_1920_%28cropped%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Carol M. Highsmith,Public domain,,2026-09-17,225114862e449a6174b59c9c7a1e99464ce5db4b887081985ab392025fc2a88d,indianapolis-indiana.jpg
34980,nashville-tennessee,ok,"Nashville,_Tennessee","File:Nashville,_TN_skyline.jpg","https://commons.wikimedia.org/wiki/File:Nashville,_TN_skyline.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/Nashville%2C_TN_skyline.jpg/1920px-Nashville%2C_TN_skyline.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Quintin Soloviev,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,2026-09-17,bd4fcbbd18786ecc20a1b4a4729b7cfc8fe8bf30fc0554b2ce10e2d1e5858eb1,nashville-tennessee.jpg
41940,san-jose-california,ok,"San_Jose,_California","File:Valencia_Hotel,_Santana_Row_(cropped).jpg","https://commons.wikimedia.org/wiki/File:Valencia_Hotel,_Santana_Row_(cropped).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ab/Valencia_Hotel%2C_Santana_Row_%28cropped%29.jpg/1920px-Valencia_Hotel%2C_Santana_Row_%28cropped%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Payton Chung,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,2026-09-17,9a5595d14b4e12b33e2e528f826e1880f69955210fa9b7a0d295363b3c0cb9eb,san-jose-california.jpg
47260,virginia-beach-virginia,ok,"Virginia_Beach,_Virginia",File:VB_Oceanfront.jpg,https://commons.wikimedia.org/wiki/File:VB_Oceanfront.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/18/VB_Oceanfront.jpg/1920px-VB_Oceanfront.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,DanRVA,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,d66377dcec4bcd23619cad101876d9de7ed71b630de4817ba75bd3de2049bcb1,virginia-beach-virginia.jpg
39300,providence-rhode-island,ok,"Providence,_Rhode_Island",File:Providence_RI_skyline.jpg,https://commons.wikimedia.org/wiki/File:Providence_RI_skyline.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/Providence_RI_skyline.jpg/1920px-Providence_RI_skyline.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Quintin Soloviev,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,2026-09-17,e097a37cd25268a5e37691bfda788b2ed7aa66b15ee8cff5ce7238bb14bb1dd7,providence-rhode-island.jpg
27260,jacksonville-florida,ok,"Jacksonville,_Florida",File:Jacksonville_skyline.jpg,https://commons.wikimedia.org/wiki/File:Jacksonville_skyline.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a1/Jacksonville_skyline.jpg/1920px-Jacksonville_skyline.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Quintin Soloviev,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,2026-09-17,7be86ea851cc9c9e6e45dc398088f28fbbe6bc5f7e069531abbfa67ba3c6417a,jacksonville-florida.jpg
33340,milwaukee-wisconsin,ok,Milwaukee,File:Milwaukee_Skyline_w_New_NW_Mutual_Building_2025_by_Isaac_Rowlett.jpg,https://commons.wikimedia.org/wiki/File:Milwaukee_Skyline_w_New_NW_Mutual_Building_2025_by_Isaac_Rowlett.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/Milwaukee_Skyline_w_New_NW_Mutual_Building_2025_by_Isaac_Rowlett.jpg/1920px-Milwaukee_Skyline_w_New_NW_Mutual_Building_2025_by_Isaac_Rowlett.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Bfkenney,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,7b320283e54e93be353c2753a282c4d2917f124771cbfbbcd37020ff032a8a4d,milwaukee-wisconsin.jpg
39580,raleigh-north-carolina,ok,"Raleigh,_North_Carolina",File:Raleigh_Skyline.jpg,https://commons.wikimedia.org/wiki/File:Raleigh_Skyline.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e7/Raleigh_Skyline.jpg/1920px-Raleigh_Skyline.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Abhiram Juvvadi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,2026-09-17,5480edabcded9e397ce7ff3f73980a1c2dae9ca504310af0a4bf562ae750e86f,raleigh-north-carolina.jpg
36420,oklahoma-city-oklahoma,ok,Oklahoma_City,File:Oklahoma_city_downtown.JPG,https://commons.wikimedia.org/wiki/File:Oklahoma_city_downtown.JPG,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/Oklahoma_city_downtown.JPG/1920px-Oklahoma_city_downtown.JPG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Urbanative,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,2026-09-17,ea9abb6a6aadc9d3504441bd2322832a2e54137d29b88adc485ab69c88f44278,oklahoma-city-oklahoma.jpg
31140,louisville-kentucky,ok,"Louisville,_Kentucky",File:Louisville_Skyline_2021_(3).jpg,https://commons.wikimedia.org/wiki/File:Louisville_Skyline_2021_(3).jpg,https://upload.wikimedia.org/wikipedia/commons/5/55/Louisville_Skyline_2021_%283%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,Charles Delano of LouisvilleUSACE - Louisville District of the US Army Corp of Engineers,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,2026-09-17,ec85782997dc79aa001594e93a0e9a56c1752a6151082511673b5cd64f9ddc48,louisville-kentucky.jpg
