cbsa,year,agencies,agencies_full_year,covered_pop,coverage,violent_per_100k,property_per_100k,agency_pop_over_census,zero_pop_offense_share
11200,2022,22,19,158260.0,1.0,237.58372298748895,750.6634651838746,1.0381127254500437,0.15092290988056462
11200,2023,22,19,168493.0,1.0,214.84572059373386,702.6998154225992,1.103754769048257,0.12950450450450451
11200,2024,22,21,170765.0,1.0,245.95203935232627,654.7009047521448,1.1004325825720602,0.14221974344673732
11200,2025,22,21,168810.0,1.0,235.76802322137314,633.2563236775073,1.0879006281811556,0.1252236135957066
11260,2021,6,4,286295.0,0.7126394067892636,553.6247576800154,945.8775039731745,1.4251369303944443,0.006709856547894493
11260,2022,6,5,574678.0,1.0,823.9396670831317,1817.7135717741064,1.4304762186375606,0.0029554709050308684
11260,2023,6,6,575998.0,1.0,797.7458255063385,1841.6730613647965,1.4337619344794783,0.010736595523165018
11260,2024,6,6,582500.0,1.0,787.8111587982833,1716.7381974248926,1.4499465741795912,0.012722474115178994
11260,2025,6,6,579457.0,1.0,782.1115285517302,1999.4581133716567,1.4423720034925036,0.016175303668436794
11460,2021,12,12,367387.0,0.9928009922956565,403.11714894647884,1141.57550484911,0.9928009922956565,0.09849086576648133
11460,2022,12,12,363350.0,0.9818916852001481,388.33081051327923,1348.5619925691483,0.9818916852001481,0.11262654668166479
11460,2023,12,12,360655.0,0.9746089052590048,378.75532018133674,1379.1573664582497,0.9746089052590048,0.12188365650969529
11460,2024,12,12,363846.0,0.9832320409889448,350.9726642590547,1236.7869922989396,0.9832320409889448,0.13453183520599252
11460,2025,12,12,369521.0,0.9985677649837454,315.2730156066908,1213.733454932196,0.9985677649837454,0.15063138905592302
11500,2021,10,9,132717.0,1.0,449.82933610615066,1787.2616168237678,1.1418775327591695,0.0
11500,2022,10,10,135305.0,1.0,475.9617161228336,1903.8468644913344,1.1641443038192503,0.011056511056511056
11500,2023,10,9,129635.0,1.0,506.80757511474525,1867.5512014502256,1.1615287325664432,0.019120458891013385
11500,2024,10,10,136264.0,1.0,462.3378148300358,1659.279046556684,1.1723953986595197,0.011623931623931624
11500,2025,10,10,135817.0,1.0,464.59574280097485,1527.7910718098617,1.1685494764555568,0.014925373134328358
