cbsa,cross_group_pairing_rate,cross_group_pairing_moe,cross_group_pairing_n
33220,0.10741730920738256,0.012980457721524327,1875.9164243835812
33260,0.17694233861216524,0.02287942461343028,1104.3616237582912
33340,0.15003534421820314,0.007372620949675043,10541.50707206075
33460,0.13347300686140268,0.005325827479131356,26405.498399428285
33500,0.12803730671684513,0.018810141727970315,922.7092009687134
33540,0.15925494409054464,0.014723828758450413,1478.3316261168873
33660,0.10176219041841725,0.011484381468606987,2815.126438848722
33700,0.20715422922909507,0.01264650978143568,4725.58290482576
33740,0.06698979583116207,0.01027337219837373,1728.8810231521138
33780,0.13254850664922607,0.014049290167227134,1485.6889167168626
33860,0.09286381784139391,0.011472357448348477,2713.751583524371
34060,0.10677508261459767,0.010641941711484875,2172.986640066652
34100,0.08501287012554941,0.013232690836752149,1359.863390229227
34580,0.20301677697398798,0.01661823601792309,1831.9160229146776
34620,0.12079688266109262,0.0188243053093143,1043.9996308277593
34740,0.16277424985704397,0.020212378375086677,1613.5580490571056
34820,0.11774004920048976,0.011891810560876901,3642.6202006883827
34900,0.2323230204509701,0.02158473478456346,1673.9262639109932
34940,0.13049394181551155,0.011514809002420797,3116.2413905828475
34980,0.13463896599854175,0.0050263595194910485,19175.339396580173
35300,0.16710397852086892,0.00882757566643966,5112.862879294466
35380,0.1660043701407592,0.009428626879385293,7131.575732870697
35620,0.15811412161279728,0.0018557826725231737,158111.784738573
35660,0.1387816835297799,0.016627080222822995,1648.475511863434
35840,0.14989936880950713,0.008227571353881115,7601.585002612104
35980,0.1760761162377486,0.014869248560851525,2847.9475325614976
36100,0.15092717761843188,0.011758921867174586,2772.0593516067684
36220,0.1443493581676315,0.02258713366797688,938.6993943471158
36260,0.1647189092316696,0.009413722212052429,6942.4933157042515
36420,0.2501122794202293,0.00781437398592735,9612.892221484923
36500,0.2693410686620299,0.015280431410557467,2998.3712658151553
36540,0.14858996954878886,0.007721044111572074,9185.321302857668
36740,0.201395930872295,0.006752707042247873,18690.58227747708
36780,0.09372318072859637,0.016008414915972647,1445.4700001772292
36980,0.09724572024403268,0.018554077440071377,1076.0936964702037
37100,0.2365574029767373,0.007992326204269167,8826.358522914843
37140,0.10643049672014494,0.009958290189986492,2189.1503105696793
37340,0.19393628394269832,0.008746687735108505,5637.675300353627
37460,0.18922295389052238,0.015612277377360826,2280.087438565989
37620,0.07349612864800485,0.013741230052606843,1578.7443530421997
37860,0.1877177769018526,0.010557984729023154,4357.256053684238
37900,0.11496574520120774,0.009541011598337175,4530.51359520248
37980,0.14022636257686083,0.0030440092081704894,48214.62296082718
38060,0.23210010217117086,0.00457645294832606,45287.17302911497
38240,0.14409379175370257,0.01848714857909254,1431.1869504286585
38300,0.09379276144782461,0.0037493477276632292,26964.810936286973
38340,0.1087633359624725,0.01607720122854584,1526.473970390168
38540,0.15044827039035227,0.015419472866549174,1477.0811479258582
38860,0.10829872398031236,0.010556751931344232,4680.936392251974
38900,0.22252809219713265,0.005728560836637777,27396.013370515728
38940,0.17886426592797783,0.013478030959876276,3177.0892858605594
39150,0.20918903028012265,0.01712580470912079,2147.4027679406718
39300,0.1259528113082287,0.005897801726226324,15444.043166826941
39340,0.15471552675239375,0.008536963028048261,8576.71709566395
39380,0.2589701085226448,0.01972328397969567,1893.7985027511866
39460,0.12870139958657556,0.01527560239543891,1756.6848868664185
39540,0.15616577268966989,0.02017992495959883,1216.9467511054972
39580,0.144324898236061,0.005899123800044383,13258.174684903359
39660,0.17297235491411733,0.016175496601129435,1504.457572675873
39740,0.11260100458615419,0.011826402419755863,4015.7337862268
39820,0.23961711149912696,0.020504051791182573,1891.375438544877
39900,0.2542768864072642,0.010192861304932882,6369.986453036763
40060,0.15032561015473703,0.006701888846996506,12302.009189468474
40140,0.22026646301157113,0.004821998806064156,38554.48546202829
40220,0.10430486858109159,0.01060352227665147,3106.6418069245824
40340,0.11350110796883742,0.014636895479145175,2211.4908779375905
40380,0.12237629251267114,0.005354804856921676,12932.123359589023
40420,0.1545947907559837,0.015134904814289713,3226.7082791363305
40580,0.09709680980240645,0.019931861211476408,1085.4217334373802
40660,0.10628072957969863,0.01597131988740934,1453.2323276634174
40900,0.2600387568095943,0.006759293505482933,24501.138495633757
40980,0.150541307156541,0.01910116493211785,1656.017960546475
41060,0.10596609194288949,0.016634794060379893,1595.0539601147118
41100,0.12475661737620376,0.017228857463807614,1466.5339716766055
41140,0.12466342932491288,0.017329452847717915,1517.3370156522824
41180,0.12399553321367586,0.00359374678696468,26932.992124985034
41420,0.20018249655087636,0.010426329683940149,4145.52543168904
41500,0.19202913181969156,0.015459500700850582,4325.016094200622
41540,0.13177656933083526,0.01825622556186755,1680.2036306632128
41620,0.17797734704346416,0.007335945939699467,12232.730541401574
41660,0.224267116892916,0.027154589386699197,1041.276237074851
41700,0.24282709825311463,0.006527873222713343,20254.066913720533
41740,0.27396694671255467,0.0048316601099045306,30288.784761208237
41780,0.12191938906203513,0.012364121402790772,2578.1170842994215
41860,0.24422572201547307,0.0041914920079123095,49297.09290566402
41940,0.18772932136104087,0.005119929808940374,23509.164365298977
42020,0.25566859757581656,0.017248271476304432,2684.809886521787
