subject,page_title,file_title,source_url,image_url,author,license,license_url,retrieved,sha256,file,alt
couple holding hands (Phase 2g item 2.1),,File:Adult couple holding hands.jpg,https://commons.wikimedia.org/wiki/File:Adult_couple_holding_hands.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9f/Adult_couple_holding_hands.jpg/1920px-Adult_couple_holding_hands.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Alice Donovan Rouse (@alicekat),CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,2026-09-18,29623f68b9b8435571dc1f8a6209b742359dbb0def93540ead7ffbb6d86e6abf,hero.jpg,"A couple walking a city path holding hands, photographed from the shoulders down"
