sex_s,cohort,gap,raw_log_mult,smoothed_log_mult,gauged_log_mult
female,18-70,9,0.2549091484332453,0.2549441232701491,0.25378171810391403
female,18-70,10,0.12537345766543673,0.12535223122960176,0.12418982606336669
female,18-70,11,-0.11727152663520353,-0.11723731051114168,-0.11839971567737675
female,18-70,12,-0.32800924511966273,-0.32798316448967196,-0.329145569655907
female,18-70,13,-0.5159977398572696,-0.5159826065427179,-0.517145011708953
female,18-70,14,-0.7082142213954385,-0.708193698145149,-0.7093561033113841
female,18-70,15,-0.8864285409444763,-0.8864056872284791,-0.8875680923947142
female,18-70,16,-1.0346945655922437,-1.0346876147434463,-1.0358500199096814
female,18-70,17,-1.196184007955307,-1.1961822298171427,-1.1973446349833778
female,18-70,18,-1.396345016241247,-1.3963193328137258,-1.397481737979961
female,18-70,19,-1.5673868503991453,-1.5673667456066775,-1.5685291507729127
female,18-70,20,-1.714899521043784,-1.714929151875604,-1.7160915570418391
female,18-70,21,-2.017517509305208,-2.0174290372818513,-2.0185914424480864
female,18-70,22,-2.12841034944119,-2.128404839383646,-2.129567244549881
female,18-70,23,-2.2439132785504827,-2.243931784488806,-2.245094189655041
female,18-70,24,-2.453676221386086,-2.4536328227637227,-2.454795227929958
female,18-70,25,-2.5786098484287474,-2.5785921460703776,-2.5797545512366127
female,18-70,26,-2.6726340699926343,-2.672672996673315,-2.67383540183955
female,18-70,27,-2.9336044322970527,-2.933512735070098,-2.934675140236333
female,18-70,28,-2.9755452428691123,-2.9755890886063185,-2.9767514937725537
female,18-70,29,-3.1819257115846336,-3.1818606560045306,-3.1830230611707657
female,18-70,30,-3.2350534898887116,-3.235100508719845,-3.23626291388608
female,18-70,31,-3.4738267156088107,-3.473807999619509,-3.474970404785744
female,18-70,32,-3.7614426864523627,-3.7612565801136557,-3.762418985279891
female,18-70,33,-3.568384719019743,-3.568508745264877,-3.569671150431112
female,18-70,34,-3.7878441383591643,-3.7878778916338276,-3.7890402968000627
female,18-70,35,-4.30831040209665,-4.307838727538808,-4.309001132705043
female,18-70,36,-3.7608947854844637,-3.761219660058819,-3.762382065225054
female,18-70,37,-4.58935940312891,-4.58886809568477,-4.590030500851005
