sex_s,race_s,race_c,edu_s,edu_c,multiplier,log,sides_alloc
male,nh_white,nh_black,bachelors,hs_or_less,0.8421,-0.17186,131.6
male,nh_white,nh_black,bachelors,some_college,0.876,-0.13233,279.8
male,nh_white,nh_black,bachelors,bachelors,1.1614,0.14966,432.7
male,nh_white,nh_black,bachelors,graduate,1.1099,0.10424,231.0
male,nh_white,nh_black,graduate,hs_or_less,0.9729,-0.02751,52.1
male,nh_white,nh_black,graduate,some_college,0.8746,-0.13399,93.9
male,nh_white,nh_black,graduate,bachelors,1.0777,0.07483,161.8
male,nh_white,nh_black,graduate,graduate,0.9777,-0.02251,217.2
male,nh_white,nh_asian,hs_or_less,hs_or_less,0.5328,-0.62966,484.2
male,nh_white,nh_asian,hs_or_less,some_college,0.6551,-0.4229,420.1
male,nh_white,nh_asian,hs_or_less,bachelors,0.7477,-0.29076,491.1
male,nh_white,nh_asian,hs_or_less,graduate,0.521,-0.65199,154.3
male,nh_white,nh_asian,some_college,hs_or_less,0.8909,-0.11558,441.0
male,nh_white,nh_asian,some_college,some_college,0.8786,-0.12942,885.4
male,nh_white,nh_asian,some_college,bachelors,1.0194,0.01917,1102.9
male,nh_white,nh_asian,some_college,graduate,0.7552,-0.28074,415.5
male,nh_white,nh_asian,bachelors,hs_or_less,1.4078,0.34205,320.0
male,nh_white,nh_asian,bachelors,some_college,1.2141,0.19396,606.3
male,nh_white,nh_asian,bachelors,bachelors,1.1013,0.09649,2278.7
male,nh_white,nh_asian,bachelors,graduate,1.1136,0.10758,1382.5
male,nh_white,nh_asian,graduate,hs_or_less,1.8505,0.61548,155.3
male,nh_white,nh_asian,graduate,some_college,1.6276,0.48713,265.3
male,nh_white,nh_asian,graduate,bachelors,1.3755,0.3188,1059.2
male,nh_white,nh_asian,graduate,graduate,1.4047,0.33984,1723.5
male,nh_white,nh_aian,hs_or_less,hs_or_less,1.1579,0.1466,337.1
male,nh_white,nh_aian,hs_or_less,some_college,1.2794,0.24642,231.3
male,nh_white,nh_aian,hs_or_less,bachelors,1.4992,0.40495,64.3
male,nh_white,nh_aian,hs_or_less,graduate,1.2322,0.20881,21.3
male,nh_white,nh_aian,some_college,hs_or_less,0.9884,-0.01171,154.8
male,nh_white,nh_aian,some_college,some_college,0.8845,-0.12278,235.1
male,nh_white,nh_aian,some_college,bachelors,1.4588,0.37762,92.1
male,nh_white,nh_aian,some_college,graduate,1.3228,0.27975,34.0
male,nh_white,nh_aian,bachelors,hs_or_less,0.6566,-0.42067,34.8
male,nh_white,nh_aian,bachelors,some_college,0.7382,-0.30353,87.4
male,nh_white,nh_aian,bachelors,bachelors,0.9584,-0.04247,95.6
male,nh_white,nh_aian,bachelors,graduate,1.0852,0.0818,43.9
male,nh_white,nh_aian,graduate,hs_or_less,0.965,-0.03558,22.0
male,nh_white,nh_aian,graduate,some_college,0.6734,-0.39548,18.0
male,nh_white,nh_aian,graduate,bachelors,0.8009,-0.22201,25.7
male,nh_white,nh_aian,graduate,graduate,0.8241,-0.19349,28.7
male,nh_white,nh_nhpi,hs_or_less,hs_or_less,0.7869,-0.2396,33.4
male,nh_white,nh_nhpi,hs_or_less,some_college,1.1231,0.11608,34.3
male,nh_white,nh_nhpi,hs_or_less,bachelors,1.2679,0.23739,15.4
male,nh_white,nh_nhpi,hs_or_less,graduate,1.0943,0.09015,5.1
male,nh_white,nh_nhpi,some_college,hs_or_less,0.879,-0.12898,21.2
male,nh_white,nh_nhpi,some_college,some_college,0.9389,-0.06307,38.1
male,nh_white,nh_nhpi,some_college,bachelors,1.3096,0.2697,21.8
male,nh_white,nh_nhpi,some_college,graduate,1.1723,0.15897,9.1
male,nh_white,nh_nhpi,bachelors,hs_or_less,0.8767,-0.13159,7.8
male,nh_white,nh_nhpi,bachelors,some_college,0.8374,-0.17741,12.2
male,nh_white,nh_nhpi,bachelors,bachelors,0.987,-0.0131,18.5
male,nh_white,nh_nhpi,bachelors,graduate,1.0076,0.00761,7.8
male,nh_white,nh_nhpi,graduate,hs_or_less,0.95,-0.05127,2.6
male,nh_white,nh_nhpi,graduate,some_college,1.0643,0.06233,9.4
male,nh_white,nh_nhpi,graduate,bachelors,0.9456,-0.0559,5.4
male,nh_white,nh_nhpi,graduate,graduate,0.9218,-0.08138,4.6
male,nh_white,nh_twoplus,hs_or_less,hs_or_less,1.1059,0.10067,1891.2
male,nh_white,nh_twoplus,hs_or_less,some_college,1.2081,0.18902,1762.6
male,nh_white,nh_twoplus,hs_or_less,bachelors,1.0653,0.06325,656.4
male,nh_white,nh_twoplus,hs_or_less,graduate,0.9029,-0.10212,216.6
male,nh_white,nh_twoplus,some_college,hs_or_less,0.9187,-0.08481,853.1
male,nh_white,nh_twoplus,some_college,some_college,0.9004,-0.10491,2032.8
male,nh_white,nh_twoplus,some_college,bachelors,1.1758,0.16194,1180.0
male,nh_white,nh_twoplus,some_college,graduate,1.1692,0.1563,475.5
male,nh_white,nh_twoplus,bachelors,hs_or_less,0.8336,-0.18195,358.0
male,nh_white,nh_twoplus,bachelors,some_college,0.8749,-0.13365,972.9
male,nh_white,nh_twoplus,bachelors,bachelors,1.1783,0.16404,2255.9
male,nh_white,nh_twoplus,bachelors,graduate,1.2733,0.24162,1098.9
male,nh_white,nh_twoplus,graduate,hs_or_less,0.7276,-0.318,89.1
male,nh_white,nh_twoplus,graduate,some_college,0.7928,-0.23218,282.0
male,nh_white,nh_twoplus,graduate,bachelors,1.0184,0.01826,730.5
male,nh_white,nh_twoplus,graduate,graduate,1.048,0.0469,930.4
male,nh_white,nh_other,hs_or_less,hs_or_less,0.794,-0.23068,50.2
male,nh_white,nh_other,hs_or_less,some_college,0.6904,-0.37046,23.5
male,nh_white,nh_other,hs_or_less,bachelors,1.282,0.24845,37.9
male,nh_white,nh_other,hs_or_less,graduate,1.0781,0.07521,13.7
male,nh_white,nh_other,some_college,hs_or_less,0.8372,-0.17763,27.4
male,nh_white,nh_other,some_college,some_college,0.929,-0.07362,70.5
male,nh_white,nh_other,some_college,bachelors,1.0329,0.03235,40.3
male,nh_white,nh_other,some_college,graduate,1.0207,0.02045,18.1
male,nh_white,nh_other,bachelors,hs_or_less,1.0396,0.03885,20.0
male,nh_white,nh_other,bachelors,some_college,0.9244,-0.07862,32.8
male,nh_white,nh_other,bachelors,bachelors,1.143,0.13362,85.0
male,nh_white,nh_other,bachelors,graduate,0.9598,-0.04106,33.0
