sex_s,age_s,age_c,raw_share,fitted_share,raw_weight
male,25,18,0.0010123254312266077,0.001080585321548352,415.8884663623868
male,25,19,0.004107744830081021,0.0032889288590209694,1687.5637466900741
male,25,20,0.012443415971998571,0.010525586588005238,5112.064782007122
male,25,21,0.030750843297693998,0.028530844894198895,12633.211281605405
male,25,22,0.06415137038711452,0.06262758262614626,26354.978569505332
male,25,23,0.1257355505043422,0.12347254641546947,51655.29152332025
male,25,24,0.21390989380527076,0.21678573823807762,87879.5048807787
male,25,25,0.261581402393433,0.26176633291311063,107464.14632546657
male,25,26,0.13105283036173832,0.13764311956535455,53839.762343570794
male,25,27,0.056244573820881126,0.057405807196528026,23106.669877125856
male,25,28,0.029237329234752106,0.02950390033938636,12011.422059445771
male,25,29,0.017683603417396374,0.01706999620712396,7264.86412191631
male,25,30,0.01488059917235026,0.012631992493091306,6113.320259912374
male,25,31,0.008025780475154736,0.007916284641865553,3297.1902416092935
male,25,32,0.006136070350261049,0.005604913066228644,2520.8503202074917
male,25,33,0.00448140912742977,0.004081419700151497,1841.07433406162
male,25,34,0.0033342962283005786,0.0035114809917905568,1369.8118233635566
male,25,35,0.00397750647633819,0.00367184405705147,1634.0585915997406
male,25,36,0.0012696122243704556,0.0015890247877545394,521.588280389818
male,25,37,0.001886500921779148,0.001442486239735618,775.0215009409686
male,25,38,0.0013757283125387942,0.0014067261029948501,565.1834087975199
male,25,39,0.0007296232497759086,0.0009935202542331375,299.7473786704843
male,25,40,0.0011114775348432715,0.0010212595438598745,456.6226167035216
male,25,41,0.0008555080660176297,0.0007346230371600907,351.46399227135396
male,25,42,0.0007768398891324996,0.0009171979297739127,319.14514852104026
male,25,43,0.0003703733301534549,0.0006434370410174747,152.15857619264924
male,25,44,0.00012533790292144136,0.000527591307806968,51.49192800571607
male,25,45,0.0002897863602486896,0.00040545868986871877,119.05144454440527
male,25,46,0.0003934014180157497,0.00041638999508030177,161.6190874560122
male,25,47,0.00021402048243239364,0.0002267405617643194,87.92493743943281
male,25,48,0.0003169840081810182,0.00039031803066574676,130.22491479253964
male,25,49,0.00030394179363385667,0.00017348654225908696,124.86684866214915
male,25,50,5.841905297818068e-05,0.00015733065239012766,24.0
male,25,51,7.983083587458693e-05,0.00011081379088631241,32.796492981590845
male,25,52,0.0002273742839953899,0.00016641011098028226,93.41101126592248
male,25,53,1.6833631209126552e-05,1.4679487378995631e-05,6.915674397699199
male,25,54,0.00019189794382168341,0.00016098162785832006,78.83644833202894
male,25,55,2.074192270038707e-05,0.00016930729155174154,8.521297751869046
male,25,56,5.910657888034141e-05,0.00010932636149736815,24.282452741197645
male,25,57,0.0,2.6011952973816503e-05,0.0
male,25,58,0.0,0.00011689813220641668,0.0
male,25,59,0.00023523356919164648,0.0001290465382659009,96.63980110578188
male,25,60,0.0,3.8981031655256e-06,0.0
male,25,61,3.358113009821599e-05,9.916686867254838e-05,13.795963495988241
male,25,62,2.569480084819007e-05,0.00016469677521577182,10.556063286183154
male,25,63,2.6562740230706142e-05,0.00015247662750015364,10.912634372471832
male,25,64,1.817450647364104e-05,3.9226674999157636e-05,7.466539307480726
male,25,65,7.545794343015003e-05,4.3147419333983585e-05,31.0
male,25,66,4.496590148433262e-05,0.00014919432605034588,18.473110750820517
male,25,67,0.00012044437897589095,6.841485293264953e-05,49.481546653983536
male,25,68,0.0,9.322921219929847e-05,0.0
male,25,69,0.0,1.711884428355446e-05,0.0
male,25,70,0.0,1.4601715335713576e-06,0.0
male,35,18,6.817122058576207e-05,6.820886849818699e-05,43.0
male,35,19,0.00017231033611575153,0.00013320951632956205,108.68727872718767
male,35,20,0.00047811788358518724,0.000332409285174923,301.57988690108516
male,35,21,0.0011790136395689165,0.0008761052681540581,743.6801932816189
male,35,22,0.002502687388882005,0.0019094147970834658,1578.606878345997
male,35,23,0.0032201115364050787,0.0031082887140194285,2031.1327107782124
male,35,24,0.003929556551847532,0.004188622323459252,2478.6255882989776
male,35,25,0.00944793696635983,0.0083994776713572,5959.425195304814
male,35,26,0.01374936902544989,0.013133560912063164,8672.616729086782
male,35,27,0.020819089735349218,0.019107746182068456,13131.947043456461
male,35,28,0.030167422659859933,0.029003696828023607,19028.54552445705
male,35,29,0.040590565943969655,0.03714738868792205,25603.096447347907
male,35,30,0.05857452527629091,0.05816358685449247,36946.74329194209
male,35,31,0.07746853586126382,0.07425575270054795,48864.41834855561
male,35,32,0.10151246984265534,0.09940568122839305,64030.48332899942
male,35,33,0.1146765079663599,0.11738203298536179,72333.89398316511
male,35,34,0.13187499240561307,0.13696599674969057,83182.0909867309
male,35,35,0.141136877952242,0.14297668592630555,89024.16151272383
male,35,36,0.08121350274658093,0.08131521848392721,51226.61128987239
male,35,37,0.04566100053973248,0.046905250690725674,28801.34764109781
male,35,38,0.030196728780748052,0.030981353862886096,19047.030791221547
male,35,39,0.021157282024311694,0.021830134400140692,13345.266803619648
male,35,40,0.016323487600092113,0.017463855163816096,10296.279878411897
male,35,41,0.011154718895156679,0.011012815507767603,7036.002999070774
male,35,42,0.010616638833786383,0.010493261715602602,6696.60108664917
male,35,43,0.00612000917660655,0.006247058202949284,3860.2857970397577
male,35,44,0.00592494894763981,0.006011368684839679,3737.2486888069966
male,35,45,0.004309401845645844,0.00440139777275121,2718.218593866179
male,35,46,0.003316299164069849,0.003629151148173525,2091.804471589386
male,35,47,0.0028741534456584875,0.002650118248658192,1812.9145569256116
male,35,48,0.002221301533311992,0.002294583706247277,1401.1186115151456
male,35,49,0.0013227409318555248,0.00170541225600825,834.3382967337807
male,35,50,0.0013067092071360786,0.0013341380855233533,824.2260505833843
male,35,51,0.0010895576092068082,0.0009854590778328146,687.2544864728128
male,35,52,0.0006701393624590372,0.0007969898766632824,422.70025882090454
male,35,53,0.0004199701927390548,0.000515541986821134,264.9023757035534
male,35,54,0.0003898394402722498,0.0005939859971090375,245.89696044268578
male,35,55,0.00035238807997178606,0.0005407854640595539,222.2739641242616
male,35,56,0.0006299045219838297,0.0003956635743959804,397.3215414447444
male,35,57,0.0001962652690482778,0.0002222217971888256,123.79720498709335
male,35,58,0.00012744561899044284,0.00016526723016605625,80.38819856092769
male,35,59,0.0001079972257994151,0.00011905321543790463,68.12083852206615
male,35,60,4.623684604433272e-05,8.28539713472866e-05,29.164570662264925
male,35,61,7.99600082260142e-05,0.00016101639460331803,50.43595118548772
male,35,62,5.7997510502530284e-05,5.624786077146562e-05,36.582782737055254
male,35,63,9.075703845122364e-05,0.00010211620991174055,57.24633679534977
male,35,64,3.6081027234342964e-05,5.846887780863083e-05,22.758638583050153
male,35,65,0.00020880608957194642,0.00013561597922151988,131.7075119741796
male,35,66,4.837713122608652e-05,4.351158962855117e-05,30.514587018501835
male,35,67,7.451272947746087e-05,3.75019711198942e-05,47.0
male,35,68,2.756910408164959e-05,2.6382907530583898e-05,17.389617866964297
male,35,69,1.2908211474657748e-05,2.2468197316477416e-05,8.142044232756616
male,35,70,4.6101118502418786e-05,0.00010586439210436622,29.078958519015167
male,50,18,0.00017932942959161116,0.00017234449260653502,50.131124649275264
male,50,19,0.0002575964056621979,0.00033613143626149057,72.01047564175715
male,50,20,0.00012713943265733985,0.0004521586415279523,35.54153247962706
male,50,21,0.000541325776510538,0.000594893917752303,151.32636087626832
male,50,22,0.0005277810463296819,0.0007670598379957189,147.53996307985744
male,50,23,0.00045922548606464937,0.0010474488634433171,128.3754157722915
male,50,24,0.00041716008667073897,0.0015256146869220021,116.61613127983517
male,50,25,0.0009048785884495947,0.0018224026317119684,252.9567032769333
male,50,26,0.0016001385596583215,0.0020562169910061955,447.3150099959697
male,50,27,0.001727992899613208,0.0026584367365811512,483.056393146664
male,50,28,0.0025606961449916783,0.0036595333434065167,715.8366472577098
male,50,29,0.002858101446081092,0.0037579402566558402,798.9756069600946
male,50,30,0.0031730821901621797,0.005409605267693984,887.027740843585
male,50,31,0.0056040420277375675,0.006954116985274476,1566.5969053270842
male,50,32,0.006278342715964885,0.008573457199514422,1755.0960932718444
male,50,33,0.008336343814622388,0.00971087544980853,2330.4055103602423
male,50,34,0.011035894271497839,0.012762590803453391,3085.058557318698
male,50,35,0.012994942953122928,0.014427714857019552,3632.706056539539
male,50,36,0.014783150309036888,0.015438995278324185,4132.595260794651
male,50,37,0.01509129674466335,0.018123586973127603,4218.736879656649
male,50,38,0.021554429863492167,0.02126920221014403,6025.490699945514
male,50,39,0.02378818569753896,0.024952909979781276,6649.931944239106
male,50,40,0.030717909646172915,0.030208091013010682,8587.120144999923
male,50,41,0.0299936503073918,0.032185588993563094,8384.655132572669
male,50,42,0.03854274797106066,0.038856143324243225,10774.535486244746
male,50,43,0.04191626476007452,0.043997073094018076,11717.594252681529
male,50,44,0.04818711252378939,0.0495318970509571,13470.595149496543
male,50,45,0.061475990834913584,0.05728398000383224,17185.47015122454
male,50,46,0.05918354365599927,0.05885412103175644,16544.621878078586
male,50,47,0.06477851856204939,0.06587782414005702,18108.684090641862
male,50,48,0.07216088910197006,0.07115617580762643,20172.408592452317
male,50,49,0.07950008687495505,0.07765453328891825,22224.064247751434
male,50,50,0.09183197259799478,0.07972237706037005,25671.414198901013
male,50,51,0.059063392584156445,0.05529703198869061,16511.0339255991
male,50,52,0.04042145557781538,0.03854727783589605,11299.723824981134
male,50,53,0.03151877745617609,0.031386120195453164,8811.000877249457
male,50,54,0.026405148681515528,0.02464104271059561,7381.497855372777
male,50,55,0.0221801512705023,0.018703418704072487,6200.40966289532
male,50,56,0.01357260186919304,0.013863506861821586,3794.189262013532
male,50,57,0.009734566976174395,0.010636275454202551,2721.275540777973
male,50,58,0.009335874069061877,0.009599528741120763,2609.821866560886
male,50,59,0.00628691060634221,0.007848088742307953,1757.4912270848786
male,50,60,0.006042443437442679,0.0067670309646205365,1689.1509990215472
male,50,61,0.004807541728540453,0.004321586622009722,1343.9371005579096
male,50,62,0.002674242966698973,0.003536167039905101,747.5783969833426
male,50,63,0.0038895647797808196,0.0031951265909677153,1087.318781143017
male,50,64,0.0030486515253396133,0.0027131871846710833,852.243438107454
male,50,65,0.0014253528354125759,0.0013933220267653903,398.4540676005604
male,50,66,0.0022304118374184266,0.0015772163302370163,623.5064378193545
male,50,67,0.001609687008744825,0.0012588274487978456,449.98425671388355
male,50,68,0.0014049208958648459,0.001093890876139916,392.7423664557661
male,50,69,0.0006271628492360305,0.0011885751027758908,175.3219147690682
male,50,70,0.0006313783180922977,0.0006317369305840922,176.50033927624432
female,25,18,0.00016469849232410768,0.00016483940965579213,88.0
female,25,19,0.0006740102305648916,0.00042774888253577394,360.13019580646494
female,25,20,0.0018514042308102106,0.0014290742435725317,989.223216389156
female,25,21,0.004499539109511816,0.004062897680955866,2404.1473364421404
female,25,22,0.010687155297319242,0.00964805811444757,5710.250609418799
female,25,23,0.029300111316118194,0.027588411012015725,15655.333327183029
female,25,24,0.09110931339568407,0.08815590822373817,48680.58878791947
female,25,25,0.19686723920941032,0.19856490349013237,105188.07310230774
female,25,26,0.17901633972840236,0.183063342449661,95650.16457526796
