cbsa,sex,edu4,est,published,gap,pub_moe,moe,pass_pub_moe,pass_combined_moe
22540,Male,graduate,2082.756216887879,1984,98.75621688787896,270.06665843824555,337.14884476080823,True,True
22660,Male,graduate,25279.0,25054,225.0,1160.269365276874,1288.8295756387847,True,True
22900,Male,graduate,5636.1019460959005,5478,158.10194609590053,598.3285050872973,604.9604217599806,True,True
23060,Male,graduate,14327.990779756823,14359,-31.00922024317697,924.8843170905213,979.7965880967243,True,True
23420,Male,graduate,27360.0,27373,-13.0,1471.8209809620191,1385.626914195791,True,True
23460,Male,graduate,1981.3744703405207,1928,53.3744703405207,287.4595623735624,353.44280687549843,True,True
23540,Male,graduate,22203.60854699632,22197,6.608546996318182,1280.9894613149634,1070.3560556352074,True,True
23580,Male,graduate,6567.0,6915,-348.0,624.0064102234847,717.2183021768896,True,True
23900,Male,graduate,2992.3621773559817,3211,-218.63782264401834,369.4780101711061,380.5847753146135,True,True
24020,Male,graduate,5407.0,5149,258.0,487.16834872557143,493.0199748742438,True,True
24140,Male,graduate,2218.0,2214,4.0,360.41781310029614,412.54307561908007,True,True
24220,Male,graduate,2610.2874895309324,3750,-1139.7125104690676,527.1214281358708,295.52952968016155,False,False
24260,Male,graduate,1607.7181999743088,1542,65.71819997430885,286.37562745457234,292.09261218332415,True,True
24300,Male,graduate,5769.606569891398,5850,-80.39343010860193,574.4318932649893,632.1854603825307,True,True
24340,Male,graduate,47499.75636469737,47438,61.75636469737219,1940.8454343404062,2329.2348762316847,True,True
24420,Male,graduate,2397.4854873636687,2061,336.48548736366865,344.6897155413837,302.40578671598183,True,True
24500,Male,graduate,2957.222433099257,2529,428.22243309925716,385.46984317842555,412.57154070347605,False,True
24540,Male,graduate,12803.0,11906,897.0,724.8337740475398,936.6811861160393,False,True
24580,Male,graduate,9057.946976749006,9787,-729.0530232509936,731.8695238907001,867.9149307460862,True,True
24660,Male,graduate,27909.020661982297,27362,547.0206619822966,1245.931779833872,1654.8080854748341,True,True
24780,Male,graduate,6177.0,6139,38.0,624.5966698598385,710.969685099161,True,True
24860,Male,graduate,40553.65560115362,40613,-59.34439884637686,1549.275314461571,1609.9612122654003,True,True
25060,Male,graduate,11746.023400088488,12432,-685.9765999115116,983.4785203551728,1148.1288661104868,True,True
25180,Male,graduate,8744.033309138253,8221,523.0333091382527,784.5132248725957,788.3068711883961,True,True
25220,Male,graduate,2004.3040915904635,2134,-129.69590840953651,397.1334788204087,355.11567297862655,True,True
25260,Male,graduate,1957.0,1989,-32.0,412.87043972655636,487.91321169343223,True,True
25420,Male,graduate,27874.0,27354,520.0,1438.9305056186695,1561.6870550841804,True,True
25500,Male,graduate,5183.0,5491,-308.0,598.9833052765327,541.2207497708306,True,True
25540,Male,graduate,68898.26413919608,69234,-335.73586080392124,2002.3159091412124,2121.285887402491,True,True
25620,Male,graduate,4294.5735301870445,5016,-721.4264698129555,571.3457797166266,521.1287290087959,False,True
25740,Male,graduate,3307.979718144687,4232,-924.020281855313,478.979122718308,372.147410935164,False,False
25860,Male,graduate,8526.810450419509,8805,-278.1895495804911,863.7904838558943,813.7112323055743,True,True
25940,Male,graduate,12541.917675708835,14141,-1599.0823242911647,1133.5634080191544,1030.6293073234565,False,False
25980,Male,graduate,1842.3851422814641,1110,732.3851422814641,242.74678164704883,292.70770835462923,False,False
26140,Male,graduate,4027.0,4433,-406.0,538.9146500142671,529.7495129610786,True,True
26300,Male,graduate,2356.998160435169,2968,-611.0018395648308,415.33119314590374,341.3509198864111,False,False
26380,Male,graduate,3486.7195245745593,3974,-487.2804754254407,532.1597504509336,497.22966069231995,True,True
26420,Male,graduate,319441.1093530401,320638,-1196.8906469598878,5383.053129962586,5911.3526035707155,True,True
26580,Male,graduate,9474.71282252661,10771,-1296.2871774733903,839.4873435615334,869.6033579613253,False,False
26620,Male,graduate,29960.775615703016,31267,-1306.2243842969838,1465.0832740837634,1602.9688404982792,True,True
26820,Male,graduate,6499.047396625034,6204,295.0473966250338,637.9819746669964,630.2017750711375,True,True
26900,Male,graduate,94606.51180923561,93273,1333.5118092356133,2586.427072236911,3171.9704996040614,True,True
26980,Male,graduate,11869.042820411141,11495,374.0428204111413,807.8477579346247,972.9386413392259,True,True
27060,Male,graduate,10002.0,10222,-220.0,753.6471322840683,754.3601246984095,True,True
27100,Male,graduate,4094.0,3905,189.0,495.7156442962033,605.301885797492,True,True
27140,Male,graduate,21297.71950867075,21312,-14.280491329249344,1260.8556618423854,1269.419963054869,True,True
27180,Male,graduate,4259.110719056597,4895,-635.8892809434028,483.3239079540759,479.78466433257864,False,True
27260,Male,graduate,67832.5687619364,69195,-1362.4312380635965,2342.8866809984643,2397.7818131820495,True,True
27340,Male,graduate,3978.471783991266,4072,-93.52821600873403,546.3414683144599,559.9108922531545,True,True
27500,Male,graduate,3848.0,4183,-335.0,460.9869846318874,663.7372174720203,True,True
27620,Male,graduate,6326.374854578976,4879,1447.3748545789758,452.7018886640523,603.7820995979409,False,False
27740,Male,graduate,8818.75117823634,8378,440.7511782363399,736.9633640826388,790.7203164394543,True,True
27780,Male,graduate,2857.0,3041,-184.0,354.1638039099987,362.3235266081269,True,True
27860,Male,graduate,3603.0,3555,48.0,476.6749416531144,544.454618970902,True,True
27900,Male,graduate,4591.922379208496,4616,-24.07762079150416,469.1492299897763,586.7240296494924,True,True
27980,Male,graduate,5584.3495886572455,5509,75.34958865724548,465.48684191929635,471.50559652548714,True,True
28020,Male,graduate,12606.0,12209,397.0,796.414464961555,1041.8947448566962,True,True
28100,Male,graduate,2240.599359308357,2412,-171.40064069164282,385.3452996988545,339.6224400999246,True,True
28140,Male,graduate,105889.14540352565,105474,415.14540352564654,2442.7537739199174,2855.647374519459,True,True
28420,Male,graduate,12011.686562714858,10905,1106.6865627148582,810.3054979450652,848.7455100446506,False,True
28450,Male,graduate,6056.0,5760,296.0,640.7433183420643,927.1992557414507,True,True
28660,Male,graduate,12137.470751457211,12266,-128.529248542789,964.2494490535113,919.2674019637145,True,True
28700,Male,graduate,7767.131100891136,8244,-476.86889910886384,616.5995458966865,617.8037718534046,True,True
28740,Male,graduate,8583.837359635312,9167,-583.1626403646878,759.4978604314828,674.844322028289,True,True
28880,Male,graduate,31134.70117843748,31985,-850.2988215625192,1330.6306775360322,1134.2351094765525,True,True
28940,Male,graduate,39929.38378121487,40117,-187.6162187851296,1439.1125737759364,1569.6758630842512,True,True
29020,Male,graduate,1987.4979637184451,2066,-78.50203628155487,345.0637622237374,302.2031022468583,True,True
29100,Male,graduate,6384.001588969894,6636,-251.99841103010567,567.9903168188697,809.9753253317703,True,True
29180,Male,graduate,9945.384576307337,9492,453.38457630733683,924.3386825184804,1073.5245750945678,True,True
29200,Male,graduate,9500.038499853916,9469,31.03849985391571,680.7466489083879,766.7645772658622,True,True
29340,Male,graduate,5112.757054731456,5452,-339.24294526854374,688.4090353852134,670.1423409541213,True,True
29420,Male,graduate,5297.0,5402,-105.0,714.4270431611615,661.381246192391,True,True
29460,Male,graduate,19147.0,19629,-482.0,1251.5438466150517,1289.4624492850694,True,True
29540,Male,graduate,19382.0,20262,-880.0,1080.981498454067,1261.3643432217552,True,True
29620,Male,graduate,22281.0,21764,517.0,1061.7631562641454,1220.288896823207,True,True
29700,Male,graduate,4555.0,4488,67.0,703.3071875077063,631.9230619604732,True,True
29740,Male,graduate,8978.0,9014,-36.0,1118.8476214391305,1134.9167233348005,True,True
29820,Male,graduate,73971.0,74087,-116.0,2131.919557581852,2331.708033831101,True,True
29940,Male,graduate,8091.0,8409,-318.0,751.988031819656,820.4894088172315,True,True
30020,Male,graduate,3302.0,3406,-104.0,427.21072083925986,551.6607506362039,True,True
30140,Male,graduate,3742.0,4156,-414.0,439.1605628924346,542.3126165898227,True,True
30300,Male,graduate,2262.5122301480374,1938,324.51223014803736,309.4979806073054,208.96414743249173,False,True
30340,Male,graduate,2541.0,2322,219.0,359.73601432161337,501.72108973886077,True,True
30460,Male,graduate,27908.194006495374,28692,-783.8059935046258,1245.6973950362103,1174.1632774557122,True,True
30500,Male,graduate,11580.0,11463,117.0,873.9937070711665,1046.0220510456509,True,True
30620,Male,graduate,2261.0,2458,-197.0,322.893171188243,370.6689125722577,True,True
30700,Male,graduate,15088.332714768474,15666,-577.667285231526,966.6690229856339,975.3006689969465,True,True
30780,Male,graduate,28425.0,28710,-285.0,1345.4222385556143,1572.7936962130475,True,True
30860,Male,graduate,8572.633114257673,7616,956.6331142576728,493.13081428764923,582.5198886633262,False,False
30980,Male,graduate,5786.176557802487,5768,18.17655780248697,639.9562485045365,549.2088941257891,True,True
31020,Male,graduate,2317.003058937812,2006,311.00305893781206,273.1922400069226,350.02212722005123,False,True
31080,Male,graduate,604581.0,602895,1686.0,7113.485362324154,7882.230190154466,True,True
31140,Male,graduate,52858.774655155416,54587,-1728.2253448445845,1649.3298639144323,1906.319620925205,False,True
31180,Male,graduate,12611.265083430593,12679,-67.73491656940678,925.6835312351625,911.8970782534552,True,True
31340,Male,graduate,9459.0,9648,-189.0,768.3397685919947,753.0148090177245,True,True
31420,Male,graduate,7443.339148470431,7164,279.3391484704307,699.869987926329,723.644782526252,True,True
31540,Male,graduate,44441.00934430087,43714,727.0093443008736,1432.5899622711308,2137.4445213250588,True,True
31700,Male,graduate,21999.533743590426,23348,-1348.4662564095743,1216.5562050312349,1312.7877877159208,False,True
31740,Male,graduate,5246.0,5704,-458.0,566.2208049868885,642.3359551064381,True,True
31860,Male,graduate,2968.0,3246,-278.0,338.3814415714904,521.0316452493553,True,True
31900,Male,graduate,2449.0,2320,129.0,346.3437598687177,411.3837167611888,True,True
32580,Male,graduate,14281.0,14543,-262.0,1137.870818678465,1031.0606213373198,True,True
32780,Male,graduate,9437.0,9149,288.0,806.1867029416945,972.0166361339965,True,True
32820,Male,graduate,43601.542672001204,44036,-434.45732799879625,1903.4794456468396,1810.2079136360308,True,True
32900,Male,graduate,3418.0,3568,-150.0,426.1595945182978,512.2841399494522,True,True
33100,Male,graduate,309762.39138344914,308303,1459.3913834491395,5452.091800401016,4813.950310488936,True,True
33140,Male,graduate,2331.0,2412,-81.0,383.43839140075687,459.9235845741116,True,True
33220,Male,graduate,2989.922048861913,4189,-1199.077951138087,379.1714651711017,300.01557047407647,False,False
33260,Male,graduate,5431.489857095,5104,327.48985709499993,772.6461026886759,781.8488183785819,True,True
33340,Male,graduate,67604.0,67830,-226.0,1800.469660949609,2385.006697763656,True,True
33460,Male,graduate,188140.38697178315,189089,-948.6130282168451,3269.335865279063,5076.122621802072,True,True
33500,Male,graduate,1926.8651248862852,2114,-187.13487511371477,405.1542915976579,408.0600196652473,True,True
33540,Male,graduate,6458.343191623362,7407,-948.6568083766379,678.8873249663746,664.5745893221035,False,True
33660,Male,graduate,10982.0,10494,488.0,731.8811378905731,941.7723412149563,True,True
33700,Male,graduate,11159.0,10849,310.0,969.7597640653071,1050.6839198719565,True,True
33740,Male,graduate,4787.177209788404,5268,-480.82279021159593,565.1628084012606,635.0130986028726,True,True
33780,Male,graduate,4114.0,4445,-331.0,537.7406438051712,637.7018126209146,True,True
33860,Male,graduate,14109.135967457112,14829,-719.8640325428878,1014.0552253205936,941.8434793096038,True,True
34060,Male,graduate,7877.593296935158,9204,-1326.406703064842,713.0476842399812,586.3788744560753,False,False
34100,Male,graduate,2662.921227588316,2852,-189.07877241168399,379.54051167167916,410.33320438282857,True,True
34580,Male,graduate,5787.0,5144,643.0,392.23079940259663,536.0977771766546,False,True
34620,Male,graduate,3383.0,3503,-120.0,395.36438888701144,449.7831304334346,True,True
34740,Male,graduate,3513.0,3468,45.0,370.1040394267536,511.9908898298387,True,True
34820,Male,graduate,12144.37674003235,11614,530.3767400323504,958.7982060892688,1005.0415545103449,True,True
34900,Male,graduate,6616.0,6781,-165.0,609.6072506130484,767.9922586613424,True,True
34940,Male,graduate,28048.0,27825,223.0,1333.8118308067296,1399.2814216438023,True,True
34980,Male,graduate,95267.77344974807,95183,84.77344974807056,2408.301476144546,3001.842021114194,True,True
35300,Male,graduate,34171.0,34658,-487.0,1379.8626743266882,1464.61718409496,True,True
35380,Male,graduate,41196.0,40755,441.0,1511.9937169181624,1907.3456141146785,True,True
35620,Male,graduate,1193683.2988215622,1196047,-2363.7011784377974,9771.221520362744,10708.542686975941,True,True
35660,Male,graduate,6494.0,6418,76.0,493.2808530644586,607.9263255249356,True,True
35840,Male,graduate,53213.0,53088,125.0,1781.1973500990844,2099.7333459683045,True,True
35980,Male,graduate,14892.0,14439,453.0,903.675826831724,1029.229846353573,True,True
36100,Male,graduate,11275.0,11855,-580.0,999.7624717901748,1099.858612861217,True,True
36220,Male,graduate,2159.0,2522,-363.0,495.1868334275458,588.3193647809411,True,True
36260,Male,graduate,27142.60506642658,27810,-667.3949335734214,1079.6897702581052,1158.6487093276196,True,True
36420,Male,graduate,57357.48893921857,56183,1174.4889392185723,1685.3779991444055,2662.2654071021966,True,True
36500,Male,graduate,14519.0,14478,41.0,900.4315631962265,1109.8359183985262,True,True
36540,Male,graduate,42937.439929851535,43029,-91.56007014846546,1380.446666843743,1941.018207080451,True,True
36740,Male,graduate,116690.0,118458,-1768.0,3308.646853322367,3674.7305364960093,True,True
36780,Male,graduate,4938.0,5067,-129.0,512.6275451046305,715.564222332629,True,True
36980,Male,graduate,3022.551359961539,3179,-156.44864003846078,388.708116714843,443.69914206292486,True,True
37100,Male,graduate,37976.0,38697,-721.0,1398.7573056109484,1566.8801156490085,True,True
37140,Male,graduate,2783.261097236767,2925,-141.738902763233,374.7532521540007,289.787292935999,True,True
37340,Male,graduate,33406.0,33505,-99.0,1470.6794348191586,1750.0234524153527,True,True
37460,Male,graduate,7902.91245272951,7845,57.91245272950982,756.6855357412351,802.6926273401725,True,True
37620,Male,graduate,2124.5923886010696,2395,-270.4076113989304,345.9768778401239,256.1772561746426,True,True
37860,Male,graduate,19791.0,20019,-228.0,1267.5574937650758,1465.0474266696115,True,True
37900,Male,graduate,13539.305275226901,13502,37.30527522690136,749.1501852098817,802.3283665453318,True,True
37980,Male,graduate,347125.72878053016,350679,-3553.2712194698397,4632.719611632027,5177.603059395679,True,True
38060,Male,graduate,221870.5711086796,221304,566.5711086796073,3778.5482661995998,4704.291512073374,True,True
38240,Male,graduate,5435.587142768827,6392,-956.4128572311729,548.624643996239,550.6855070835936,False,False
38300,Male,graduate,124135.96111513273,124411,-275.03888486727374,2598.5068789595307,3211.8935971164615,True,True
38340,Male,graduate,7910.0,8041,-131.0,695.854151385188,626.8396559099065,True,True
38540,Male,graduate,3287.1705034971023,3623,-335.82949650289765,408.33687073297705,391.80727252153827,True,True
38860,Male,graduate,31398.0,32706,-1308.0,1303.8477671875655,1944.9094555698475,False,True
38900,Male,graduate,140136.3144099981,138535,1601.3144099981,3086.089110832673,3084.153492673371,True,True
38940,Male,graduate,21396.0,21309,87.0,1287.0,1407.1894796357383,True,True
39150,Male,graduate,10999.0,10863,136.0,816.2683382319811,932.2153461063865,True,True
39300,Male,graduate,74285.0,74860,-575.0,2365.2054879016328,2377.478896975218,True,True
39340,Male,graduate,32784.9854077286,32433,351.98540772859997,1106.0610290576194,1432.3485909207805,True,True
39380,Male,graduate,4427.031193964203,4755,-327.96880603579666,439.92385704801234,427.68440108224615,True,True
39460,Male,graduate,8724.0,8807,-83.0,771.8121533119312,837.478692691641,True,True
39540,Male,graduate,5958.0,5641,317.0,489.0756587686613,856.4902249544358,True,True
39580,Male,graduate,97338.77148255962,95969,1369.7714825596195,2533.4936352791574,2726.0828843486634,True,True
39660,Male,graduate,5566.878114480537,6310,-743.1218855194629,620.6456315805341,685.7243324054548,False,True
39740,Male,graduate,12935.0,12940,-5.0,885.2824408063226,1101.8742438613401,True,True
39820,Male,graduate,4606.0,4658,-52.0,475.96113286696004,519.5113407195747,True,True
39900,Male,graduate,24573.409252283025,24441,132.40925228302513,1143.3730799699633,1302.8973314583384,True,True
40060,Male,graduate,68209.26436178999,67177,1032.2643617899885,1922.9118544540725,2174.6139022673087,True,True
40140,Male,graduate,122413.0,125049,-2636.0,2746.4852084072836,3398.5699203775407,True,True
40220,Male,graduate,10624.343300930226,11346,-721.6566990697738,796.741488815538,875.3334662683503,True,True
40340,Male,graduate,12449.572975370422,12959,-509.4270246295782,725.4136750847754,1110.035548084219,True,True
40380,Male,graduate,55579.13637685245,55172,407.1363768524534,1769.1732532457074,2002.792883514666,True,True
40420,Male,graduate,9818.0,9925,-107.0,796.3227988699056,809.7252462178143,True,True
40580,Male,graduate,2497.0,2379,118.0,387.0064598944054,427.1962384212319,True,True
40660,Male,graduate,2363.847460508168,3186,-822.1525394918322,445.4862511907635,294.04387853691924,False,False
40900,Male,graduate,108520.0,109266,-746.0,2691.3227231233345,2735.207766172663,True,True
40980,Male,graduate,4850.0,5186,-336.0,481.7115319358672,849.1752265419075,True,True
41060,Male,graduate,5224.050205480617,5312,-87.94979451938343,497.6755971513974,713.6114972218352,True,True
41100,Male,graduate,9973.0,9956,17.0,899.5365473397954,962.8634111343365,True,True
41140,Male,graduate,2911.8179210518047,2737,174.81792105180466,318.30959771895033,359.207467983978,True,True
41180,Male,graduate,137538.39244609655,137134,404.39244609655,2767.733729967534,3047.876988544988,True,True
41420,Male,graduate,13502.314527814937,13474,28.31452781493681,902.2466403373304,1040.2685142847524,True,True
41500,Male,graduate,15592.599773669988,15688,-95.40022633001172,811.8066272210397,732.2549442251438,True,True
41540,Male,graduate,4828.8882946894055,3946,882.8882946894055,538.0724858232393,473.0185418507104,False,False
41620,Male,graduate,63185.7835039016,63405,-219.21649609840097,2005.9618640442793,2322.763743653353,True,True
41660,Male,graduate,3078.3224728418645,3175,-96.67752715813549,495.61376090661565,468.132184889954,True,True
41700,Male,graduate,104041.01422979456,104204,-162.98577020544326,3064.3421806319216,3221.4835417515696,True,True
41740,Male,graduate,193881.0,193388,493.0,3260.951088256308,3902.5257445574593,True,True
41780,Male,graduate,2688.7588338690107,3803,-1114.2411661309893,378.08729150819124,293.76481276983446,False,False
41860,Male,graduate,387307.0,385812,1495.0,4697.502740818785,4743.365914679549,True,True
41940,Male,graduate,208546.40022633004,211286,-2739.5997736699646,3099.8324148250335,3405.604118705814,True,True
42020,Male,graduate,13126.0,13635,-509.0,867.8991876940547,948.164001414708,True,True
42100,Male,graduate,14877.0,15045,-168.0,916.5576904919842,922.351588014977,True,True
42140,Male,graduate,13414.395188062188,13700,-285.604811937812,780.8719485293348,872.7378576353271,True,True
42200,Male,graduate,20867.0,20629,238.0,968.0196279001785,1124.4631504861554,True,True
42220,Male,graduate,22887.0,22839,48.0,1058.9886684946161,1219.1718046418848,True,True
42340,Male,graduate,16697.36196115658,17498,-800.638038843419,1182.4356219262002,1145.8008338639524,True,True
42540,Male,graduate,18722.00335303926,19426,-703.9966469607389,971.79112982163,1044.2499686372814,True,True
42660,Male,graduate,271537.0,272542,-1005.0,4111.9188951145425,4884.334626044012,True,True
42680,Male,graduate,8795.0,9122,-327.0,693.4911679322239,730.7998359793877,True,True
42700,Male,graduate,2194.6961762960477,2857,-662.3038237039523,452.08185099603367,323.49380352511605,False,False
43100,Male,graduate,3902.0,3738,164.0,414.5202045739146,647.3181600138761,True,True
43300,Male,graduate,3460.8076983500464,3536,-75.1923016499536,447.46619984083713,348.0956654221221,True,True
43340,Male,graduate,11182.57006617384,11472,-289.4299338261608,935.0406408279803,988.0287813372062,True,True
43420,Male,graduate,4486.6529963806515,5057,-570.3470036193485,514.8844530571884,462.6015035655438,False,True
43580,Male,graduate,2987.991566359565,2790,197.99156635956479,377.73668077114246,384.0997578864265,True,True
43620,Male,graduate,11014.210080543746,10189,825.2100805437458,733.0163708949481,952.1356925192774,False,True
43640,Male,graduate,11847.0,11650,197.0,977.4870843136497,1371.085938192789,True,True
43780,Male,graduate,12271.840957071927,12053,218.84095707192682,751.2848993557637,880.1039803517473,True,True
43900,Male,graduate,10130.740439477335,9671,459.7404394773348,686.7233795350206,946.7935415431925,True,True
44060,Male,graduate,22717.783575498423,22949,-231.21642450157742,1160.856149572375,1174.685369848964,True,True
44100,Male,graduate,9654.072152648223,9531,123.07215264822298,665.1924533546663,760.0575926536361,True,True
44140,Male,graduate,15083.0,14788,295.0,1008.9350821534555,1004.8746104527172,True,True
44180,Male,graduate,16056.99259909139,16288,-231.00740090860927,972.9234296695706,1063.3029639134534,True,True
44220,Male,graduate,3237.0,3165,72.0,348.226937499097,445.7701118513892,True,True
44300,Male,graduate,12024.0,12067,-43.0,780.0544852765094,955.2313303364007,True,True
44420,Male,graduate,4729.637114282819,4207,522.6371142828193,511.1105555552536,526.8787033891348,False,True
44700,Male,graduate,17366.0,16379,987.0,1031.097958488911,1208.5030313780765,True,True
44940,Male,graduate,2197.606888301823,2198,-0.39311169817710834,465.4825453225932,433.1754968556647,True,True
45060,Male,graduate,28653.658905815348,29804,-1150.3410941846523,1161.414654634597,1217.973556182915,True,True
45220,Male,graduate,20920.1967217937,20654,266.1967217937017,1060.0853739204215,1128.4385682296493,True,True
45300,Male,graduate,148294.0,147264,1030.0,3306.688676002021,3454.9512096992776,True,True
45460,Male,graduate,4248.065347444578,4227,21.065347444578038,498.45762106722776,513.1554722094914,True,True
45500,Male,graduate,2723.772994161771,3315,-591.2270058382292,480.9251501013437,340.37101032030074,False,False
45780,Male,graduate,20564.507382217627,20377,187.5073822176273,1045.799694014107,1120.068131826562,True,True
45820,Male,graduate,7468.486300829377,7660,-191.5136991706231,715.3747269788051,822.2833430845604,True,True
45900,Male,graduate,8121.73165253927,8815,-693.2683474607302,604.3260709252911,619.1067501150915,False,True
45940,Male,graduate,27090.0,27196,-106.0,1157.4890928211807,1413.5584162924608,True,True
46060,Male,graduate,58001.42889132039,56615,1386.4288913203927,1703.1130320680422,1923.6924837938705,True,True
46140,Male,graduate,33361.87480761431,33590,-228.12519238569075,1082.943211807526,1444.2405501296491,True,True
46220,Male,graduate,9588.755540989976,9270,318.755540989976,756.4000264410361,830.9852818179608,True,True
46300,Male,graduate,2800.400926185426,2766,34.400926185426215,478.0742620137587,478.2066159565312,True,True
46340,Male,graduate,7324.0,7283,41.0,712.5594712022288,725.5271520944272,True,True
46520,Male,graduate,47896.0,47895,1.0,1567.346164700064,1915.943300405834,True,True
46540,Male,graduate,10686.810309376755,10160,526.810309376755,694.0792461959945,842.0496953949173,True,True
46660,Male,graduate,3766.4172321790575,3776,-9.582767820942536,490.657721838758,558.3361421560821,True,True
46700,Male,graduate,12011.0,12879,-868.0,875.7773689699911,777.6461516123512,True,True
47020,Male,graduate,1742.836032322327,1712,30.8360323223269,297.370139724889,216.7129108658958,True,True
47220,Male,graduate,2815.271219469858,2574,241.2712194698579,391.3502267790323,369.910008416975,True,True
47260,Male,graduate,78627.47160413131,78580,47.471604131307686,1989.0344391186393,2706.0774966747854,True,True
47300,Male,graduate,6997.0,6961,36.0,657.8852483526288,696.4850158375627,True,True
47380,Male,graduate,9411.636649241978,9702,-290.3633507580216,854.694097323715,899.5747109047813,True,True
47460,Male,graduate,2512.3134372851396,2845,-332.68656271486043,345.1419997624166,290.9972687450052,True,True
47580,Male,graduate,7662.196635566613,8328,-665.8033644333873,893.4343848319248,714.0072755985966,True,True
47900,Male,graduate,573170.1637839464,574118,-947.8362160535762,6028.203712549867,6058.232217757729,True,True
47930,Male,graduate,19026.0,18452,574.0,1197.1570490123675,1251.9205466691967,True,True
47940,Male,graduate,4379.461295025476,5109,-729.5387049745241,513.4870981826126,584.5338674777046,False,True
48060,Male,graduate,3449.1379982529907,3371,78.13799825299066,345.7831690525148,376.1441439507702,True,True
48140,Male,graduate,3734.0,3597,137.0,348.6674633515436,534.4923712411619,True,True
48260,Male,graduate,2650.3989051355047,2475,175.39890513550472,290.25678286648184,282.06186709428243,True,True
48300,Male,graduate,4320.0,4112,208.0,411.2955141987328,573.3090506764219,True,True
48540,Male,graduate,3379.189094513122,4127,-747.8109054868778,400.9563567272628,318.895887979032,False,False
48620,Male,graduate,22711.173208201966,23033,-321.8267917980338,1136.9208415716548,1547.525637735694,True,True
48660,Male,graduate,3632.2887304489836,3757,-124.71126955101636,397.49591192866376,507.0084096920707,True,True
48680,Male,graduate,9159.0,8948,211.0,970.0896865754218,899.5383598970363,True,True
48700,Male,graduate,3145.540553847296,3213,-67.459446152704,429.7452733887832,423.69297645715784,True,True
48900,Male,graduate,21128.0,21090,38.0,1073.9352866909626,1190.756688491083,True,True
49020,Male,graduate,5714.954768264582,5778,-63.04523173541838,608.3954306205792,542.653698090688,True,True
49180,Male,graduate,24504.219622571418,24357,147.21962257141786,1308.5495787321167,1148.087634571082,True,True
49340,Male,graduate,46920.0,46550,370.0,1546.0300773270874,1811.905111386217,True,True
49420,Male,graduate,5167.0,4973,194.0,480.08957497533726,512.001196059394,True,True
49620,Male,graduate,13928.0,14005,-77.0,845.7073962074589,1039.2095950450757,True,True
49660,Male,graduate,11127.0,10899,228.0,683.2232431643408,798.9001394949183,True,True
49700,Male,graduate,3597.0,3254,343.0,466.3410768954414,642.0935687625675,True,True
49740,Male,graduate,4104.282552546492,3998,106.2825525464923,491.9136103016464,452.25032272481764,True,True
10180,Male,bachelors,9198.515996674312,8753,445.5159966743122,655.0,678.9003793292931,True,True
10420,Male,bachelors,52059.0,51570,489.0,1460.0,1943.4507175028905,True,True
10500,Male,bachelors,5061.172649580197,5002,59.172649580196776,539.0,627.6177819983322,True,True
10540,Male,bachelors,7394.518397291432,6398,996.5183972914319,645.0,656.2564198280846,False,False
10580,Male,bachelors,72387.3008134615,73312,-924.6991865385062,1805.0,1905.3982788842898,True,True
10740,Male,bachelors,57709.26835746588,58146,-436.7316425341196,2152.0,2118.7425072647416,True,True
10780,Male,bachelors,5739.87817404598,5928,-188.1218259540201,658.0,497.7544452981695,True,True
10900,Male,bachelors,61731.0,61698,33.0,1520.0,2221.422185399761,True,True
11020,Male,bachelors,6070.861772679927,7090,-1019.1382273200734,530.0,557.891855605344,False,False
11100,Male,bachelors,15110.281736333285,15034,76.28173633328515,922.0,1139.3338240748433,True,True
11180,Male,bachelors,9857.0,9739,118.0,655.0,833.1932307499263,True,True
11200,Male,bachelors,10967.891598388827,11042,-74.10840161117267,755.0,753.1927937205852,True,True
11260,Male,bachelors,26452.377465217698,26594,-141.62253478230195,1250.0,1767.652199725658,True,True
11460,Male,bachelors,30711.0,30858,-147.0,1067.0,1668.9276542959406,True,True
11500,Male,bachelors,4441.0,4219,222.0,409.0,596.156715168084,True,True
11540,Male,bachelors,17039.65113744623,18899,-1859.3488625537684,833.0,1097.4865196169292,False,False
11700,Male,bachelors,35708.54271297505,36474,-765.4572870249467,1572.0,1596.4827630600562,True,True
12020,Male,bachelors,14434.14370761157,13995,439.1437076115708,903.0,907.6300465451075,True,True
12060,Male,bachelors,515665.8803497604,516190,-524.1196502395906,6393.0,5800.932778291066,True,True
12100,Male,bachelors,27825.0,27828,-3.0,1140.0,1385.8305892708352,True,True
12220,Male,bachelors,12679.357158984225,12790,-110.64284101577505,969.0,1024.7527103543796,True,True
12260,Male,bachelors,34662.584433983226,35482,-819.4155660167744,1560.0,1799.397516322968,True,True
12420,Male,bachelors,265864.61937197024,264771,1093.6193719702424,4345.0,4424.781693713475,True,True
12540,Male,bachelors,31145.0,31233,-88.0,1433.0,1690.9543038466475,True,True
12580,Male,bachelors,221296.26283846502,218810,2486.262838465016,3487.0,3458.2582935013547,True,True
12620,Male,bachelors,8908.908221870366,8853,55.908221870366106,685.0,734.6827325411447,True,True
12700,Male,bachelors,21731.98422087989,21892,-160.01577912010907,1069.0,1279.087935767112,True,True
12940,Male,bachelors,50162.40767009479,49191,971.4076700947917,1723.0,2371.4332379901007,True,True
12980,Male,bachelors,6592.468084414252,6596,-3.531915585747811,624.0,583.2689959301359,True,True
