cbsa,sex,edu4,est,published,gap,pub_moe,moe,pass_pub_moe,pass_combined_moe
38860,Male,some_college,54270.0,54167,103.0,1843.966919442971,2143.4113600960386,True,True
38900,Male,some_college,265891.5180084832,266379,-487.48199151677545,3950.0240505596926,4387.667767201434,True,True
38940,Male,some_college,58530.0,57777,753.0,2383.014897141854,2256.6303122989043,True,True
39150,Male,some_college,34324.0,34529,-205.0,1419.3586579860637,1233.9924491776683,True,True
39300,Male,some_college,139102.0,140451,-1349.0,3544.787863892563,3675.896696936681,True,True
39340,Male,some_college,59504.664766366164,58680,824.6647663661643,1743.3189610624902,1804.0192260559356,True,True
39380,Male,some_college,19638.52266806509,20078,-439.4773319349115,1088.0542265898332,992.0650126571859,True,True
39460,Male,some_college,24185.0,24282,-97.0,1309.9545793652542,1143.0188720292417,True,True
39540,Male,some_college,21958.0,21573,385.0,1107.6560838094106,1378.4299069811275,True,True
39580,Male,some_college,114037.71392870393,115872,-1834.2860712960683,3329.0073595593026,2931.410138469377,True,True
39660,Male,some_college,18872.900276081935,18402,470.90027608193486,1033.337311820298,1100.6261656987688,True,True
39740,Male,some_college,34051.0,33151,900.0,1503.7423316512707,1658.817420889427,True,True
