cbsa,sex,est,published,gap,pub_moe,moe,n_alloc,pass_pub_moe,pass_combined_moe
38860,Female,0.3856010703993413,0.39416020937034946,-0.008559138971008184,0.026134933774099547,0.04083641915835971,271.0,True,True
30340,Male,0.48223487930566855,0.47569349079923096,0.006541388506437595,0.060943160760444884,0.10301515400310815,60.0,True,True
21660,Female,0.43475,0.414814200398142,0.01993579960185804,0.029773807643307264,0.043970175977777054,250.0,True,True
32780,Female,0.31994007082538817,0.30989223542415034,0.010047835401237826,0.057763634326878366,0.06408879126403781,91.0,True,True
24540,Female,0.24266031883430714,0.24372452263462777,-0.0010642038003206289,0.03272128734697112,0.037881353090426714,134.0,True,True
16580,Female,0.381960551557123,0.40646528881823,-0.024504737261107024,0.04613805257771547,0.05068387096835171,122.22437020749214,True,True
19500,Male,0.5172142696197431,0.5982905982905983,-0.08107632867085512,0.06205345342960304,0.07087978065247531,85.20371429704701,False,True
27140,Female,0.4586946715197339,0.45100747868337066,0.007687192836363266,0.030511678268795604,0.028694992921562038,319.3014983243319,True,True
43620,Female,0.3221632458112426,0.27770941788925696,0.044453827921985656,0.037659114291979774,0.04598405224089196,108.13618358729192,False,True
31860,Male,0.42232704402515725,0.4554425837320574,-0.03311553970690018,0.07005044739139193,0.09216598807277913,61.0,True,True
49740,Male,0.4235944153012033,0.4033057851239669,0.020288630177236366,0.05759417677554026,0.06449862031377383,163.87857080824307,True,True
38240,Male,0.45528867726510575,0.4534992223950233,0.0017894548700824187,0.0819858923160938,0.08106587335696296,59.86622040324062,True,True
36420,Male,0.4633441868008308,0.42236645032451325,0.04097773647631753,0.018053641408695753,0.027740688209903656,694.7440225966975,False,False
14580,Female,0.3442622950819672,0.3568953568953569,-0.01263306181338969,0.05542045299311968,0.08055256333425709,52.0,True,True
47940,Female,0.41909606704113267,0.3864149394623435,0.03268112757878916,0.04550535498465477,0.07253214345302159,86.01613695548122,True,True
31080,Female,0.5393779649991274,0.536286428703151,0.0030915362959763604,0.006761754248899975,0.007071073394375119,11698.0,True,True
46700,Female,0.401381948300327,0.4140596018300977,-0.012677653529770738,0.02825128822797145,0.036287538861342825,287.0,True,True
37100,Female,0.45944456689442364,0.43590024864706745,0.0235443182473562,0.02335545697410705,0.026727075827098972,541.0,False,True
17140,Male,0.4674340722887336,0.45460922885055083,0.012824843438182798,0.014916360866828926,0.01954624327311664,1386.8951421070751,True,True
19430,Female,0.4171779141104294,0.4026865024915144,0.01449141161891504,0.02898502549189918,0.028673425483943648,413.0,True,True
48260,Male,0.5050685045823152,0.4998486224644263,0.00521988211788893,0.09253452653069112,0.050527925339818126,86.5887427471774,True,True
22500,Female,0.5493803329356053,0.5100920154348472,0.03928831750075812,0.05182418240097572,0.05641938819826046,135.23899715002474,True,True
43900,Male,0.38389023113289705,0.40294614086235997,-0.019055909729462917,0.03794485479063361,0.04441410000583249,213.53701141771103,True,True
28700,Female,0.28748860142457683,0.29542410714285716,-0.007935505718280333,0.044876292695474294,0.03320661196064188,120.82688404541574,True,True
14460,Male,0.5543216242504394,0.54870222591022,0.005619398340219406,0.011520338193620852,0.012159164680489568,4566.282902702727,True,True
10740,Female,0.4889006663422685,0.49344322568784854,-0.004542559345580066,0.031382314049718224,0.029593743966662627,512.1965077786225,True,True
29740,Male,0.5713049747656813,0.5664164019636153,0.004888572802066005,0.06084996282552463,0.06636137529616397,122.0,True,True
28880,Female,0.4076058444195545,0.42078095875352484,-0.01317511433397034,0.034786288006730906,0.03175329562502272,375.7039521621044,True,True
15380,Female,0.47442880733492715,0.4672643972609488,0.007164410073978333,0.02293738766095098,0.027805079237924666,797.0,True,True
48660,Male,0.45070463809929767,0.4314675278076785,0.019237110291619175,0.06821547756025984,0.06669499913309002,146.3941428145181,True,True
26420,Female,0.385771135931708,0.38224416523520915,0.0035269706964988212,0.010848083265103257,0.010459960235464038,3304.91541931448,True,True
41660,Male,0.44206883217202336,0.4029445073612684,0.03912432481075495,0.09462712673133022,0.08935421875601873,64.6543136359811,True,True
15180,Male,0.3912394597418103,0.3991549922170336,-0.007915532475223308,0.039582138033193444,0.04009123343455942,223.0,True,True
45500,Male,0.46771309573747016,0.5064385931193542,-0.03872549738188408,0.08062975341036185,0.05253888445414068,129.57948420668137,True,True
12940,Male,0.5140480067159098,0.5181119648737651,-0.0040639581578553186,0.031539055067063254,0.031518466889675065,536.47732270507,True,True
11020,Female,0.37373988781543294,0.39237490071485304,-0.0186350128994201,0.06528840347866563,0.05982334604653235,75.58971676210606,True,True
18880,Female,0.2919195040725991,0.30532567422841006,-0.01340617015581097,0.043155826869107225,0.049964717980033074,129.25156009579862,True,True
47220,Female,0.47129264870806414,0.4217788155381023,0.04951383316996183,0.04517708386602487,0.061462939735760516,93.56039260779032,False,True
26140,Male,0.5318361303060217,0.5126237623762376,0.01921236792978409,0.09186626746857635,0.10690675463468698,73.0,True,True
