cbsa,sex,band,est,published,gap,pub_moe,moe,pass_pub_moe,pass_combined_moe
46140,Female,40-44,33749.17792652192,33364,385.1779265219229,742.0,1107.7121470707168,True,True
46140,Female,35-39,34988.530456989654,35513,-524.4695430103457,740.0,1070.0956730819912,True,True
36420,Male,45-49,41755.66983708778,42233,-477.33016291222157,202.0,1027.0397975650944,False,True
36420,Male,35-39,53450.55464893762,53164,286.5546489376211,1282.0,2140.985444953893,True,True
46140,Female,45-49,30866.983537330278,30655,211.9835373302776,171.0,374.06639611473815,False,True
36420,Male,40-44,48054.96678539636,48223,-168.03321460363804,1253.0,2231.0647513879107,True,True
22900,Male,30-34,7534.711573607367,7586,-51.28842639263257,208.0,175.48659098481494,True,True
22900,Female,65-69,6809.105659064989,6665,144.10565906498869,549.1019941686608,526.5431490621313,True,True
38300,Female,35-39,76948.04145679862,78169,-1220.9585432013846,1609.0,2061.191603597758,True,True
37980,Male,50-54,190933.7913137265,192095,-1161.2086862734868,191.0,1431.175234436559,False,True
29540,Female,60-64,18822.0,18947,-125.0,921.6213973210474,1079.9021572815059,True,True
38300,Female,40-44,73554.69971990983,72911,643.699719909826,1570.0,1889.4857001867056,True,True
38300,Female,45-49,67158.35026405026,67317,-158.64973594974435,226.0,651.6690529581472,True,True
30140,Female,25-29,3756.0,3848,-92.0,97.0,115.20932221938466,True,True
23900,Female,30-34,2805.108193075103,3000,-194.89180692489708,62.0,155.7682389152697,False,False
37980,Male,65-69,165986.86095395838,167497,-1510.139046041615,2669.580678683452,2880.988032811322,True,True
48700,Male,35-39,3615.2329381510813,3718,-102.76706184891873,334.0,355.5375483776526,True,True
48700,Female,65-69,3879.724364805182,3934,-54.27563519481782,325.0876804802052,251.23411573942846,True,True
48700,Female,50-54,3462.3372226107535,3499,-36.66277738924646,158.0,173.19243547462793,True,True
25420,Male,18-24,26926.0,26606,320.0,878.1400799416913,733.6841077679481,True,True
27780,Male,65-69,5113.0,5026,87.0,395.28470752104744,403.37650742668444,True,True
44300,Male,30-34,5631.0,5642,-11.0,224.0,285.40536670672475,True,True
25420,Male,30-34,20352.0,20795,-443.0,51.0,646.9248773862774,False,True
48700,Male,45-49,3000.6964717470246,2926,74.69647174702459,67.0,96.0092438240482,False,True
44300,Male,18-24,20756.0,20475,281.0,1223.3981363399243,830.539061616761,True,True
11020,Male,30-34,3779.627425765785,4017,-237.37257423421488,158.0,181.40248037280531,False,True
27780,Male,50-54,4355.0,4376,-21.0,73.0,178.05937749104933,True,True
11020,Male,18-24,5111.461790205748,5248,-136.538209794252,349.15469350991117,246.964703587686,True,True
39740,Male,25-29,13520.0,13546,-26.0,33.0,295.21861320892356,True,True
16860,Female,35-39,18003.27270151621,18450,-446.72729848379095,962.0,870.0987459527718,True,True
12060,Female,45-49,219629.91798216623,219116,513.9179821662256,457.0,1035.0484601294697,False,True
12060,Female,40-44,225253.477110728,224013,1240.4771107280103,3529.0,3974.8603519784647,True,True
12060,Female,35-39,227085.52410586656,229189,-2103.475894133444,3568.0,3900.3731226762334,True,True
23580,Male,55-59,6747.0,6642,105.0,529.0,501.40722559612163,True,True
10500,Male,50-54,4278.57633294833,4158,120.57633294832976,184.0,178.7265742538592,True,True
10500,Male,65-69,3401.2606077954724,3456,-54.739392204527576,351.7456467392312,392.0560245987989,True,True
31420,Female,65-69,6934.336700196855,6972,-37.66329980314458,557.0718086566578,443.65461425658424,True,True
31420,Male,55-59,7300.09186217149,6928,372.09186217149,461.0,515.2758438056053,True,True
31420,Female,50-54,7103.647950178879,7297,-193.352049821121,202.0,190.55476304381855,True,True
15260,Female,55-59,3719.7145521587126,4131,-411.28544784128735,413.0,299.6410386976374,True,True
40660,Male,18-24,4888.897784718487,4881,7.897784718486946,436.6577607234297,263.6799547787301,True,True
14460,Female,45-49,147638.1536109371,148371,-732.8463890629064,169.0,941.2913123652527,False,True
14460,Male,45-49,144191.8174378585,144320,-128.1825621415046,204.0,809.4862830566839,True,True
14460,Female,35-39,174031.71194587438,173822,209.71194587438367,2242.0,2831.546056548046,True,True
14460,Male,35-39,174278.37328081147,172031,2247.373280811473,2812.0,2674.9072906011056,True,True
39300,Male,40-44,52027.0,51549,478.0,1473.0,1789.2128934003356,True,True
14460,Female,40-44,158547.5409172834,157541,1006.5409172833897,2256.0,2769.7619310575283,True,True
14460,Male,40-44,156578.54692604652,157766,-1187.453073953482,2853.0,2816.65181930839,True,True
39300,Male,35-39,55890.0,56774,-884.0,1465.0,1844.6218704069813,True,True
11200,Female,60-64,5399.115467428944,5164,235.1154674289437,446.80644579056826,346.27698027717526,True,True
17020,Female,55-59,6384.0,6371,13.0,447.0,511.4675098381128,True,True
25260,Male,30-34,7131.0,7448,-317.0,36.0,398.6361460279286,False,True
34900,Male,60-64,4590.0,4631,-41.0,655.6645483782085,596.077729302144,True,True
20940,Male,18-24,9603.0,9669,-66.0,811.6464747659537,302.2216903843105,True,True
34940,Female,25-29,8549.0,8385,164.0,88.0,216.10942939862665,False,True
45220,Female,18-24,37594.21010389572,38220,-625.7898961042811,1469.0983629423865,785.7817623346556,True,True
42700,Male,30-34,2831.826931807361,2432,399.8269318073608,84.0,189.31729520741803,False,False
42680,Female,45-49,4088.0,4103,-15.0,53.0,95.93890469981403,True,True
45220,Female,30-34,12438.391564562507,12667,-228.60843543749252,179.0,210.5021669344023,False,True
42700,Female,50-54,2766.239474913728,2747,19.239474913727918,53.0,131.9012101328305,True,True
48680,Male,60-64,5437.0,5117,320.0,610.4834150081392,691.840730383446,True,True
42700,Male,18-24,4123.724658931515,3072,1051.7246589315146,322.78011091143765,194.2802687585168,False,False
42680,Female,35-39,3838.0,3763,75.0,443.0,425.20752199367314,True,True
39460,Male,30-34,4528.0,4318,210.0,77.0,437.0401561856187,False,True
39460,Male,18-24,5335.0,5263,72.0,559.1582960128554,333.7686352831105,True,True
28100,Female,25-29,3159.5175284054935,3289,-129.48247159450648,56.0,72.55622853170212,False,False
16300,Male,30-34,9032.300429519237,9371,-338.6995704807632,97.0,433.63979445151966,False,True
20220,Male,50-54,2946.4753036690636,2778,168.47530366906358,89.0,121.67529706170457,False,False
11180,Male,50-54,2839.0,2806,33.0,82.0,137.22938636185037,True,True
26980,Male,50-54,4459.3033664303075,4429,30.303366430307506,138.0,265.0678411321544,True,True
11180,Male,65-69,2685.0,2717,-32.0,294.1054232753963,350.87044071850795,True,True
26980,Male,65-69,3979.5307976532204,4002,-22.46920234677964,395.98989886106943,428.6380883752222,True,True
23460,Male,55-59,3450.79696147937,3353,97.79696147937011,356.0,378.156655285807,True,True
22520,Male,30-34,4384.262667215505,4302,82.26266721550473,236.0,234.10613999786057,True,True
22520,Female,35-39,4347.191018506107,4136,211.19101850610696,397.0,489.0719376485441,True,True
22520,Female,40-44,4700.726365874495,4737,-36.27363412550494,395.0,507.7889504700697,True,True
23460,Female,50-54,3569.266640474861,3574,-4.733359525138894,90.0,108.48353450325413,True,True
20020,Female,55-59,5223.0,5118,105.0,331.0,395.86421721816436,True,True
19300,Female,30-34,7464.0,7288,176.0,101.0,483.8530586797504,False,True
41660,Male,55-59,3085.654962676956,3267,-181.34503732304393,289.0,308.65430985009453,True,True
30980,Male,55-59,8413.760363279765,8374,39.76036327976544,569.0,541.5533899071607,True,True
47020,Male,25-29,3080.1864467040905,3008,72.18644670409049,129.0,134.91112354953702,True,True
15540,Female,60-64,8281.248752027032,8285,-3.7512479729684856,595.3360395608518,663.1756439132386,True,True
15540,Male,25-29,7637.3690509281005,8114,-476.6309490718995,209.0,257.48044985707384,False,False
22900,Female,50-54,7179.507103663399,7300,-120.492896336601,201.0,179.82352841342404,True,True
22900,Male,18-24,10042.764870279469,9821,221.7648702794686,523.9837783748653,217.2036925396458,True,True
48700,Male,40-44,3233.980885065694,3265,-31.01911493430589,311.0,354.914174649412,True,True
30140,Male,55-59,4415.0,4514,-99.0,377.0,510.0799914964319,True,True
23900,Female,18-24,4922.745024679166,5112,-189.2549753208341,330.29229479356616,363.83524823744574,True,True
16860,Female,40-44,18945.415810609073,18565,380.41581060907265,963.0,946.8719407804764,True,True
16860,Female,45-49,17473.314900190955,17422,51.314900190955086,144.0,265.1973040019434,True,True
40660,Male,30-34,3300.2119391299934,3249,51.211939129993425,35.0,114.49103309745682,False,True
26900,Female,55-59,64340.396112565875,64820,-479.6038874341248,1873.0,2063.812560388135,True,True
21780,Male,30-34,8978.713421396978,8771,207.71342139697845,103.0,198.0268909579863,False,True
31140,Male,18-24,56839.12132416179,56582,257.1213241617879,1226.7412115030618,683.3293463438358,True,True
21780,Male,18-24,11940.122069781857,11980,-39.877930218142865,603.6505611692911,317.02870774474167,True,True
31140,Male,30-34,47351.169343664245,47746,-394.8306563357546,302.0,691.3279104917766,False,True
45460,Male,65-69,4678.540673820175,4717,-38.45932617982544,478.60213121130164,372.29846807889925,True,True
18020,Female,65-69,2193.877737691358,2145,48.87773769135811,317.4161306550126,249.15086127931772,True,True
34620,Male,55-59,3193.0,3282,-89.0,312.0,324.5497871359647,True,True
45820,Male,25-29,6863.940997483704,6780,83.94099748370445,100.0,196.2424567823617,True,True
19740,Female,30-34,128438.0297372796,128113,325.0297372796049,154.0,676.0297409071344,False,True
19740,Female,18-24,118316.39734287295,117710,606.3973428729514,1735.4950302435325,781.9384181349502,True,True
14500,Female,30-34,10356.604654135868,10250,106.60465413586826,29.0,276.8811763711632,False,True
14500,Female,18-24,24499.747305318848,24575,-75.2526946811522,1240.9121644983582,630.3903280850633,True,True
22660,Male,55-59,9515.0,9601,-86.0,579.0,670.7818055159591,True,True
24300,Female,60-64,5467.165517500301,5616,-148.83448249969933,505.15938078986517,551.1884212397331,True,True
28940,Female,35-39,29498.269712607056,29296,202.26971260705614,1072.0,1275.5048423171147,True,True
34100,Female,25-29,3507.0052485089745,3513,-5.994751491025454,165.0,162.94004271586772,True,True
28940,Female,40-44,28616.5163622081,28337,279.5163622081018,1045.0,1293.4450659504905,True,True
34980,Female,25-29,79714.45872524208,79969,-254.54127475792484,461.0,796.3933528673134,True,True
17300,Female,30-34,13547.34846290167,13635,-87.65153709833066,120.0,188.82680826854332,True,True
17300,Female,18-24,15668.434141631891,16125,-456.5658583681088,872.8000916590236,288.6266080888864,True,True
28700,Female,55-59,11883.61065191408,11483,400.6106519140794,596.0,616.067083003123,True,True
28940,Female,45-49,27273.769154215646,28007,-733.2308457843537,277.0,373.96958700722047,False,False
17420,Female,60-64,4513.0,4449,64.0,425.9624396587098,479.41083118891885,True,True
27180,Female,60-64,6159.1937263678155,6285,-125.80627363218446,499.14426772226886,430.3728823332183,True,True
35620,Female,55-59,679955.1379982743,681448,-1492.8620017257053,5880.0,6061.723573084611,True,True
21300,Female,60-64,3217.7173249192647,3139,78.71732491926468,326.683332908185,236.37763987482805,True,True
45060,Male,65-69,18848.86018905386,19211,-362.13981094614064,715.6144213191906,598.1748698729265,True,True
28880,Female,60-64,24351.776860452188,23905,446.776860452188,1039.6634070698074,944.603011634852,True,True
48060,Male,30-34,4491.054157505515,4689,-197.94584249448508,24.0,151.28554862457594,False,False
48060,Male,18-24,8714.913992672173,8356,358.91399267217275,590.208437757374,340.8706134499382,True,True
45060,Male,50-54,19636.511473113445,19690,-53.48852688655461,80.0,257.6174685506946,True,True
15380,Male,60-64,39659.0,39922,-263.0,1446.0625850909773,1206.9730001977052,True,True
24020,Male,50-54,4391.0,4372,19.0,137.0,149.30085611358697,True,True
45060,Female,55-59,22030.76825203672,23019,-988.2317479632802,792.0,676.7517463768932,False,True
40380,Female,45-49,28988.47496308911,29180,-191.52503691089078,223.0,399.6645769782101,True,True
40380,Female,40-44,30050.530003143453,30353,-302.46999685654737,976.0,1269.6152994253514,True,True
40380,Female,35-39,35781.96352183238,35420,361.96352183238196,964.0,1369.3700230080537,True,True
15380,Female,60-64,43388.0,42661,727.0,1336.9644722280393,1520.9972807930988,True,True
48060,Female,60-64,3680.2191323614843,3361,319.2191323614843,323.1129833355509,296.0036044549246,True,True
30700,Male,60-64,10088.294537200502,9561,527.2945372005015,652.7059062089143,767.3979232700683,True,True
12580,Female,50-54,91112.64114491924,92361,-1248.3588550807617,161.0,578.7337693091245,False,False
47900,Female,55-59,204252.51428375498,204833,-580.4857162450207,2438.0,3135.031966660288,True,True
12580,Female,65-69,83424.7046676171,83670,-245.29533238289878,1858.344693537773,1690.7140381374827,True,True
25180,Male,30-34,10549.255077494257,10845,-295.7449225057426,127.0,531.3084434737677,False,True
41540,Male,60-64,4715.998780307078,4275,440.99878030707805,485.3246336216615,341.1358502507852,True,True
25180,Female,30-34,9870.234299473519,10105,-234.76570052648094,125.0,200.28512541219158,False,True
41540,Female,25-29,3593.5782539437287,3836,-242.42174605627133,194.0,178.84199944833654,False,True
25180,Male,18-24,12505.239032125086,12521,-15.760967874914058,715.0202794326885,297.125506700913,True,True
17410,Male,60-64,75919.0,75945,-26.0,1545.9495463953538,1804.1670520651628,True,True
48540,Male,35-39,3972.8154617362115,4406,-433.18453826378845,384.0,301.7992242221936,False,True
10420,Male,25-29,23168.0,23224,-56.0,314.0,597.9364563009601,True,True
48540,Male,45-49,4021.5856432380856,4318,-296.4143567619144,94.0,107.22745084943523,False,False
40220,Female,65-69,11547.577142294138,11059,488.57714229413796,622.371271830569,628.1549520948541,True,True
40060,Female,60-64,46468.882587341184,46363,105.88258734118426,1388.9744418094956,1448.5687875854437,True,True
47260,Female,25-29,62164.308111366314,61848,316.3081113663138,474.0,612.4044683034041,True,True
40060,Male,50-54,41510.361461700966,41593,-82.63853829903383,381.0,597.6393513877255,True,True
40060,Male,65-69,35171.37608692378,35722,-550.6239130762187,1399.6360241148411,1285.2615859056725,True,True
25500,Female,25-29,3930.0,3999,-69.0,112.0,111.74140036262298,True,True
31340,Female,18-24,17367.0,17740,-373.0,1040.0355763145797,714.9929627153683,True,True
31340,Female,30-34,8033.0,8035,-2.0,205.0,208.47868414420694,True,True
33340,Female,65-69,48378.0,47149,1229.0,1608.7986200889159,1679.1800716424818,True,True
24580,Male,40-44,10252.50613418657,10377,-124.4938658134306,566.0,958.8278478937236,True,True
29100,Male,60-64,5438.785411466655,5663,-224.2145885333448,456.1162132614889,488.5049487195163,True,True
27500,Female,65-69,5230.0,5084,146.0,496.42119213426014,614.2521192413584,True,True
20260,Male,40-44,8627.707794482558,8926,-298.2922055174422,460.0,563.5712690299289,True,True
11540,Male,30-34,7823.321968673799,8227,-403.67803132620065,90.0,318.55054417962486,False,False
33340,Female,50-54,46623.0,47450,-827.0,202.0,744.0974351261063,False,False
20260,Male,35-39,8901.649214433806,9393,-491.35078556619374,461.0,555.8676239642817,False,True
27500,Female,50-54,5201.0,5221,-20.0,59.0,250.16172201697847,True,True
20740,Female,18-24,10969.70294895226,11177,-207.29705104774075,619.1558769809102,434.4156460401176,True,True
20260,Male,45-49,7802.74456872202,8024,-221.25543127798028,137.0,191.11610516877292,False,True
11540,Male,18-24,10531.922684642019,10462,69.9226846420188,521.7566482566369,402.5986208984952,True,True
24580,Male,45-49,10029.989053947233,9898,131.9890539472326,121.0,577.3952101696965,False,True
48140,Female,25-29,3908.0,3912,-4.0,93.0,232.759071402169,True,True
28450,Male,25-29,5593.0,5555,38.0,72.0,321.76258870089293,True,True
36780,Female,60-64,5972.0,5584,388.0,424.34891304208617,409.7227426153569,True,True
20740,Female,30-34,5340.3634149880445,5057,283.3634149880445,32.0,297.8910020937044,False,True
24580,Male,35-39,11402.515967585912,11680,-277.4840324140878,545.0,910.3402577731875,True,True
45460,Female,60-64,5390.196308399513,5495,-104.80369160048667,495.94858604496494,381.9908085664889,True,True
18020,Male,55-59,2626.4990929519145,2652,-25.500907048085537,243.0,260.5427107680055,True,True
45460,Male,50-54,5448.2785307572985,5389,59.27853075729854,172.0,297.6670367933705,True,True
18020,Female,50-54,2449.672736768666,2412,37.6727367686658,86.0,86.23627524048284,True,True
41140,Male,45-49,3453.3753858434857,3637,-183.62461415651433,141.0,191.29277748887552,False,True
41140,Male,40-44,4538.188975135221,4151,387.18897513522097,327.0,395.14452622086804,False,True
29940,Female,25-29,4770.0,4281,489.0,271.0,528.6300345574872,False,True
41140,Male,35-39,4184.456185537281,4325,-140.54381446271873,305.0,400.7374108358853,True,True
31700,Male,25-29,15309.775925061329,15292,17.775925061328962,25.0,441.8540003736984,True,True
10740,Male,40-44,31119.040839932022,31295,-175.9591600679778,1179.0,1629.4138713472935,True,True
10740,Male,45-49,26539.06226398371,27011,-471.9377360162907,165.0,577.8107821968831,False,True
10740,Male,35-39,32871.9289340617,32263,608.9289340617033,1230.0,1580.7309060807486,True,True
29740,Male,55-59,5522.0,5303,219.0,577.0,612.732469733937,True,True
22140,Male,65-69,3445.419695769103,3475,-29.580304230897127,340.3307215048327,338.35909703830407,True,True
42140,Female,30-34,4106.421909179731,4254,-147.5780908202687,68.0,150.39898852028404,False,True
42140,Female,18-24,5728.356748589151,5308,420.3567485891508,435.723536201569,221.67382241129525,True,True
42140,Male,55-59,4850.517771723792,4955,-104.48222827620793,397.0,426.3571533362695,True,True
29740,Female,55-59,5867.0,5580,287.0,629.0,548.4305168045447,True,True
22140,Male,50-54,3221.448039785474,3247,-25.551960214525934,78.0,144.53601593842066,True,True
28880,Male,25-29,21056.399370931595,21562,-505.6006290684054,32.0,534.1013034130909,False,True
24020,Male,65-69,4882.0,4779,103.0,415.6404696369207,427.01234334618476,True,True
28740,Female,65-69,5688.936278219831,6161,-472.06372178016863,534.3051562543637,492.16485227095063,True,True
28740,Female,50-54,5880.612921800657,5962,-81.3870781993428,24.0,283.6365810849433,False,True
25180,Female,18-24,10617.0229218209,10840,-222.9770781790994,739.169804578082,287.41130833744745,True,True
27620,Male,25-29,4824.600960172589,5016,-191.3990398274109,131.0,263.3493282547219,False,True
29820,Male,50-54,76773.0,77232,-459.0,0.0,661.862637637146,False,True
29820,Male,65-69,56825.0,57053,-228.0,1892.7023009443403,1476.0559425755177,True,True
16180,Male,25-29,1916.990865000871,1939,-22.009134999128946,83.0,132.28250917936984,True,True
44220,Female,50-54,4267.0,4254,13.0,57.0,95.20770580026597,True,True
41780,Female,60-64,4439.164720760638,5283,-843.8352792393616,450.2887962186046,306.7502243883794,False,False
48540,Male,40-44,4058.742648104201,4449,-390.2573518957988,386.0,288.52882754295956,False,True
44220,Female,65-69,4197.0,4334,-137.0,387.5590277622236,414.26998845257907,True,True
49020,Male,25-29,4535.82985393409,4635,-99.17014606590965,191.0,178.59964927645927,True,True
40220,Female,50-54,10464.59953240155,10416,48.59953240154937,257.0,283.3875399782151,True,True
40220,Male,25-29,9273.05418781033,9251,22.054187810330404,221.0,265.50579055836187,True,True
33340,Male,60-64,49203.0,49305,-102.0,1457.1647127212489,1791.971559283587,True,True
47220,Female,60-64,5349.867779668793,5206,143.86777966879345,529.6461082647545,442.21754939006087,True,True
45940,Male,55-59,12317.0,12183,134.0,702.0,832.1343512776348,True,True
45900,Female,45-49,4263.991158264333,4336,-72.00884173566737,135.0,182.06640289469914,True,True
45900,Female,40-44,4498.7171140582695,4545,-46.282885941730456,316.0,339.0661982281678,True,True
33220,Female,30-34,2570.0452758807332,2650,-79.95472411926676,65.0,74.82410116613315,False,True
33220,Male,35-39,2679.836591398976,2923,-243.163408601024,300.0,235.25990230073447,True,True
33780,Male,60-64,5988.0,6148,-160.0,620.9943639035704,575.790418581275,True,True
33220,Male,45-49,2391.9985599128377,2353,38.99855991283766,92.0,105.72892940069923,True,True
35660,Male,25-29,4219.0,4307,-88.0,25.0,105.51620377932481,False,True
34740,Male,55-59,5736.0,5581,155.0,403.0,558.1874298242034,True,True
45900,Female,35-39,4358.308741355408,4603,-244.69125864459238,309.0,358.4802929168168,True,True
27100,Male,50-54,5463.0,5415,48.0,97.0,212.74722102474104,True,True
13020,Male,60-64,3925.620939484431,4071,-145.3790605155691,384.68818541774846,282.0090510073054,True,True
12980,Female,65-69,4298.571567939283,4226,72.57156793928334,388.9113009414872,269.9434244874729,True,True
12980,Female,50-54,4255.538301357211,4257,-1.461698642789088,100.0,92.04814387354324,True,True
33780,Female,18-24,5784.0,5637,147.0,437.8687017817099,248.25061200830905,True,True
33220,Male,40-44,2616.9964830808526,2473,143.9964830808526,256.0,218.8529666300286,True,True
28020,Male,18-24,18717.0,19251,-534.0,1009.767299926077,608.3520486938464,True,True
27100,Male,65-69,5358.0,4918,440.0,404.4317000434066,392.7218304092606,False,True
11460,Male,60-64,10873.0,10576,297.0,659.8257345693634,685.896553539599,True,True
25620,Male,18-24,8395.799432919717,8516,-120.20056708028278,577.7525421839354,382.8585190999413,True,True
25620,Male,30-34,4856.610365491163,4896,-39.389634508836934,172.0,221.83586185834778,True,True
22180,Female,55-59,10409.946680145393,10918,-508.05331985460725,555.0,532.9397559260148,True,True
48900,Female,65-69,18341.0,18746,-405.0,1091.92399002861,977.0739188451917,True,True
25860,Male,65-69,11034.958629189106,11020,14.958629189106432,669.0186843429711,541.4431538834062,True,True
20500,Male,18-24,33062.96233391654,32650,412.96233391654096,1276.980031167285,1080.1156654304987,True,True
11700,Female,60-64,15244.379480657519,14836,408.3794806575188,1146.9167362978012,827.4991463188308,True,True
39580,Female,45-49,52663.44125415199,52652,11.441254151992325,102.0,599.2054310060429,True,True
38240,Female,50-54,3070.1068033530682,2952,118.10680335306824,98.0,123.82919119761928,False,True
40580,Male,30-34,4366.0,4388,-22.0,83.0,151.7734269025708,True,True
48900,Female,50-54,14393.0,14270,123.0,133.0,311.91798401783444,True,True
27340,Male,18-24,31356.39248536245,31158,198.3924853624485,1227.0073349414013,1098.033038239262,True,True
39580,Female,35-39,52689.299801374145,54198,-1508.7001986258547,1519.0,1903.0842856260967,True,True
49180,Male,50-54,22348.375650086306,22793,-444.62434991369446,197.0,381.170704582693,False,False
49180,Male,65-69,18241.947584604135,18767,-525.052415395865,1063.4885989045674,890.5765230035704,True,True
25860,Male,50-54,12854.692067011058,12788,66.69206701105759,239.0,238.90554138204647,True,True
38240,Female,65-69,4115.906957040816,4264,-148.09304295918355,440.70965498840616,389.97620195408956,True,True
48900,Male,60-64,17158.0,17193,-35.0,957.0788891204319,823.0721787296361,True,True
40580,Female,60-64,5112.0,5276,-164.0,560.5327822705823,479.90630163866365,True,True
39580,Female,40-44,57856.37203039704,57565,291.37203039704036,1526.0,1972.161214042484,True,True
20500,Male,30-34,22563.27016669827,22455,108.27016669826844,405.0,434.7683312073118,True,True
17660,Male,40-44,6446.657197345155,6079,367.6571973451546,527.0,699.4272145881187,True,True
17660,Male,45-49,5219.167082013543,5441,-221.83291798645678,130.0,192.06437141490946,False,True
46300,Female,65-69,3204.668995070325,3211,-6.331004929675146,379.6656423749718,322.93746429611707,True,True
17660,Male,35-39,5839.993287367812,5793,46.99328736781172,549.0,635.4912778219381,True,True
26820,Female,30-34,5472.327794449055,5758,-285.67220555094536,147.0,184.46484286749288,False,False
30300,Female,60-64,2587.0445462945413,2275,312.0445462945413,262.23081436017395,160.3867286077494,False,False
38540,Male,30-34,3007.6580754640613,3146,-138.3419245359387,79.0,123.21801650910123,False,True
26820,Female,18-24,8440.834485590913,6764,1676.8344855909127,422.22861106277486,193.72207131882794,False,False
30300,Male,25-29,1717.2460563012567,1885,-167.75394369874334,94.0,96.00883960089232,False,False
46300,Female,50-54,2965.1879308761536,2991,-25.812069123846413,86.0,133.79736268398185,True,True
38540,Male,18-24,4542.004123496934,4715,-172.99587650306603,375.3278566799965,249.50385712350078,True,True
22220,Female,25-29,20121.92613690067,20784,-662.0738630993292,127.0,393.80869702889066,False,False
27860,Female,18-24,6671.0,6892,-221.0,659.3663625026682,349.28719276370555,True,True
30780,Male,40-44,24086.0,23730,356.0,1108.0,1249.5004628430518,True,True
30780,Male,45-49,22096.0,21920,176.0,242.0,346.6070041091207,True,True
26300,Female,18-24,3915.665121391201,3342,573.665121391201,431.9050821650516,198.5282259613603,False,False
26300,Female,30-34,2748.579053929812,2958,-209.42094607018817,51.0,103.97021725328116,False,False
27860,Male,25-29,4728.0,4686,42.0,182.0,226.68941584522642,True,True
30780,Male,35-39,24789.0,25085,-296.0,1054.0,1166.1995435398267,True,True
27860,Female,30-34,5050.0,5223,-173.0,106.0,125.50875679111,False,False
14540,Male,25-29,6501.301886559124,6477,24.301886559123886,50.0,201.10303140333707,True,True
28020,Female,60-64,8219.0,7533,686.0,562.4277731406941,632.6704003418763,False,True
28020,Male,30-34,8667.0,8562,105.0,39.0,306.2508918987013,False,True
33220,Female,18-24,2988.7198746078457,3002,-13.280125392154332,305.6108636812507,118.45061791974442,True,True
33780,Female,30-34,4750.0,4736,14.0,84.0,207.3248260821651,True,True
27340,Male,30-34,7967.538067823221,8549,-581.4619321767786,144.0,327.95671827101495,False,False
24780,Male,25-29,5734.0,5708,26.0,87.0,81.3210870331306,True,True
40580,Male,18-24,5900.0,5837,63.0,475.8056325854077,179.15477422469098,True,True
17900,Female,65-69,25362.26886843711,25376,-13.731131562890369,1195.198728245642,953.2277222357947,True,True
34820,Female,60-64,18200.54623295767,18363,-162.45376704233058,1196.1555082847715,826.2023879498952,True,True
17900,Female,50-54,26699.87687796109,26753,-53.12312203890906,158.0,392.5303488586539,True,True
43900,Male,30-34,13072.077260051004,13034,38.07726005100449,51.0,233.33429477812015,True,True
43900,Male,18-24,16757.6231786963,16367,390.6231786962999,822.9355989383373,411.1694453847025,True,True
34820,Male,55-59,12661.212705429061,12599,62.212705429061316,761.0,936.7660121536976,True,True
44940,Female,40-44,3065.7515861395805,3059,6.751586139580468,407.0,372.15501962879875,True,True
40340,Male,25-29,7400.278533598305,7239,161.27853359830533,55.0,364.7641540744053,False,True
43620,Male,25-29,11266.374301894304,10758,508.37430189430415,202.0,421.6014626816671,False,False
24220,Male,60-64,3355.6554288822863,2837,518.6554288822863,303.4237960345233,229.96379053249294,False,False
22020,Male,55-59,6537.124375192042,6119,418.12437519204195,447.0,576.1637856082758,True,True
31860,Male,55-59,2774.0,2702,72.0,264.0,433.9461984192281,True,True
24220,Female,60-64,3413.288795514105,3077,336.288795514105,285.2805636562014,217.55697459583237,False,True
13740,Male,60-64,6246.810995734525,5952,294.810995734525,603.365560833563,504.96905275855164,True,True
33540,Female,55-59,3978.399805717674,3372,606.3998057176741,293.0,377.228773747511,False,False
10540,Female,25-29,4208.596086684667,4277,-68.40391331533283,81.0,168.53434291808924,True,True
24420,Male,25-29,2138.449505171312,2222,-83.55049482868799,142.0,96.6582541891196,True,True
21660,Male,25-29,12747.0,12950,-203.0,49.0,352.7428162858175,False,True
49340,Male,25-29,27682.0,27705,-23.0,7.0,352.75489850603066,False,True
39300,Male,45-49,48482.0,48156,326.0,380.0,611.5666656873967,True,True
44140,Male,25-29,15431.0,15281,150.0,50.0,295.2949117429049,False,True
11260,Male,50-54,11672.259503175439,11876,-203.74049682456098,97.0,544.0746992269899,False,True
11260,Male,65-69,11598.706565153685,10839,759.706565153685,769.452402686482,754.5530156215474,True,True
44940,Female,35-39,3275.973725416265,3326,-50.0262745837349,419.0,369.08981126810454,True,True
44940,Female,45-49,2832.799838468395,2869,-36.20016153160486,113.0,116.43416979900613,True,True
41060,Female,55-59,6278.977895019614,5920,358.97789501961415,338.0,529.2853102038596,False,True
13460,Male,40-44,8762.0,8677,85.0,661.0,740.6094366246625,True,True
32780,Male,60-64,7293.0,7296,-3.0,620.3104061677508,563.2907328269746,True,True
13460,Male,45-49,8243.0,8195,48.0,182.0,373.40974610841374,True,True
13460,Male,35-39,9295.0,9265,30.0,670.0,778.448171587229,True,True
38340,Male,30-34,3471.0,3398,73.0,171.0,241.2284672411198,True,True
44140,Female,25-29,15140.0,14947,193.0,39.0,288.6166446603522,False,True
38340,Male,18-24,6088.0,6340,-252.0,486.5901766373834,373.70765184165015,True,True
