cbsa,category,est,published,gap,pub_moe,moe,pass_pub_moe,pass_combined_moe
19820,asian alone,222312.6686956427,222693.0,-380.3313043572998,1986.0,2476.3147601385,True,True
29620,white alone,352476.0,354191.0,-1715.0,1313.0,2441.9813902758865,False,True
11460,two or more races,32802.0,31227.0,1575.0,1535.0,1926.1977866161617,False,True
45900,two or more races,8599.94340447571,8157.0,442.94340447571085,557.0,859.9921074991067,True,True
29620,asian alone,21729.0,21449.0,280.0,694.0,1061.968033050548,True,True
12980,two or more races,10377.66319900908,12347.0,-1969.336800990921,908.0,918.8546420468073,False,False
41100,black or african american alone,731.0,853.0,-122.0,291.0,274.02436465349206,True,True
36260,some other race alone,25570.702099767994,23882.0,1688.7020997679938,2263.0,3272.177382268551,True,True
30860,two or more races,11196.881690687722,12541.0,-1344.1183093122781,1122.0,1143.9839452298424,False,True
30860,native hawaiian and other pacific islander alone,784.6272467629037,714.0,70.62724676290372,212.0,163.18682498985808,True,True
28740,some other race alone,8212.031136901498,8688.0,-475.96886309850197,1221.0,1028.2174958266662,True,True
48060,american indian and alaska native alone,347.5603941754402,432.0,-84.4396058245598,226.0,187.94938519894728,True,True
46140,american indian and alaska native alone,76708.1682151862,73552.0,3156.168215186204,1513.0,2070.950961530075,False,False
21420,white alone,46192.18071738929,45476.0,716.1807173892885,464.0,467.4162900764866,False,False
21420,asian alone,460.848310217772,798.0,-337.151689782228,118.0,136.59004975996262,False,False
25620,white alone,100251.44923528633,99965.0,286.4492352863308,454.0,621.1211126167973,True,True
25620,asian alone,1663.8162168638812,1610.0,53.81621686388121,342.0,351.3342282101789,True,True
30700,white alone,279258.66687534656,280053.0,-794.3331246534362,1217.0,1749.9806947914926,True,True
30700,asian alone,12951.781969453325,13430.0,-478.21803054667544,706.0,1006.7551731664281,True,True
43580,black or african american alone,5336.8000838708795,7267.0,-1930.1999161291205,453.0,509.64791914675,False,False
45940,two or more races,41229.0,41493.0,-264.0,2801.0,3037.856244602845,True,True
10900,black or african american alone,51982.0,52808.0,-826.0,1730.0,2201.522035825726,True,True
