cbsa,category,est,published,gap,pub_moe,moe,pass_pub_moe,pass_combined_moe
36220,white alone,79449.0,79219.0,230.0,2818.0,3233.4449902163174,True,True
13140,two or more races,48861.0,48870.0,-9.0,2682.0,2422.810873665648,True,True
41660,some other race alone,9365.59052208907,8707.0,658.5905220890709,1202.0,1552.21663505787,True,True
48660,some other race alone,5636.048653206373,4995.0,641.0486532063733,586.0,702.5925566447555,False,True
17780,two or more races,40108.11864482077,39883.0,225.11864482077362,2236.0,2488.86021847616,True,True
15180,some other race alone,40874.0,42760.0,-1886.0,2910.0,3559.4781821565853,True,True
48680,black or african american alone,8498.0,9305.0,-807.0,479.0,491.81387328058366,False,False
45300,white alone,2071832.0,2074981.0,-3149.0,6230.0,6466.24803604977,True,True
29460,white alone,438986.0,438493.0,493.0,3224.0,4342.832681789905,True,True
19660,two or more races,57938.0,60147.0,-2209.0,3372.0,3107.1720003964215,True,True
18880,black or african american alone,24006.9871447284,23507.0,499.98714472839856,843.0,1172.0992504918968,True,True
37860,white alone,368572.0,366424.0,2148.0,1872.0,2017.9855717797516,False,True
45300,asian alone,128238.0,129341.0,-1103.0,1772.0,2159.067513327513,True,True
37460,two or more races,20884.365060221873,19338.0,1546.3650602218731,1138.0,1671.418971637667,False,True
37860,asian alone,13453.0,13426.0,27.0,773.0,950.6992121874036,True,True
15980,american indian and alaska native alone,4548.0,5333.0,-785.0,1451.0,1288.670101245369,True,True
46060,two or more races,222619.70261329808,221126.0,1493.7026132980827,5426.0,5345.170238018269,True,True
46060,native hawaiian and other pacific islander alone,1682.1823710526987,1606.0,76.18237105269873,343.0,468.7888754067497,True,True
29420,black or african american alone,2644.0,2377.0,267.0,448.0,445.10414134082157,True,True
31080,black or african american alone,809799.0,803112.0,6687.0,4531.0,5371.053827398307,False,True
41740,two or more races,710276.0,699565.0,10711.0,9251.0,11388.47616545471,False,True
23420,asian alone,118584.0,117910.0,674.0,1616.0,1920.5464470883674,True,True
46700,black or african american alone,57101.0,57384.0,-283.0,1312.0,1729.6154569282155,True,True
23420,white alone,420743.0,421311.0,-568.0,5462.0,6575.337147826624,True,True
41740,native hawaiian and other pacific islander alone,13335.0,13548.0,-213.0,774.0,1153.5314281197543,True,True
20940,two or more races,61308.0,60055.0,1253.0,3035.0,4746.63951870755,True,True
37100,black or african american alone,15520.0,15401.0,119.0,825.0,964.8959205012735,True,True
47380,asian alone,5012.519389190017,5637.0,-624.4806108099829,562.0,358.785000252993,False,True
45500,some other race alone,4967.544226560921,3468.0,1499.5442265609208,617.0,552.9124274036583,False,False
36220,asian alone,1961.0,2015.0,-54.0,396.0,374.5806234711027,True,True
47020,american indian and alaska native alone,367.55601936375075,254.0,113.55601936375075,122.0,201.5906881024224,True,True
17780,native hawaiian and other pacific islander alone,224.71448187649304,235.0,-10.28551812350696,106.0,161.59006417170474,True,True
13140,native hawaiian and other pacific islander alone,77.0,167.0,-90.0,117.0,82.60046085676521,True,True
47900,two or more races,738064.97239672,737869.0,195.97239671996795,11087.0,13153.332337769594,True,True
49020,two or more races,12016.306874172053,12003.0,13.30687417205263,1182.0,1171.461754884144,True,True
28700,black or african american alone,6727.626637164355,6253.0,474.6266371643551,505.0,514.7830013943213,True,True
18140,two or more races,158374.1197979189,158981.0,-606.8802020811127,4110.0,5439.2486609726875,True,True
49660,white alone,341733.0,340907.0,826.0,1099.0,1339.4543185192992,True,True
19430,black or african american alone,121886.0,121892.0,-6.0,1852.0,2572.322430538209,True,True
17140,some other race alone,42601.941300398874,43402.0,-800.0586996011261,3672.0,3589.3598989895304,True,True
49660,asian alone,3127.0,2960.0,167.0,339.0,481.0138646494506,True,True
31900,two or more races,8997.0,7749.0,1248.0,661.0,828.6152551591722,False,False
22500,black or african american alone,82499.30071503183,84543.0,-2043.69928496817,739.0,779.1044181441953,False,False
24860,american indian and alaska native alone,4862.721108512784,5527.0,-664.2788914872162,1187.0,1134.8194195669914,True,True
43900,some other race alone,10989.551399202883,10532.0,457.55139920288275,1254.0,1740.9344331746265,True,True
34820,two or more races,28698.003000535762,28607.0,91.00300053576211,2106.0,2287.995301738089,True,True
34820,native hawaiian and other pacific islander alone,219.98217348465496,330.0,-110.01782651534504,108.0,190.11887008200856,False,True
13780,white alone,199950.3656188919,203147.0,-3196.6343811081024,648.0,1127.3282899041676,False,False
28880,black or african american alone,75255.31793835579,76403.0,-1147.6820616442128,1833.0,2266.5441657133524,True,True
14460,some other race alone,285555.39176937786,285296.0,259.39176937786397,7574.0,7462.340073513564,True,True
10740,black or african american alone,25893.936344329675,25452.0,441.9363443296752,1496.0,1451.3653151408776,True,True
29740,some other race alone,50370.0,50241.0,129.0,2990.0,3668.5960594045714,True,True
42140,american indian and alaska native alone,5500.92607104302,5097.0,403.9260710430199,386.0,445.05824846706855,False,True
48060,two or more races,7939.3109791812585,8989.0,-1049.6890208187415,825.0,824.7277330841317,False,True
15380,black or african american alone,131964.0,132532.0,-568.0,2308.0,2287.310774697549,True,True
13780,asian alone,10542.653123838329,10543.0,-0.3468761616713891,340.0,408.170139314998,True,True
35620,american indian and alaska native alone,119849.27757038911,124046.0,-4196.722429610891,5590.0,5955.5320322238185,True,True
16980,black or african american alone,1499992.9839039054,1497789.0,2203.983903905377,4443.0,7453.272312548971,True,True
41180,white alone,2005658.8631832462,2008568.0,-2909.136816753773,3620.0,5060.275048236827,True,True
37140,white alone,88947.60614288834,87104.0,1843.6061428883404,306.0,289.4056520068718,False,False
44100,black or african american alone,22620.89929517665,24830.0,-2209.1007048233514,1232.0,1255.90146319032,False,False
41180,asian alone,82654.14031665324,82044.0,610.14031665324,1314.0,1591.9055921869226,True,True
37140,asian alone,748.0404091697147,668.0,80.04040916971474,120.0,100.26181076463448,True,True
43780,black or african american alone,35384.593282656046,36135.0,-750.4067173439544,1202.0,1355.0011634531274,True,True
23060,american indian and alaska native alone,2133.917207470069,2265.0,-131.08279252993088,667.0,549.5677845329307,True,True
29200,american indian and alaska native alone,312.9498596448962,383.0,-70.05014035510379,145.0,130.03877362714974,True,True
18020,black or african american alone,1242.8767222489644,1545.0,-302.12327775103563,233.0,212.04190430968535,False,True
31140,american indian and alaska native alone,2146.535443116618,2616.0,-469.4645568833821,624.0,589.35100506648,True,True
14540,two or more races,10574.50787892348,11079.0,-504.49212107652056,1274.0,1419.9843755041363,True,True
14540,native hawaiian and other pacific islander alone,934.0,880.0,54.0,154.0,82.60291785100573,True,True
27900,two or more races,20337.30480499786,20258.0,79.30480499786063,1313.0,1302.6559926041207,True,True
41540,black or african american alone,32432.962665401676,37620.0,-5187.037334598324,777.0,848.1922060437929,False,False
30500,two or more races,19042.0,19183.0,-141.0,1505.0,1899.7521285950045,True,True
47900,native hawaiian and other pacific islander alone,2554.2546977899297,3028.0,-473.74530221007035,372.0,420.98899367296326,False,True
30500,native hawaiian and other pacific islander alone,38.0,41.0,-3.0,49.0,52.58856862474962,True,True
27900,native hawaiian and other pacific islander alone,1465.8645186762546,1299.0,166.86451867625465,138.0,39.863712323821915,False,False
20260,two or more races,14856.553210508126,14972.0,-115.44678949187437,809.0,1029.4891198228586,True,True
24580,some other race alone,9857.859577344467,11640.0,-1782.1404226555333,1362.0,1795.238074760288,False,True
20260,native hawaiian and other pacific islander alone,82.69072835678867,25.0,57.69072835678867,18.0,52.41579937626398,False,False
31540,some other race alone,13876.693890843782,13739.0,137.69389084378236,1467.0,2401.497939444904,True,True
43100,american indian and alaska native alone,342.0,229.0,113.0,69.0,237.91272796973266,False,True
39540,american indian and alaska native alone,868.0,920.0,-52.0,328.0,474.7999778999047,True,True
46220,white alone,165653.8138064597,160260.0,5393.813806459686,857.0,1501.2231846802852,False,False
46220,asian alone,4136.4886893043085,3992.0,144.48868930430854,360.0,504.6158053743584,True,True
12220,some other race alone,3720.5235145143306,3683.0,37.5235145143306,995.0,1038.10085130972,True,True
33860,some other race alone,5298.792477772982,5497.0,-198.20752222701776,871.0,901.5240631130368,True,True
23460,some other race alone,2775.415071744926,2780.0,-4.584928255073919,515.0,546.8719468268658,True,True
20940,native hawaiian and other pacific islander alone,270.0,195.0,75.0,51.0,278.62750497079435,False,True
38340,white alone,111188.0,111145.0,43.0,575.0,738.996087718839,True,True
44140,american indian and alaska native alone,1213.0,1292.0,-79.0,459.0,395.8949768546577,True,True
49340,american indian and alaska native alone,1754.0,2170.0,-416.0,609.0,624.8642443583246,True,True
38340,asian alone,2462.0,2461.0,1.0,242.0,287.29419910389765,True,True
12700,american indian and alaska native alone,1404.618801072921,1025.0,379.6188010729211,308.0,397.9125729592048,False,True
22420,some other race alone,4058.336637200345,4096.0,-37.663362799654806,744.0,767.584555765187,True,True
45900,american indian and alaska native alone,1432.7833096799382,1424.0,8.783309679938156,279.0,268.2613609528495,True,True
27100,black or african american alone,11618.0,11836.0,-218.0,580.0,759.8904745438648,True,True
33220,black or african american alone,1342.9806693209107,1022.0,320.9806693209107,231.0,223.34873725622194,False,True
12980,american indian and alaska native alone,496.9973658348038,474.0,22.997365834803816,140.0,179.3026451282382,True,True
11460,american indian and alaska native alone,1059.0,1007.0,52.0,195.0,254.90388363067362,True,True
41620,white alone,907906.7599679773,908026.0,-119.24003202270251,3538.0,3770.0027854435352,True,True
41620,asian alone,52267.23063995905,51842.0,425.2306399590525,1308.0,1618.7405686745558,True,True
30860,american indian and alaska native alone,1002.8558444904761,375.0,627.8558444904761,186.0,257.7329532292287,False,False
49020,native hawaiian and other pacific islander alone,150.15116735561406,42.0,108.15116735561406,75.0,121.58629497889771,False,True
48060,native hawaiian and other pacific islander alone,282.6190987574277,301.0,-18.380901242572293,98.0,128.96303300305175,True,True
46140,two or more races,150919.28825993824,154462.0,-3542.711740061757,2888.0,3958.040163583922,False,True
46140,native hawaiian and other pacific islander alone,1458.2384002218114,1408.0,50.23840022181139,127.0,296.70796825905643,True,True
12100,white alone,235610.0,235875.0,-265.0,1368.0,1669.6796999933852,True,True
12100,asian alone,22791.0,22368.0,423.0,675.0,660.180125836881,True,True
47220,black or african american alone,25634.00858476254,26429.0,-794.9914152374586,1112.0,1691.2663140928323,True,True
45940,american indian and alaska native alone,4756.0,5214.0,-458.0,1591.0,1668.0363674681228,True,True
29460,asian alone,14830.0,14302.0,528.0,759.0,659.8324459360878,True,True
39460,two or more races,16709.0,16060.0,649.0,1224.0,1190.3135203539864,True,True
26140,some other race alone,2776.0,2509.0,267.0,564.0,676.6665060186591,True,True
37340,american indian and alaska native alone,1713.0,1401.0,312.0,433.0,554.5994971396026,True,True
15260,black or african american alone,24769.249949636338,24510.0,259.249949636338,870.0,831.2722217740162,True,True
23580,two or more races,37737.0,38273.0,-536.0,2396.0,2682.691651306109,True,True
31420,some other race alone,6201.498076996705,4893.0,1308.498076996705,925.0,1255.076213357582,False,True
19140,black or african american alone,3191.5780582924613,3883.0,-691.4219417075387,332.0,507.574956534084,False,False
38900,black or african american alone,76770.748831715,75015.0,1755.7488317149982,2094.0,2206.352911085044,True,True
41420,some other race alone,42880.78493984588,43955.0,-1074.2150601541216,2844.0,3405.158651159938,True,True
18700,some other race alone,2482.5794264134547,2624.0,-141.4205735865453,427.0,659.0463584306341,True,True
30620,black or african american alone,9253.0,9744.0,-491.0,706.0,811.5567946214547,True,True
44220,american indian and alaska native alone,88.0,156.0,-68.0,93.0,64.86078758579794,True,True
48260,some other race alone,881.2783555605017,745.0,136.27835556050172,199.0,204.5458960887281,True,True
18140,native hawaiian and other pacific islander alone,746.4550764397443,773.0,-26.54492356025571,212.0,274.8701688478851,True,True
31900,native hawaiian and other pacific islander alone,165.0,145.0,20.0,150.0,176.5296553025865,True,True
40340,two or more races,14936.165201904252,13260.0,1676.1652019042522,1216.0,1562.2008749355987,False,True
41060,two or more races,10780.947825336869,9900.0,880.9478253368688,1139.0,1852.2071534173092,True,True
41060,native hawaiian and other pacific islander alone,9.0,94.0,-85.0,68.0,18.9067686953641,False,False
25740,some other race alone,1159.343049257229,777.0,382.34304925722904,284.0,295.57001604456326,False,True
13740,black or african american alone,1320.0887692574954,1181.0,139.08876925749541,401.0,496.5317805211266,True,True
37460,native hawaiian and other pacific islander alone,204.11320415657474,174.0,30.11320415657474,69.0,103.31694665507554,True,True
24300,two or more races,19785.482298353367,19016.0,769.4822983533668,1149.0,1585.0131780908464,True,True
39380,some other race alone,13756.323662753326,13105.0,651.3236627533261,1621.0,1674.5202035176844,True,True
24300,native hawaiian and other pacific islander alone,66.60744863119524,76.0,-9.39255136880476,50.0,53.22803165173967,True,True
48700,white alone,102445.12266759755,100481.0,1964.1226675975486,562.0,599.2526689644671,False,False
30140,white alone,117092.0,116318.0,774.0,989.0,1411.8989576997888,True,True
11020,black or african american alone,2716.196468267545,2423.0,293.1964682675448,333.0,352.0728027496585,True,True
44300,two or more races,9487.0,9183.0,304.0,856.0,1139.72902302861,True,True
29540,american indian and alaska native alone,1239.0,1162.0,77.0,399.0,464.6558677881944,True,True
30140,asian alone,2644.0,2331.0,313.0,233.0,251.89832952502883,False,True
39740,american indian and alaska native alone,3216.0,2854.0,362.0,685.0,1154.696029652393,True,True
48700,asian alone,1011.484474333129,1077.0,-65.51552566687099,101.0,136.632487219043,True,True
12620,american indian and alaska native alone,1611.9784840621505,1330.0,281.9784840621505,318.0,330.06386338104664,True,True
25540,black or african american alone,130289.69854778916,130373.0,-83.3014522108424,1865.0,2741.2811138767524,True,True
19660,native hawaiian and other pacific islander alone,377.0,280.0,97.0,113.0,151.46287810466958,True,True
26980,two or more races,13361.559619368727,13277.0,84.559619368727,1140.0,1569.9670003036981,True,True
11180,black or african american alone,3221.0,3103.0,118.0,259.0,407.25479320537164,True,True
26980,native hawaiian and other pacific islander alone,167.58299923752364,35.0,132.58299923752364,33.0,21.149369215364462,False,False
25860,white alone,295705.785293882,294009.0,1696.7852938820142,1511.0,1529.2969854301862,False,True
22180,some other race alone,17589.655612298382,19442.0,-1852.344387701618,1518.0,1461.6205025113982,False,True
25860,asian alone,10097.656934727425,10859.0,-761.3430652725747,611.0,528.7884200333636,False,True
11700,black or african american alone,17515.758486616796,16949.0,566.7584866167963,1028.0,1037.4213002164129,True,True
15500,black or african american alone,34338.0,34953.0,-615.0,1190.0,1043.6174820078954,True,True
40340,native hawaiian and other pacific islander alone,8.826691845400099,42.0,-33.1733081545999,52.0,15.312792129387477,True,True
12940,some other race alone,25774.528647484673,27592.0,-1817.4713525153275,2456.0,2899.239026182058,True,True
14260,some other race alone,43623.722351963544,44317.0,-693.2776480364555,2786.0,2672.6585778897397,True,True
38540,american indian and alaska native alone,2885.783563716973,2300.0,585.7835637169728,360.0,431.16421741445856,False,False
39460,native hawaiian and other pacific islander alone,131.0,106.0,25.0,81.0,121.21094065718657,True,True
44300,native hawaiian and other pacific islander alone,1.0,14.0,-13.0,20.0,1.875588574288082,True,True
29340,white alone,161233.18662138973,165052.0,-3818.81337861027,1192.0,1469.9593642946998,False,False
43340,white alone,195319.4795906423,197003.0,-1683.520409357705,1599.0,1189.1502838526155,False,True
33740,two or more races,8291.382925869091,7655.0,636.3829258690912,925.0,1246.9241038742346,True,True
43340,asian alone,4629.363749497372,5088.0,-458.6362505026282,471.0,517.3790589499638,True,True
33740,native hawaiian and other pacific islander alone,72.99894941354249,45.0,27.99894941354249,46.0,45.595254714488846,True,True
29340,asian alone,2951.973816763937,3152.0,-200.02618323606293,229.0,302.33776978653947,True,True
29820,white alone,1016444.0,1016671.0,-227.0,5171.0,5321.057588022446,True,True
29820,asian alone,250383.0,250287.0,96.0,3064.0,3057.460941559393,True,True
39900,some other race alone,55782.71604423898,56500.0,-717.2839557610205,3016.0,3455.3698377900023,True,True
49420,white alone,121183.0,120276.0,907.0,2106.0,2468.514537098172,True,True
42660,american indian and alaska native alone,32725.0,33454.0,-729.0,1882.0,2412.027970071813,True,True
48300,black or african american alone,757.0,618.0,139.0,184.0,241.59696718139904,True,True
14740,some other race alone,7462.0,7823.0,-361.0,955.0,1189.6151630600966,True,True
49420,asian alone,3017.0,3182.0,-165.0,388.0,438.40700538854304,True,True
26300,black or african american alone,8814.050858635826,7606.0,1208.0508586358264,456.0,408.0522786341456,False,False
34580,black or african american alone,1013.0,1020.0,-7.0,165.0,213.81551548882038,True,True
47460,american indian and alaska native alone,643.5851813551797,756.0,-112.41481864482034,413.0,269.11273185293726,True,True
23580,native hawaiian and other pacific islander alone,11.0,13.0,-2.0,22.0,20.052813144294742,True,True
32580,two or more races,526781.0,528958.0,-2177.0,8689.0,9507.906119973984,True,True
18580,two or more races,173221.9045538273,172142.0,1079.9045538273058,3950.0,3763.171255841723,True,True
21340,two or more races,410147.40255604096,406665.0,3482.4025560409646,8528.0,8208.91452713546,True,True
11100,two or more races,49794.838838337695,47897.0,1897.838838337695,2524.0,3174.054746239877,True,True
21340,native hawaiian and other pacific islander alone,1559.7854942143454,1460.0,99.78549421434536,185.0,373.5524148792621,True,True
10180,some other race alone,8632.448511961084,9782.0,-1149.5514880389164,1145.0,1277.9391962484074,False,True
26420,american indian and alaska native alone,61177.52292212744,63024.0,-1846.4770778725579,3786.0,4881.498253465226,True,True
47020,black or african american alone,5106.70197946193,5812.0,-705.29802053807,517.0,423.16182294012503,False,False
15980,black or african american alone,63431.0,64421.0,-990.0,1380.0,1874.2619918897415,True,True
36740,some other race alone,292305.0,290024.0,2281.0,9151.0,9689.131314047587,True,True
27260,some other race alone,56663.36552059563,58909.0,-2245.634479404369,4166.0,3879.1796673431268,True,True
23540,two or more races,35315.21447632373,34677.0,638.2144763237302,1947.0,1889.3809192882422,True,True
36100,some other race alone,15809.0,15237.0,572.0,1934.0,2306.2509866529053,True,True
18880,american indian and alaska native alone,1651.9856174322208,1780.0,-128.0143825677792,649.0,473.3327461500375,True,True
29420,american indian and alaska native alone,3687.0,3771.0,-84.0,441.0,554.2284286521669,True,True
33700,white alone,236161.0,237229.0,-1068.0,2745.0,3672.8948534972046,True,True
42220,two or more races,75171.0,75520.0,-349.0,3238.0,3415.6139431120214,True,True
41860,some other race alone,560798.0,563325.0,-2527.0,10331.0,11242.795005882044,True,True
31080,american indian and alaska native alone,165516.0,168662.0,-3146.0,5113.0,5601.866211352361,True,True
42020,white alone,195532.0,195251.0,281.0,1757.0,2088.6095735060803,True,True
44700,two or more races,168109.0,167450.0,659.0,5022.0,6268.077065513893,True,True
47300,white alone,176855.0,177316.0,-461.0,4458.0,4775.178850820537,True,True
41500,two or more races,79568.64478801591,69799.0,9769.64478801591,3914.0,4200.824380662175,False,False
34900,two or more races,21992.0,22093.0,-101.0,1673.0,2469.6343965362566,True,True
37100,american indian and alaska native alone,14976.0,14035.0,941.0,1653.0,2136.0019687844974,True,True
33700,asian alone,34706.0,33935.0,771.0,1039.0,1323.7908940633338,True,True
47300,asian alone,17809.0,17582.0,227.0,753.0,802.7216550780539,True,True
42020,asian alone,10592.0,10471.0,121.0,861.0,936.201208565098,True,True
42220,native hawaiian and other pacific islander alone,1505.0,1616.0,-111.0,308.0,436.4676674150675,True,True
44700,native hawaiian and other pacific islander alone,4048.0,4735.0,-687.0,613.0,643.2727226058556,False,True
34900,native hawaiian and other pacific islander alone,568.0,490.0,78.0,203.0,315.8305753802187,True,True
41500,native hawaiian and other pacific islander alone,2051.5775285856607,1858.0,193.57752858566073,332.0,523.8743742476466,True,True
46340,some other race alone,10033.0,11099.0,-1066.0,1651.0,1520.5312598841892,True,True
18580,native hawaiian and other pacific islander alone,299.34813733091454,404.0,-104.65186266908546,174.0,179.88356393188505,True,True
11100,native hawaiian and other pacific islander alone,447.6777215525929,481.0,-33.322278447407086,363.0,298.13474137312346,True,True
44420,white alone,106956.94492597762,107174.0,-217.05507402238436,620.0,756.793423300736,True,True
40220,white alone,241865.10233155097,240895.0,970.1023315509665,1074.0,1174.0117435406662,True,True
47260,two or more races,168540.13285432034,164963.0,3577.1328543203417,3629.0,5725.771291412839,True,True
47260,native hawaiian and other pacific islander alone,2273.27827719578,1868.0,405.27827719578,401.0,565.8974982583354,False,True
40220,asian alone,7596.540885719765,7839.0,-242.45911428023464,320.0,508.40845875990186,True,True
44420,asian alone,1246.0398812514416,1142.0,104.03988125144156,193.0,198.4167510535245,True,True
25500,some other race alone,6256.0,6386.0,-130.0,1098.0,1193.4461395581495,True,True
28700,american indian and alaska native alone,280.90445220052163,261.0,19.904452200521632,85.0,83.0932087370781,True,True
48540,two or more races,5227.357355141618,6616.0,-1388.6426448583816,577.0,375.75647589047395,False,False
44220,black or african american alone,11185.0,10868.0,317.0,620.0,895.1059321869396,True,True
24860,black or african american alone,141299.92305345554,138100.0,3199.923053455539,2495.0,2500.9687698916305,False,True
16740,two or more races,238283.77122957088,237669.0,614.771229570877,6812.0,8095.752805128156,True,True
22500,american indian and alaska native alone,744.955937885816,398.0,346.95593788581596,138.0,158.5691844102253,False,False
16860,two or more races,40577.98183512503,38356.0,2221.9818351250287,2197.0,2598.612800987732,False,True
17420,two or more races,10324.0,9716.0,608.0,1180.0,1443.0566425356456,True,True
17300,some other race alone,6980.01708154409,7698.0,-717.9829184559103,1200.0,1082.885805861739,True,True
27740,some other race alone,2806.030324896251,2577.0,229.03032489625093,545.0,628.9367334865074,True,True
16860,native hawaiian and other pacific islander alone,145.04319806244226,139.0,6.043198062442258,84.0,80.42257651721215,True,True
10740,american indian and alaska native alone,54053.07392895702,56590.0,-2536.9260710429808,1794.0,1988.3755993803402,False,True
22140,white alone,50995.19607834045,48274.0,2721.19607834045,791.0,1030.8010626348482,False,False
42140,black or african american alone,1521.0636556703346,1540.0,-18.936344329665417,245.0,283.79932524570853,True,True
22140,asian alone,1034.5970982857687,962.0,72.59709828576865,135.0,149.48946131234558,True,True
35620,black or african american alone,3141709.6820616443,3136400.0,5309.682061644271,9508.0,12104.514173683585,True,True
28880,american indian and alaska native alone,6728.722429610883,6050.0,678.7224296108834,1221.0,1292.2743595455484,True,True
15380,american indian and alaska native alone,4841.0,5051.0,-210.0,424.0,446.18483416348874,True,True
27060,white alone,79424.0,78663.0,761.0,720.0,974.5499116406252,False,True
24020,white alone,115083.0,115271.0,-188.0,738.0,932.0932758118954,True,True
27060,asian alone,10465.0,10646.0,-181.0,380.0,750.5466407326064,True,True
45060,some other race alone,11493.184347286795,11240.0,253.18434728679495,1067.0,1393.7060174949368,True,True
37900,white alone,290148.77421365934,293949.0,-3800.2257863406558,931.0,1206.1689637804704,False,False
16020,white alone,82444.7338787379,83035.0,-590.2661212621024,440.0,482.2324980600907,False,True
16980,american indian and alaska native alone,73427.62491083064,73798.0,-370.3750891693635,3788.0,4815.778091669455,True,True
28100,some other race alone,4162.624109957311,3688.0,474.6241099573108,630.0,739.7760291696263,True,True
37900,asian alone,9734.089230042313,9869.0,-134.91076995768708,312.0,377.2869018587698,True,True
44100,american indian and alaska native alone,495.596311898663,135.0,360.596311898663,55.0,214.6158169756677,False,False
16020,asian alone,1079.7204896338103,1387.0,-307.2795103661897,210.0,214.83949712949237,False,False
23060,black or african american alone,40466.27032975891,41924.0,-1457.7296702410895,1352.0,1758.5031807536682,False,True
14020,two or more races,9350.694530887555,9490.0,-139.30546911244528,830.0,1083.93394465814,True,True
31140,black or african american alone,184530.73481946057,185149.0,-618.2651805394271,2274.0,3179.7123244645754,True,True
29200,black or african american alone,11957.813624559305,11959.0,-1.1863754406949738,461.0,607.6731677264983,True,True
29020,some other race alone,3072.378650173501,647.0,2425.378650173501,204.0,521.7017482816528,False,False
43780,american indian and alaska native alone,1184.7278684651724,1349.0,-164.27213153482762,300.0,335.9783445620169,True,True
18020,american indian and alaska native alone,775.7152600694337,70.0,705.7152600694337,44.0,355.2990691568447,False,False
30460,white alone,395838.31864956196,393628.0,2210.3186495619593,1058.0,1363.3305262067772,False,False
30460,asian alone,15479.592728375908,16164.0,-684.4072716240917,539.0,600.9086298832062,False,True
48620,white alone,469021.19177813246,473047.0,-4025.808221867541,2178.0,2589.6948144953203,False,False
28140,white alone,1584909.0494043806,1586138.0,-1228.9505956193898,3193.0,4555.718409538656,True,True
28140,asian alone,67286.08738633191,66378.0,908.0873863319139,1084.0,1595.3458245484394,True,True
48620,asian alone,24009.239452817066,24243.0,-233.7605471829338,734.0,979.2560938790316,True,True
41140,white alone,100546.64474990527,100680.0,-133.35525009472622,607.0,745.9874954930757,True,True
41140,asian alone,1332.5869507595526,1146.0,186.58695075955256,231.0,187.9534321700709,True,True
12580,some other race alone,115457.8212519243,113986.0,1471.8212519242952,3922.0,4884.381291922168,True,True
37980,two or more races,493186.6425795007,493729.0,-542.3574204993201,7932.0,10321.935548105334,True,True
25180,two or more races,26218.537939958223,24695.0,1523.5379399582234,1602.0,1752.9548384291895,True,True
41540,american indian and alaska native alone,97.1937820350004,180.0,-82.8062179649996,125.0,56.06151024108,True,True
25180,native hawaiian and other pacific islander alone,79.60307436080383,169.0,-89.39692563919617,100.0,70.17537378392612,True,True
44180,some other race alone,8202.21032946719,7903.0,299.2103294671906,1076.0,1372.1772958502859,True,True
11540,white alone,211201.21144155352,212183.0,-981.788558446482,600.0,1234.9447900524813,False,True
20740,two or more races,8995.898251871047,7790.0,1205.8982518710473,681.0,1120.6071723728517,False,True
28450,two or more races,20909.0,21338.0,-429.0,1479.0,2307.529811367017,True,True
39540,black or african american alone,20061.0,20827.0,-766.0,782.0,1837.0292515995766,True,True
11540,asian alone,7811.608351802641,8605.0,-793.3916481973592,425.0,747.6961022401688,False,True
48140,two or more races,6215.0,6769.0,-554.0,666.0,914.2544618013904,True,True
43100,black or african american alone,2594.0,2547.0,47.0,344.0,459.4996199631181,True,True
22520,white alone,122717.9475874258,124274.0,-1556.052412574194,626.0,920.5301856054647,False,False
22520,asian alone,861.4934576474363,875.0,-13.506542352563656,197.0,180.30477631321642,True,True
46700,american indian and alaska native alone,4103.0,4002.0,101.0,667.0,991.3411354542644,True,True
16740,native hawaiian and other pacific islander alone,1087.7637125441954,796.0,291.7637125441954,209.0,266.00488163038364,False,True
39300,white alone,1223961.0,1223023.0,938.0,4290.0,4715.487704167115,True,True
49340,black or african american alone,44851.0,45228.0,-377.0,1420.0,1869.853453682601,True,True
44140,black or african american alone,40576.0,40334.0,242.0,1527.0,1856.31559095194,True,True
39300,asian alone,53385.0,53095.0,290.0,1320.0,1464.863263586827,True,True
12700,black or african american alone,6662.400560641684,6467.0,195.40056064168402,742.0,942.7328262904201,True,True
24340,some other race alone,35908.84912714026,35207.0,701.84912714026,2834.0,3896.7322440590456,True,True
11460,black or african american alone,41415.0,42421.0,-1006.0,1017.0,1440.7750600904883,True,True
12980,black or african american alone,9183.302675829174,13067.0,-3883.6973241708256,731.0,723.8249799730395,False,False
33220,american indian and alaska native alone,260.3114955762889,159.0,101.3114955762889,45.0,144.20491175380997,False,True
27100,american indian and alaska native alone,505.0,495.0,10.0,166.0,239.41080434318334,True,True
45900,black or african american alone,1392.6850773434435,1223.0,169.68507734344348,249.0,335.35771640014724,True,True
39340,white alone,583887.0078955563,584991.0,-1103.9921044437215,2297.0,2770.364123166931,True,True
39340,asian alone,11380.018551826284,11125.0,255.01855182628424,743.0,947.4663071479697,True,True
41100,two or more races,15649.0,14863.0,786.0,1364.0,1935.9983265133524,True,True
41100,native hawaiian and other pacific islander alone,1384.0,1275.0,109.0,347.0,359.1442270766718,True,True
30860,black or african american alone,1222.6438457987629,1334.0,-111.35615420123713,357.0,327.1146068622708,True,True
24020,asian alone,955.0,1058.0,-103.0,128.0,160.95171273164507,True,True
30020,some other race alone,3788.0,4194.0,-406.0,559.0,915.8176102546294,True,True
25060,some other race alone,11087.02368157978,11849.0,-761.9763184202202,1336.0,1644.258802645513,True,True
43580,two or more races,15840.77815641497,20648.0,-4807.22184358503,1377.0,1391.6582757163562,False,False
45940,black or african american alone,70719.0,71211.0,-492.0,1230.0,1678.4870977773408,True,True
