cbsa,est,published,gap_pct,pub_moe,moe,pass_4pct,pass_combined_moe,gq_flag
44140,13964.0,13368.0,4.458408138839019,150.0,651.5218698756398,False,True,False
37100,13274.0,13304.0,-0.2254960914010824,166.0,693.9302402034011,True,True,False
32580,7748.0,7827.0,-1.0093266896639836,135.0,637.3728641423323,True,True,False
47460,5553.778715094015,5048.0,10.01938817539649,69.0,349.3909222872314,False,False,True
39540,4973.0,4982.0,-0.1806503412284223,156.0,562.2359971766749,True,True,False
11540,3621.296490657115,3479.0,4.090154948465511,60.0,416.88280174794795,False,True,False
25620,5198.985031044411,4785.0,8.651724786717049,79.0,434.0483138074461,False,True,False
16740,37451.904420713625,37234.0,0.5852296844648033,678.0,1198.4089881702603,True,True,False
39580,25029.36711957714,24735.0,1.190083361945173,235.0,1077.6300298691392,True,True,False
25740,2002.3131881924012,1936.0,3.425267985144689,42.0,209.5971789653858,True,True,False
28700,6147.920152353503,5398.0,13.892555619738847,105.0,453.3058232912901,False,False,True
40220,8001.801245100878,7899.0,1.3014463235963802,98.0,597.4804805670917,True,True,False
18700,5842.440781049923,6754.0,-13.496583046344043,138.0,365.3967431224411,False,False,True
43900,8161.87045121656,8328.0,-1.9948312774188335,79.0,439.4548485771511,True,True,False
37860,24568.0,23343.0,5.247825900698282,453.0,1267.900650755019,False,True,False
34940,5077.0,4995.0,1.6416416416416415,53.0,578.9086655034627,True,True,False
26140,2895.0,2749.0,5.311022189887232,29.0,562.8131370357305,False,True,False
41540,9241.49373004719,9091.0,1.6554144763743284,124.0,604.8018620984722,True,True,False
21140,2798.0,2744.0,1.9679300291545192,43.0,400.7827374947055,True,True,False
10780,6958.564421997453,6944.0,0.2097411001937339,179.0,487.5743811930838,True,True,False
27780,6447.0,6652.0,-3.0817799158147925,88.0,544.1407873542471,True,True,False
29540,15682.0,15502.0,1.161140498000258,106.0,791.5059852845399,True,True,False
16940,1791.0,1419.0,26.215644820295985,48.0,382.4108470496751,False,True,False
46300,1700.5765641062196,1664.0,2.198110823691083,38.0,207.69507408111775,True,True,False
30300,1838.1589086176027,1478.0,24.36799111079856,28.0,150.76040427538362,False,False,True
19780,13280.045782339283,13204.0,0.5759298874529127,219.0,647.609252819846,True,True,False
45820,6309.22987183934,5804.0,8.704856509981743,102.0,486.68192698336856,False,False,True
48620,13609.733096085409,13839.0,-1.6566724757178353,171.0,651.9291807061663,True,True,False
31080,250171.0,251080.0,-0.36203600446072964,2582.0,3392.9271296393176,True,True,False
42200,23455.0,22876.0,2.5310368945619865,326.0,1032.3106376480146,True,True,False
47380,11236.063241360425,11423.0,-1.6364944291304795,130.0,574.5655578132742,True,True,False
30980,12272.151548547808,11774.0,4.230945715541095,141.0,706.4730974207926,False,True,False
21340,14938.078312905509,14473.0,3.21342025084992,346.0,670.4950166851631,True,True,False
28450,3958.0,3925.0,0.8407643312101911,68.0,492.0722680663888,True,True,False
33540,3213.493034330008,3223.0,-0.29497256189860505,74.0,384.9925326515708,True,True,False
30700,14881.202926788932,14640.0,1.6475609753342353,223.0,945.3849352401672,True,True,False
12220,8194.145992832857,10036.0,-18.35247117543985,187.0,397.54622199873927,False,False,True
40060,35230.62612250306,35809.0,-1.6151634435391626,520.0,1333.945283324401,True,True,False
49020,2945.278003048399,3152.0,-6.558438989581246,37.0,387.6290828342954,False,True,False
41420,13560.77760894312,13325.0,1.769437965802033,192.0,809.8372521035841,True,True,False
25940,9203.191253926383,8426.0,9.223727200645419,198.0,523.4274929649455,False,False,True
44180,13419.547915476873,13287.0,0.9975759424766518,153.0,675.128129565995,True,True,False
45300,60575.0,61261.0,-1.1197988932599858,426.0,1604.3690144313746,True,True,False
19660,17217.0,17496.0,-1.594650205761317,241.0,692.6691453455611,True,True,False
19820,42955.37105480051,43570.0,-1.4106700601319462,283.0,1147.974295405998,True,True,False
33220,1162.8670438426454,1240.0,-6.220399690109239,23.0,135.1177184833106,False,True,False
46060,30001.0,29329.0,2.291247570663848,517.0,1040.0516240113998,True,True,False
26900,33917.66438817573,34511.0,-1.719265196094771,171.0,1001.1188292424077,True,True,False
21780,7445.512472041231,7385.0,0.8193970486287255,115.0,442.01233142416964,True,True,False
35380,18527.0,19405.0,-4.5246070600360735,297.0,1195.6629060295381,False,True,False
44300,21930.0,21876.0,0.24684585847504115,264.0,1120.1814688299394,True,True,False
30140,4015.0,3833.0,4.748238977302374,153.0,492.52080187541316,False,True,False
21060,3158.4385026737973,3125.0,1.0700320855615137,236.0,345.10934370595425,True,True,False
27180,6597.662409148609,6392.0,3.2174970142147865,84.0,564.6735801927758,True,True,False
30340,4037.0,4190.0,-3.6515513126491648,61.0,305.21045576986717,True,True,False
20100,4412.0,4388.0,0.5469462169553327,66.0,585.040497685844,True,True,False
39660,5117.501124807311,5085.0,0.6391568300356065,450.0,629.7781779379012,True,True,False
