cbsa,est,published,gap,pub_moe,moe,pass_pub_moe,pass_combined_moe
26380,32808.920307093154,33746.0,-937.0796929068456,914.0,1045.2474310301939,False,True
41700,38280.993554071974,38364.0,-83.00644592802564,340.0,340.85222336885,True,True
48660,34362.10211487589,34590.0,-227.89788512411178,965.0,1189.1074674899214,True,True
43300,38216.996571385665,38174.0,42.99657138566545,1453.0,1151.41166926119,True,True
25500,37275.209805498336,36670.0,605.2098054983362,1318.0,1465.5043062058119,True,True
37980,50291.092725721974,50461.0,-169.9072742780263,254.0,290.3483817635867,True,True
17420,33386.3816703067,33852.0,-465.61832969330135,975.0,1166.8857251001275,True,True
31740,34933.759199903296,34818.0,115.75919990329567,926.0,1306.3838253815563,True,True
36100,33731.16920202478,33539.0,192.16920202477922,689.0,769.4995752268899,True,True
38940,41558.7482049954,41746.0,-187.25179500460217,974.0,951.073580627193,True,True
12260,35992.64322782245,36794.0,-801.3567721775471,582.0,595.270546026466,False,True
40660,32799.00568384176,34181.0,-1381.9943161582414,1527.0,1138.8062978152007,True,True
38060,45131.85532660232,45239.0,-107.14467339767725,283.0,265.11109525864293,True,True
23460,29653.666718521275,29604.0,49.66671852127547,1436.0,1048.7371613630828,True,True
14740,53900.65226543625,53544.0,356.65226543624885,956.0,1253.538322909857,True,True
19430,40065.96980117261,40091.0,-25.03019882739318,441.0,485.8946329765934,True,True
48540,34929.039520123886,34460.0,469.0395201238862,892.0,839.5663158911242,True,True
