cbsa,sex,band,edu4,est,published,gap,pub_moe,moe,pass_pub_moe,pass_combined_moe
23420,Female,45-64,some_college,38879.0,38474,405.0,1480.824094887708,1570.8851253087382,True,True
23460,Female,45-64,some_college,5162.620358249448,5266,-103.37964175055185,521.2187640521013,538.9818192806595,True,True
23540,Female,45-64,some_college,11218.474682355416,11610,-391.525317644584,810.355477552907,811.1550664770177,True,True
23580,Female,45-64,some_college,7355.0,7737,-382.0,709.8598453215959,614.984190533586,True,True
23900,Female,45-64,some_college,3836.2465997702966,3724,112.2465997702966,373.8515748261601,446.77785044455135,True,True
24020,Female,45-64,some_college,5689.0,5743,-54.0,459.72600535536384,498.74951380678056,True,True
24140,Female,45-64,some_college,4920.0,5465,-545.0,510.09802979427394,475.0552376868926,False,True
24220,Female,45-64,some_college,4227.973845471843,3983,244.97384547184265,391.9004975755964,300.68035309625935,True,True
24260,Female,45-64,some_college,2910.6040882460493,2880,30.604088246049287,324.8199501262199,285.8020855186976,True,True
24300,Female,45-64,some_college,6620.473056230363,7158,-537.526943769637,622.7591829913068,651.6885719640859,True,True
24340,Female,45-64,some_college,43461.85599584048,43452,9.855995840480318,1787.8126300034912,1624.5290117643713,True,True
24420,Female,45-64,some_college,5098.216316838026,4751,347.2163168380257,606.0115510450275,426.77989493106725,True,True
24500,Female,45-64,some_college,3701.8656826514803,3396,305.86568265148026,346.1126984090587,372.7227518496544,True,True
24540,Female,45-64,some_college,13266.0,13533,-267.0,945.0089946661883,1017.8259207024303,True,True
24580,Female,45-64,some_college,14254.45910199676,14243,11.459101996759273,705.6132084931518,916.6046321127221,True,True
24660,Female,45-64,some_college,34399.05229724945,34030,369.05229724945093,1524.064631175463,1385.7177517384896,True,True
24780,Female,45-64,some_college,6376.0,6532,-156.0,612.4026453241364,628.4348913938898,True,True
24860,Female,45-64,some_college,37644.617934499336,36958,686.6179344993361,1528.7282296078658,1644.3474685174817,True,True
25060,Female,45-64,some_college,19662.707167309974,20335,-672.2928326900255,1043.8860091025265,892.8151801873308,True,True
25180,Female,45-64,some_college,12037.694799314644,12648,-610.3052006853559,810.4375361494555,714.9597675658878,True,True
25220,Female,45-64,some_college,4302.981410160402,3971,331.98141016040245,588.9329333633839,576.1701613395286,True,True
25260,Female,45-64,some_college,4464.0,4148,316.0,490.47426028284093,484.75319869883276,True,True
25420,Female,45-64,some_college,19831.0,20639,-808.0,1213.1578627697222,1509.3351459781886,True,True
25500,Female,45-64,some_college,3346.0,3554,-208.0,425.7370080225584,390.46960660690354,True,True
25540,Female,45-64,some_college,40989.78741237034,40329,660.7874123703368,1580.849455198059,1691.64096286776,True,True
25620,Female,45-64,some_college,6092.041508457973,5913,179.04150845797267,613.8729510248843,514.2078051176021,True,True
25740,Female,45-64,some_college,3998.219535863811,3683,315.21953586381096,404.80242094137725,337.9903422302248,True,True
25860,Female,45-64,some_college,18719.08134491756,18888,-168.91865508244155,1065.1215893033059,1003.7879054925211,True,True
25940,Female,45-64,some_college,9312.654345679635,9252,60.6543456796353,892.2353949491132,808.7839286378613,True,True
25980,Female,45-64,some_college,3129.207439903309,3060,69.20743990330902,371.0,358.21881757103336,True,True
26140,Female,45-64,some_college,8271.0,8125,146.0,684.5823544322479,645.0335312262844,True,True
26300,Female,45-64,some_college,4932.411196182227,5214,-281.5888038177727,566.9118097199952,412.9400478879821,True,True
26380,Female,45-64,some_college,6908.247268673491,6250,658.2472686734909,594.7478457295999,562.6551152059412,False,True
26420,Female,45-64,some_college,237279.97230662577,238886,-1606.027693374228,4479.566162029533,5150.428756907143,True,True
26580,Female,45-64,some_college,15405.390452863028,15974,-568.6095471369717,1003.2870974950291,884.0793134546733,True,True
26620,Female,45-64,some_college,19543.577469605432,19267,276.57746960543227,1222.6896580899015,1153.5598859277895,True,True
26820,Female,45-64,some_college,6594.682206652055,7128,-533.3177933479446,591.4609031880299,567.2456973586819,True,True
26900,Female,45-64,some_college,72574.61781791058,72716,-141.3821820894227,2053.0221625691233,2449.18201915179,True,True
26980,Female,45-64,some_college,6249.059767258166,5464,785.0597672581662,512.6568052801016,723.6692144257468,False,True
27060,Female,45-64,some_college,2483.0,2550,-67.0,349.83424646537964,368.3703782251635,True,True
27100,Female,45-64,some_college,7858.0,7639,219.0,549.9172665046989,737.3432441000596,True,True
27140,Female,45-64,some_college,26824.030061853973,26630,194.03006185397317,1198.9466209969482,1297.5495848658945,True,True
27180,Female,45-64,some_college,6657.847734817883,7280,-622.1522651821169,663.6000301386371,606.8623188660858,True,True
27260,Female,45-64,some_college,68412.62261006163,69716,-1303.3773899383668,2371.9335994078756,2211.9022413674907,True,True
27340,Female,45-64,some_college,6950.455518066677,6407,543.4555180666766,596.5182310709372,602.4494760238651,True,True
27500,Female,45-64,some_college,8412.0,8122,290.0,582.9794164462413,914.5884900147717,True,True
27620,Female,45-64,some_college,5178.240670982728,5105,73.24067098272826,417.06234545928504,448.09591130862765,True,True
27740,Female,45-64,some_college,8397.16649717453,8287,110.16649717453038,688.2397837963161,714.8935276860935,True,True
27780,Female,45-64,some_college,4879.0,4674,205.0,378.00132274900835,459.9037268589482,True,True
27860,Female,45-64,some_college,4721.0,4505,216.0,586.9258896998837,555.2540271251979,True,True
27900,Female,45-64,some_college,8945.57163223333,8484,461.5716322333301,667.0749583067858,695.7303612144266,True,True
27980,Female,45-64,some_college,7597.675515129286,7638,-40.324484870713604,540.8308423157836,563.7708182095885,True,True
28020,Female,45-64,some_college,9443.0,9576,-133.0,677.2126696983747,697.3305178849912,True,True
28100,Female,45-64,some_college,4558.8843554855475,4728,-169.11564451445247,448.8574383921915,406.49067433814065,True,True
28140,Female,45-64,some_college,84609.28414352823,86044,-1434.7158564717683,2240.9098598560363,2560.14409548929,True,True
28420,Female,45-64,some_college,10739.771839738887,11064,-324.22816026111286,751.4253123231875,749.584213302645,True,True
28450,Female,45-64,some_college,7424.0,8154,-730.0,619.1041915542165,730.4563180847982,False,True
28660,Female,45-64,some_college,20472.497659353012,19749,723.4976593530118,1061.0471243069273,1096.5903240176697,True,True
28700,Female,45-64,some_college,15069.972861061404,14917,152.97286106140382,936.7203424715404,824.6823024408185,True,True
28740,Female,45-64,some_college,7531.480157819978,7392,139.48015781997765,690.3050050521147,702.9251090436699,True,True
28880,Female,45-64,some_college,26274.21582271838,26303,-28.78417728162094,1017.9729858891149,1150.4134685413476,True,True
28940,Female,45-64,some_college,38233.60681230821,38318,-84.39318769179226,1467.6961538411144,1518.203212702813,True,True
29020,Female,45-64,some_college,3786.5211863056393,3803,-16.478813694360724,415.8966217703626,381.68033710989755,True,True
29100,Female,45-64,some_college,7275.090555799777,7572,-296.90944420022333,555.2125719037709,661.0990207968129,True,True
29180,Female,45-64,some_college,12608.626859076965,12209,399.62685907696505,967.2150743242166,882.3697767812012,True,True
29200,Female,45-64,some_college,5886.900363790645,6112,-225.09963620935468,547.8476065476603,628.3498291535976,True,True
29340,Female,45-64,some_college,9380.564511517725,8983,397.5645115177249,830.9464483346685,687.3835918159477,True,True
29420,Female,45-64,some_college,12634.0,12281,353.0,908.6528490023019,809.8503073616445,True,True
29460,Female,45-64,some_college,31923.0,32167,-244.0,1390.935296841661,1367.3778889164107,True,True
29540,Female,45-64,some_college,15185.0,14872,313.0,985.9908721687032,1203.192909817977,True,True
29620,Female,45-64,some_college,20075.0,19766,309.0,921.4564558350004,1327.508782823112,True,True
29700,Female,45-64,some_college,7158.0,7235,-77.0,661.3093073592719,616.9153560132864,True,True
29740,Female,45-64,some_college,5827.0,6269,-442.0,638.5436555162066,664.3968463585977,True,True
29820,Female,45-64,some_college,92996.0,92300,696.0,2481.4481658902328,2720.428641119585,True,True
29940,Female,45-64,some_college,3118.0,2786,332.0,409.4398612739116,487.82404967493153,True,True
30020,Female,45-64,some_college,4384.0,4547,-163.0,362.9435217771492,480.136444454855,True,True
30140,Female,45-64,some_college,3518.0,3718,-200.0,428.05723916317544,420.1138057479188,True,True
30300,Female,45-64,some_college,3046.603205336518,3044,2.603205336517931,358.2764295903374,176.31642180466875,True,True
30340,Female,45-64,some_college,4848.0,5471,-623.0,540.6736538800462,674.9682767813981,False,True
30460,Female,45-64,some_college,18733.370791964117,18127,606.3707919641165,1029.2098911300843,1063.2945559674397,True,True
30500,Female,45-64,some_college,9036.0,9541,-505.0,640.0781202322104,657.5504529967644,True,True
30620,Female,45-64,some_college,4138.0,4137,1.0,456.8106828873423,418.06567369254316,True,True
30700,Female,45-64,some_college,11218.831596561855,11691,-472.1684034381451,765.1150240323346,886.9719519562494,True,True
30780,Female,45-64,some_college,30261.0,30777,-516.0,1479.6502965227967,1527.0171812712194,True,True
30860,Female,45-64,some_college,5311.9966934581935,4954,357.9966934581935,405.70432583348185,348.66674795916333,True,True
30980,Female,45-64,some_college,12970.902650154467,13154,-183.09734984553324,864.9630049892307,649.9690011377047,True,True
31020,Female,45-64,some_college,6219.854233158491,6134,85.8542331584913,607.4248924764279,589.8827049193427,True,True
31080,Female,45-64,some_college,420846.0,421054,-208.0,4292.591408461793,4972.551102878682,True,True
31140,Female,45-64,some_college,57978.249397633386,57636,342.24939763338625,1706.2710804558576,1796.4519307657415,True,True
31180,Female,45-64,some_college,10898.436261286515,10848,50.43626128651522,790.3473919739345,840.0016560823808,True,True
31340,Female,45-64,some_college,11097.0,11078,19.0,739.6249049349271,759.8618073702613,True,True
31420,Female,45-64,some_college,9569.83714908615,9588,-18.16285091384998,749.4511324963089,805.1725303143643,True,True
31540,Female,45-64,some_college,22396.939969540595,22754,-357.0600304594045,1029.595066033244,1257.9909923264245,True,True
31700,Female,45-64,some_college,16908.03458831475,16898,10.034588314749271,982.9979654098985,1083.534535453259,True,True
31740,Female,45-64,some_college,3284.0,3144,140.0,346.0057802985378,424.323596824994,True,True
31860,Female,45-64,some_college,4295.0,4243,52.0,363.23546082396746,457.83234422247847,True,True
31900,Female,45-64,some_college,4322.0,4453,-131.0,521.8055193268849,631.1043089567287,True,True
32580,Female,45-64,some_college,19274.0,19230,44.0,1250.1779873282044,1376.2819038604518,True,True
32780,Female,45-64,some_college,9268.0,9315,-47.0,752.0644919154208,782.8914306211302,True,True
32820,Female,45-64,some_college,54036.885874934844,53819,217.88587493484374,2132.5669977752164,1963.0449905626958,True,True
32900,Female,45-64,some_college,7506.0,7549,-43.0,674.581351654491,636.0160147217207,True,True
33100,Female,45-64,some_college,223107.8673768221,222760,347.86737682210514,3950.1344280922895,4318.1531136592785,True,True
33140,Female,45-64,some_college,4647.0,4749,-102.0,535.8003359461433,496.17587745299556,True,True
33220,Female,45-64,some_college,4285.626205782409,3997,288.62620578240876,334.1167460634082,320.501409138366,True,True
33260,Female,45-64,some_college,5553.68137953723,5647,-93.31862046277001,771.2463938327362,710.527331849224,True,True
33340,Female,45-64,some_college,58431.0,57743,688.0,1673.7720872329064,2394.0638771284384,True,True
33460,Female,45-64,some_college,139242.98343759016,139383,-140.01656240984448,2867.829318491601,3437.149724498454,True,True
33500,Female,45-64,some_college,3061.2052577133645,2971,90.20525771336452,372.87665520919916,403.6064656991907,True,True
33540,Female,45-64,some_college,5275.183344135512,5105,170.18334413551202,514.8368673667417,557.9056885076313,True,True
33660,Female,45-64,some_college,18557.0,17908,649.0,1068.139035893736,1091.9602434830217,True,True
33700,Female,45-64,some_college,18654.0,19386,-732.0,1034.3041138852732,1046.3851982390377,True,True
33740,Female,45-64,some_college,8762.372685049642,9333,-570.6273149503577,726.3091628225545,764.21830626389,True,True
33780,Female,45-64,some_college,8538.0,8253,285.0,582.0601343503951,743.335620693977,True,True
33860,Female,45-64,some_college,15884.275357768884,16336,-451.7246422311164,1077.2557727856463,1048.5515794715961,True,True
34060,Female,45-64,some_college,3895.526511722981,3485,410.526511722981,435.9323341987837,405.9863311008355,True,True
34100,Female,45-64,some_college,5754.10767633538,5743,11.107676335380347,665.940688049619,666.4306698597014,True,True
34580,Female,45-64,some_college,6030.0,6263,-233.0,538.7439094783346,467.27223253286735,True,True
34620,Female,45-64,some_college,4511.0,4398,113.0,452.6245684891619,434.98867225624394,True,True
34740,Female,45-64,some_college,9260.0,9382,-122.0,651.41461451214,713.4888596765194,True,True
34820,Female,45-64,some_college,21106.06139838704,20885,221.06139838703893,1309.6106291566207,1077.6254324575402,True,True
34900,Female,45-64,some_college,5181.0,5112,69.0,414.12075533592855,510.42722468413655,True,True
34940,Female,45-64,some_college,13488.0,13389,99.0,1084.6699958973697,1147.5499838356716,True,True
34980,Female,45-64,some_college,73201.91200360662,72702,499.91200360661605,2199.1475621249247,2650.110576547025,True,True
35300,Female,45-64,some_college,18516.0,18557,-41.0,1059.1109479181112,1097.9658446657165,True,True
35380,Female,45-64,some_college,40139.0,39589,550.0,1612.3876705060727,1693.4390559712358,True,True
35620,Female,45-64,some_college,584629.7841772815,587845,-3215.2158227184555,6677.372013000324,6447.387903844647,True,True
35660,Female,45-64,some_college,6938.0,6980,-42.0,549.8881704492287,698.9817735642325,True,True
35840,Female,45-64,some_college,37457.0,36927,530.0,1506.0521239319708,1723.3536527911938,True,True
35980,Female,45-64,some_college,11044.0,11199,-155.0,714.370352128362,836.4461054029423,True,True
36100,Female,45-64,some_college,17981.0,18329,-348.0,1133.8011289463423,1107.278936579442,True,True
36220,Female,45-64,some_college,4543.0,4617,-74.0,643.5479780094099,575.3525953480613,True,True
36260,Female,45-64,some_college,25653.012688991817,26312,-658.9873110081826,1152.5801490568888,1170.4201579222683,True,True
36420,Female,45-64,some_college,51202.92692007586,52313,-1110.0730799241428,1534.923125110831,2108.9523961028053,True,True
36500,Female,45-64,some_college,13176.0,12828,348.0,864.0700203108543,951.569015384591,True,True
36540,Female,45-64,some_college,37240.485594685975,37405,-164.51440531402477,1270.7863707169668,1393.3208493556897,True,True
36740,Female,45-64,some_college,112679.0,111142,1537.0,2771.479207932111,3315.0024531184363,True,True
36780,Female,45-64,some_college,7227.0,6934,293.0,538.2675914449986,967.2534255728951,True,True
36980,Female,45-64,some_college,4645.109563073583,5001,-355.89043692641735,481.91700530278035,523.0403701588862,True,True
37100,Female,45-64,some_college,32671.0,33190,-519.0,1382.286873264736,1540.549701798436,True,True
37140,Female,45-64,some_college,4611.067679980997,5302,-690.9323200190029,458.2630249103674,306.6928903837038,False,False
37340,Female,45-64,some_college,31920.0,31295,625.0,1479.524923750864,1514.0586612884258,True,True
37460,Female,45-64,some_college,10600.726199324428,10355,245.7261993244283,848.1562356075677,651.1714031939214,True,True
37620,Female,45-64,some_college,4079.4872883321764,4648,-568.5127116678236,504.04860876705135,336.2539174980074,False,True
37860,Female,45-64,some_college,25007.0,25444,-437.0,1301.6481859550222,1153.4667391742382,True,True
37900,Female,45-64,some_college,16203.002439504828,15975,228.00243950482763,850.0694089308237,858.0656185852528,True,True
37980,Female,45-64,some_college,210935.52785587998,211213,-277.4721441200236,3992.7226299857093,4707.773564675957,True,True
38060,Female,45-64,some_college,195941.6973205425,195395,546.697320542502,3281.6290162052137,3446.851079350774,True,True
38240,Female,45-64,some_college,5051.114894468654,4931,120.1148944686538,552.1095905705678,484.41065711685627,True,True
38300,Female,45-64,some_college,95499.43974498725,95721,-221.56025501275144,2241.6273106830226,2388.461264410243,True,True
38340,Female,45-64,some_college,5084.0,4925,159.0,463.49217900629134,495.86805346281386,True,True
38540,Female,45-64,some_college,4002.876257296215,4061,-58.123742703784956,442.64884502277874,348.0654147194874,True,True
38860,Female,45-64,some_college,21106.0,21705,-599.0,1109.7711475795359,1270.3616210729133,True,True
38900,Female,45-64,some_college,101410.85075573236,100836,574.850755732361,2236.0834063156053,2530.3901116283478,True,True
38940,Female,45-64,some_college,24566.0,24700,-134.0,1649.462033512745,1514.825650787905,True,True
39150,Female,45-64,some_college,12636.0,12782,-146.0,884.265231703701,758.5214333804287,True,True
39300,Female,45-64,some_college,65282.0,66106,-824.0,1864.4361077816532,2093.7235986257833,True,True
39340,Female,45-64,some_college,23478.930465547113,22552,926.9304655471133,978.3782499626615,1040.3327823948073,True,True
39380,Female,45-64,some_college,7559.314206448555,7787,-227.68579355144539,562.4677768548169,606.3182831888632,True,True
39460,Female,45-64,some_college,10636.0,10687,-51.0,851.1850562598006,835.3911870794424,True,True
39540,Female,45-64,some_college,9419.0,9601,-182.0,750.4032249397653,1012.6223706508266,True,True
39580,Female,45-64,some_college,51690.36173464963,52261,-570.6382653503679,2159.1722951168117,2074.6473298844417,True,True
39660,Female,45-64,some_college,6221.129481662283,6926,-704.8705183377169,654.9656479541503,579.897750098969,False,True
39740,Female,45-64,some_college,14370.0,14122,248.0,792.1729609119463,1104.0984007386978,True,True
39820,Female,45-64,some_college,9838.0,9727,111.0,620.4917404768576,690.3562506135872,True,True
39900,Female,45-64,some_college,22504.70366703372,22010,494.7036670337184,1065.2009200146233,1004.6923086912868,True,True
40060,Female,45-64,some_college,51368.555454423,51485,-116.44454557699646,1973.6243310214838,1719.3651594318417,True,True
40140,Female,45-64,some_college,170751.0,170023,728.0,3134.2638689172295,3563.068367151057,True,True
40220,Female,45-64,some_college,13840.412642208647,13882,-41.5873577913535,1003.8894361432439,891.2891648886134,True,True
40340,Female,45-64,some_college,9235.198156250493,9354,-118.80184374950659,489.7775005040554,674.3669686934973,True,True
40380,Female,45-64,some_college,42363.97709385172,42944,-580.0229061482823,1427.4908055745927,1273.1631349167494,True,True
40420,Female,45-64,some_college,15330.0,15102,228.0,856.7829363380202,1050.6629294259888,True,True
40580,Female,45-64,some_college,6516.0,7047,-531.0,610.0,633.899207877325,True,True
40660,Female,45-64,some_college,4293.744124957951,4052,241.7441249579506,586.3659267044769,433.97638751413666,True,True
40900,Female,45-64,some_college,102744.0,101530,1214.0,2321.5565898767145,2472.143632865008,True,True
40980,Female,45-64,some_college,10108.0,9841,267.0,632.7906446843222,807.3821046172933,True,True
41060,Female,45-64,some_college,8929.759677803715,8915,14.759677803715022,563.7463968842728,706.787856350684,True,True
41100,Female,45-64,some_college,9171.0,8968,203.0,814.0687931618555,837.75095417806,True,True
41140,Female,45-64,some_college,4787.557336156156,5135,-347.44266384384355,462.64024900563936,414.4878168601645,True,True
41180,Female,45-64,some_college,117245.44830552126,118005,-759.5516944787378,2601.8627942303183,3258.8788996330136,True,True
41420,Female,45-64,some_college,17906.621470233833,18190,-283.37852976616705,964.6408658148379,979.8466028982707,True,True
41500,Female,45-64,some_college,12643.162781430563,12103,540.162781430563,830.7502633162387,758.909045375243,True,True
41540,Female,45-64,some_college,4833.868015546555,4416,417.8680155465554,582.7194865456277,482.6688489049284,True,True
41620,Female,45-64,some_college,46532.805020294414,46762,-229.19497970558587,1494.547757684578,1745.2274213634087,True,True
41660,Female,45-64,some_college,4891.868927513982,5308,-416.13107248601773,512.6402247190518,525.7785956820421,True,True
41700,Female,45-64,some_college,95217.2753852671,96456,-1238.7246147328988,2509.10541827162,2599.4854442509222,True,True
41740,Female,45-64,some_college,109131.0,108765,366.0,2511.1282324883373,2547.14399647674,True,True
41780,Female,45-64,some_college,5372.905722094954,5738,-365.0942779050456,442.6341604530766,398.33773024312256,True,True
41860,Female,45-64,some_college,138818.0,139850,-1032.0,3050.5797809596784,3621.7205364700285,True,True
41940,Female,45-64,some_college,53958.83721856944,54226,-267.16278143056115,1860.3324971628056,1693.421490070099,True,True
42020,Female,45-64,some_college,11918.0,11555,363.0,841.023780876617,850.518532406114,True,True
42100,Female,45-64,some_college,9167.0,9083,84.0,711.0682105114811,635.7087548339255,True,True
42140,Female,45-64,some_college,5906.580334668434,6355,-448.41966533156574,691.7123679680739,645.0883671007033,True,True
42200,Female,45-64,some_college,13638.0,13475,163.0,806.1569326129994,990.5585740454726,True,True
42220,Female,45-64,some_college,20739.0,20603,136.0,888.1171093949266,1072.8212152421995,True,True
42340,Female,45-64,some_college,17263.855535253664,17026,237.85553525366413,1088.8769443789322,1160.9854167082578,True,True
42540,Female,45-64,some_college,21305.643623662545,22167,-861.356376337455,1003.9372490350181,1258.1600692593963,True,True
42660,Female,45-64,some_college,146126.0,147593,-1467.0,2868.60680470503,2802.44698001898,True,True
42680,Female,45-64,some_college,6956.0,6968,-12.0,657.7453914699821,799.3969701726734,True,True
42700,Female,45-64,some_college,3762.1481654177846,4393,-630.8518345822154,462.8747130703945,352.44844597400765,False,False
43100,Female,45-64,some_college,5242.0,5592,-350.0,537.5146509631156,648.4364862276412,True,True
43300,Female,45-64,some_college,6582.142816795035,6829,-246.8571832049647,670.6660868122079,467.2701937372188,True,True
43340,Female,45-64,some_college,15800.602412727361,16536,-735.3975872726387,959.1037482983788,1121.8050216359052,True,True
43420,Female,45-64,some_college,5019.101471401251,5685,-665.8985285987492,498.47768254958015,379.52612978368734,False,False
43580,Female,45-64,some_college,6311.401941457096,5762,549.4019414570957,497.9317222270539,555.0568153935095,False,True
43620,Female,45-64,some_college,11995.88929028731,12079,-83.11070971268964,688.6160032993715,932.954464796498,True,True
43640,Female,45-64,some_college,11220.0,11589,-369.0,1020.7531533137676,1058.9959480487873,True,True
43780,Female,45-64,some_college,13470.685308094098,13223,247.68530809409822,740.7543452454396,884.7907152744052,True,True
43900,Female,45-64,some_college,16545.65822548626,16616,-70.34177451374126,953.795051360616,908.7370281658567,True,True
44060,Female,45-64,some_college,29249.262754533593,29624,-374.73724546640733,1333.5021559787597,1225.0102620458467,True,True
44100,Female,45-64,some_college,9138.11407168742,8993,145.1140716874197,760.516929463112,809.6137433350929,True,True
44140,Female,45-64,some_college,18456.0,18551,-95.0,1102.7243535897808,1290.6705013335122,True,True
44180,Female,45-64,some_college,18964.54027099748,19335,-370.45972900251945,1122.2677933541531,1063.444187966527,True,True
44220,Female,45-64,some_college,5958.0,6233,-275.0,451.93362344485945,484.831762833769,True,True
44300,Female,45-64,some_college,3838.0,4037,-199.0,418.71470000466906,550.9064230962914,True,True
44420,Female,45-64,some_college,4292.7009271090965,4119,173.70092710909648,487.08315511830216,474.10708875774776,True,True
44700,Female,45-64,some_college,29554.0,28378,1176.0,1222.7268705643137,1313.285572281882,True,True
44940,Female,45-64,some_college,4677.025378233285,5012,-334.97462176671525,607.0074134637896,397.9824263959276,True,True
45060,Female,45-64,some_college,27845.098947428974,28653,-807.9010525710255,1051.6068657060014,1080.467626476953,True,True
45220,Female,45-64,some_college,12802.08629660725,12966,-163.9137033927509,802.407627082395,773.4383264719943,True,True
45300,Female,45-64,some_college,135608.0,137194,-1586.0,3116.7948280244564,2610.0542715391953,True,True
45460,Female,45-64,some_college,6227.58827722538,6203,24.588277225379898,588.992359882537,563.7151539159614,True,True
45500,Female,45-64,some_college,6136.882482703167,6233,-96.11751729683328,536.0419759683004,447.4822365842548,True,True
45780,Female,45-64,some_college,25604.402774334812,25918,-313.5972256651876,1248.043669107776,1267.1080369723716,True,True
45820,Female,45-64,some_college,9503.5921932321,10100,-596.4078067679002,682.0117301044022,753.2629625330137,True,True
45900,Female,45-64,some_college,6996.9285570870215,6792,204.92855708702155,465.98819727542457,501.19796755739463,True,True
45940,Female,45-64,some_college,11506.0,11256,250.0,972.2149967985476,911.9764873010707,True,True
46060,Female,45-64,some_college,42023.30267945749,43021,-997.6973205425093,1654.76826172126,1777.2888059518348,True,True
46140,Female,45-64,some_college,40450.07356772491,41816,-1365.9264322750896,999.5008754373355,1295.1211861838963,False,True
46220,Female,45-64,some_college,11657.189114332123,10870,787.1891143321227,801.3551023110791,909.1009022949838,True,True
46300,Female,45-64,some_college,5172.15169199592,4733,439.1516919959204,494.9595943104851,473.3643829007109,True,True
46340,Female,45-64,some_college,10451.0,10320,131.0,859.7720628166514,748.5075377542968,True,True
46520,Female,45-64,some_college,36601.0,36277,324.0,1148.1049603585902,1203.9369984279701,True,True
46540,Female,45-64,some_college,13712.318509999985,14323,-610.6814900000154,792.0157826710273,850.0028345250569,True,True
46660,Female,45-64,some_college,5238.20468164062,5010,228.20468164062004,541.7647090758127,543.2999418066621,True,True
46700,Female,45-64,some_college,20299.0,20396,-97.0,1094.8538715280683,1061.3533116085803,True,True
47020,Female,45-64,some_college,4135.6214818407525,3720,415.6214818407525,445.41778141425834,412.63376402311815,True,True
47220,Female,45-64,some_college,6231.472144120032,5445,786.4721441200318,561.6137462705128,627.9790479658537,False,True
47260,Female,45-64,some_college,73009.65469521978,73399,-389.3453047802177,1802.751785465764,2135.579338116705,True,True
47300,Female,45-64,some_college,14891.0,14267,624.0,916.0021834035114,1029.6933969111874,True,True
47380,Female,45-64,some_college,11799.02594686137,11767,32.02594686136945,745.3220780306995,801.2000124175181,True,True
47460,Female,45-64,some_college,2147.228160261113,2135,12.228160261112862,301.9155511065967,244.087724301629,True,True
47580,Female,45-64,some_college,8677.370195719412,8798,-120.62980428058836,779.3773155538978,716.1121037350374,True,True
47900,Female,45-64,some_college,173032.80593801202,173424,-391.19406198797515,3109.888261658287,4177.361610026276,True,True
47930,Female,45-64,some_college,19409.0,19396,13.0,1188.4111241485414,1314.0671449492222,True,True
47940,Female,45-64,some_college,6111.041179086382,6362,-250.95882091361818,484.43472212466355,601.469698657202,True,True
48060,Female,45-64,some_college,4085.849436784093,3849,236.8494367840931,326.3816784073518,312.37078823670805,True,True
48140,Female,45-64,some_college,6246.0,6220,26.0,444.326456560939,637.0649843775751,True,True
48260,Female,45-64,some_college,5190.090715462022,5520,-329.90928453797824,451.9347298006649,312.0737425068164,True,True
48300,Female,45-64,some_college,5481.0,5395,86.0,534.3051562543637,496.94889139503067,True,True
48540,Female,45-64,some_college,5888.405431942148,5947,-58.594568057851575,466.56725131539184,386.5017300397307,True,True
48620,Female,45-64,some_college,24445.04018677293,23901,544.0401867729306,1181.5485601531577,1396.1846885150073,True,True
48660,Female,45-64,some_college,5912.4211407242365,5855,57.421140724236466,482.4696881670392,587.8929468893583,True,True
48680,Female,45-64,some_college,5093.0,5069,24.0,596.5182310709372,662.191373562998,True,True
48700,Female,45-64,some_college,4638.1893039587885,4801,-162.8106960412115,504.9138540384884,508.0270443299798,True,True
48900,Female,45-64,some_college,23246.0,22292,954.0,1079.9208304315646,1175.1680129879303,True,True
49020,Female,45-64,some_college,5657.158680314475,5528,129.15868031447462,586.9241859047896,503.39485251858133,True,True
49180,Female,45-64,some_college,31943.608818702753,32469,-525.3911812972474,1481.4266772270573,1348.6686399983769,True,True
49340,Female,45-64,some_college,34822.0,33854,968.0,1417.1556019012169,1622.9777916263981,True,True
49420,Female,45-64,some_college,7422.0,7213,209.0,617.6503865456574,644.6267861794141,True,True
49620,Female,45-64,some_college,17976.0,17817,159.0,1044.0234671692012,1052.557912986858,True,True
49660,Female,45-64,some_college,18753.0,18753,0.0,1047.851611632105,1056.7672563625351,True,True
49700,Female,45-64,some_college,7237.0,7911,-674.0,698.2334853041639,519.7676801201668,True,True
49740,Female,45-64,some_college,5841.814345991561,5869,-27.185654008439087,546.6415644643206,571.0460175989131,True,True
10180,Male,65-200,hs_or_less,5190.223733286995,5063,127.22373328699541,483.47285342612565,388.1205907529925,True,True
10420,Male,65-200,hs_or_less,24495.0,24588,-93.0,1081.8031244177473,1158.7128249678606,True,True
10500,Male,65-200,hs_or_less,5280.850187761609,5540,-259.14981223839095,474.2509884017112,418.54954843817285,True,True
10540,Male,65-200,hs_or_less,3294.2364904789274,3933,-638.7635095210726,425.98826274910436,414.618605412038,False,False
10580,Male,65-200,hs_or_less,27356.51267405097,26314,1042.5126740509695,974.1180626597579,994.6541629647043,False,True
10740,Male,65-200,hs_or_less,23584.993237728835,23541,43.99323772883508,1126.412446664187,1185.3616157608524,True,True
10780,Male,65-200,hs_or_less,5614.286904229037,5297,317.28690422903674,551.0862001538417,397.7830908070415,True,True
10900,Male,65-200,hs_or_less,34603.0,34250,353.0,1074.7809079063509,1223.7149361135953,True,True
11020,Male,65-200,hs_or_less,7141.230094604334,6718,423.2300946043342,415.47563105433755,313.9994270836748,False,True
